,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0205790907512885,0.330525398490008,0,-0.0279295073356792,-0.018398562869307,0.0434629332978848,-0.0403181664522122,0,0.182876964655311,-0.0581170434480814,-0.0383408748025164,-0.104801224963146,0.0896412300604414,-0.00169445296798624,0,0,0.0160300029479003
ETH,0,0,0.376238234237759,0.165949974104112,0.148769632652703,0.163052806629389,0.0667072444120701,-0.0245065852453282,0.0451468780138244,0.0300932223684338,0,0,0,-0.0128717003741005,0,0.130601694977043,-0.0161229446563713,0,0,-0.0222800125555436
XRP,0,0,0,0.0243502451318046,0.13516604565827,0.0360535401142388,0.00802689613475274,0.0658103642568866,0.0961181940622269,0,0,0,-0.046342295246499,-0.0154510111371249,0,0.122559537659861,-0.0731024434525241,0,0,0
LTC,0,0.55469324695974,0,0,0.227610076478615,0.0528992502939315,-0.027746294142671,-0.0851954691831425,0,0,0.51582661363552,-0.135445845927113,0,0.246147137545092,0.0620275413422319,-0.0391051698513858,-0.0191872478769292,0,0,0.0107400968994585
EOS,0,0.40539540627968,0.656088661265172,0.133463156093362,0,0,0.127273343575048,0.0925096028445722,-0.226080395393817,0,0,0.0796102186600102,0.563029523691655,0.190105653491212,0.173741702625782,0,0.180121326872599,0,0,0.153825911592374
BCH,0,0.781156224609792,0,0.490051495685591,-0.855456605525554,0,0,0.140779853838047,0.338542748445972,0,1.11471479437849,0.524266249220764,-0.399206251900349,-0.601441591309976,0.298471199606863,-1.56827736868125,-0.300776314272217,0,0,-0.393798906118022
BNB,0,0,0,0,0.103735855464012,0.259626133746633,0,0,0,0,0,0,0,0.445668327686576,0,0,0,0,0,-0.186530823154154
XLM,0,0,0,0,0,0.321754466156257,0,0,-0.00823036607811863,0,0,-0.0847268965546795,0,0.446986091268084,0,0,0.11692010906839,0,0,-0.0383100748754169
ADA,0,0,0,0.0489327901675644,0,0.435978577956974,-0.0217971507204207,-0.101443865974037,0,0.354367495398884,0,0.155355086233647,0.284594942264011,0,0,0,0,0,0,0.217748859115619
TRX,0,0,0,-0.0716169262825931,0.128650314092683,0.15110255628418,-0.153834029488774,0,-0.0483029533441881,0,0.734296226171197,0.231446054314328,0,0.157767710513095,0,0,0.182785910077433,0,0,0
BSV,0,0,0,0.229805558030559,0.106131654015777,-0.0647692639977305,0.0299791266937947,6.93889390390723e-18,0.0661439715402952,0.200591090314505,0,0,0.172355071373655,0,0,0,0.0850867824289089,0,0,-0.0241321354050216
XMR,0,0,0,0.0814558523608661,0,0.176834998076551,0.161142921390931,0.154105847115448,0.0265157593139837,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,-0.289561054184757,-0.0165479303760632,0.237366241282566,-0.196866355396023,0.0511339041505244,0.0587010168701029,0.245691982261955,0,0,0.544937454608502,0,-0.121130248134909,0,-0.973776710345063,-0.175309951564598,0,0,-0.176358724655165
DASH,0,0,0,0.0834887118220806,0.350687615839311,-0.142503446486256,0.116832029428235,0.0603220145286567,0.293043324336543,0,0,-0.0866096400528909,-0.438822285075364,0,0,-0.525239126594332,-0.200427050734686,0,0,-0.210059732163218
MKR,0,0,-0.40754967431584,-0.044460217721509,0.62729025269716,0.391281534833467,-0.0147293496496486,0,-0.219776383675672,0,2.77555756156289e-17,0,0,0.0765410025827667,0,0.108052271234062,0.200630601309936,0,2.76139088173948,0.367033137115943
BV010082.Index,0,0.25918586631951,-0.439218450586514,0,0.184102673925344,-0.269153843318814,-0.0278335781143987,0,0.190586733449534,0.0881360577581834,0,0.174811094326587,-0.537286892599653,-0.187297244356747,0.144083073862549,0,-0.145529112177375,0,0,-0.218820190795938
CVIX.Index,-0.202867130394538,-1.67188693380623,-0.607832757412667,0.245769066247674,0.946025988323632,-0.264006782074812,0.186336178048919,0,0.30125529658619,0.471187100488549,0,-0.0344868512109095,-0.116799067196944,-0.650005108280209,0.241394295997737,0,0,1.54972928152082,0,-0.245195478226978
DXY.Curncy,0,0,0,0,-0.00639878957927227,0.00267434259592026,0.00983434351308879,0.011149845063768,0.00505038952728403,0,0,0.0189898972021327,-0.0797255463390447,0,0.0193877002168671,0,0,0,0,0.0153354409866848
SPX.Index,0,0,0.0797413932881896,0,-0.0897326922771129,0,0.0149103673218635,-6.04510318424663e-05,-0.0378618484715887,0.0355155782488149,0,0,0.0123566190344718,0.0584323816062379,0.0719696960917384,0,0.0552821589494892,0,0,-0.0920494062780735
VIX.Index,0.910828229729653,0,-0.921339826890919,0.372208758917619,0,-0.559429548688601,0.0722982000656761,0.0262416719154035,0.0760855733318316,0.18715341877743,0,0.248339338289272,-0.509589332854859,-0.813101976185608,0.692522141418586,-0.700785697122929,0,0,-3.48097779418931,0
