,BTC,ETH,XRP,DASH,LTC,XEM,XMR,ETC,ZEC,DOGE,XLM,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.166877785671741,-0.0052345168814592,-0.0725953541623167,0.00637171679895466,0,0,-0.0653063744030104,-0.0477679394439485,0.0153013547277801,0,0.0550382601295489,-0.0814051570080948,0,0,0,0,0
ETH,0,0,-0.0820962531210643,0,-0.10564768986979,-0.136683367749079,0.729693907961683,0.223194421635369,0,-0.0458020238718481,0.316183886109073,-0.00684722934665173,0,0,0,0,0,0.120143768927987
XRP,0,0,0,-0.436844308255159,0,-0.20130163394191,0,0,0,0,1.25026977164454,-0.48065779834929,0,0,0,0,0,0
DASH,-2.55253431617282,0.0361023805923255,0,0,3.46944695195361e-18,0.0145493241450866,0,-0.165187494411193,0.132912888830455,0.244827056928869,-0.445807578124333,0.111223928115516,-0.653029510664603,0,0,0,0,-0.00225059953756801
LTC,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.400798142263815,0.0764974658532465,0.146782259473145,0,0,0,0,0,0
XEM,0,0,-0.0615964759344697,0,-0.0868568606724015,0,-0.226776722256312,0,0.703245268451192,-0.000192143160569092,0,0.173134186674594,0.335500187695952,0,0,0,0,-0.231923173224092
XMR,0.637728471573585,0.63872887819482,0.00128842133856524,-0.212415981237118,0.0624878190056399,0.36264322137061,0,0,0.259733938103656,-0.0343226962178574,0,0.13606733576676,0,0,0,0,0,0.244007371941984
ETC,0,0.437348386571306,-0.0318240285126641,-0.311249120861299,0.319084505393619,-0.0822214144848171,0.237100777524353,0,0.442355127281055,-0.182822595655246,0,0,-0.550050248963677,-0.644271059822694,0,0,0,-0.394963802452322
ZEC,0.194239410462284,0,0.0470632226605593,0,-0.198151718494188,-0.045182960166501,0.0251680994414133,0.251280137355207,0,0.0756736451194901,-0.0790146520251193,0,0,0,2.96642195650201,0,0,-4.33680868994202e-19
DOGE,1.08454278868596,0,0.205232092447256,0,0.624314203111066,0.0928664078597953,0,-1.16398471698613,0.445417204671103,0,0.196146729272575,0.0524699725037232,0,0,0,0,0,0.246607244810805
XLM,-1.84724320884522,0.363477806747433,0.196362254042808,-0.63527797340116,0.287182378039551,0.233449468842784,0.405682605723339,-0.277280308975482,-0.0694987716906443,0.360347459032589,0,-0.207207830736417,-0.432610452616161,1.83452443117286,0,-13.1329218002197,0,0
DGB,0,-0.94417592601723,-0.353321470338756,-1.38777878078145e-17,-0.159945839620924,0.369079393534394,1.05528180440468,0,-0.627613363392781,1.01347924392318,0.112394641939568,0,0.329491005723142,2.49439130964316,0.8191437944612,0,0,-1.13220518306923
NEO,-0.570690470860882,0,0,-0.108540628952693,0.107786227777041,0.229163973464991,-0.283380177507649,-0.202315489479738,0,0,0.0214396454562436,-0.0547356692402363,0,0,0,0,0,0.0707537191134328
BV010082.Index,0,0,0,0,-0.00640726096256732,0,0,0,0,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0,-0.00874863629383524,0.0190893139287166,0,-0.017453610885571,0,0,0,0,0,0,0,0,0,0,0,-0.0601611226791885
DXY.Curncy,0,0,0.00533512935247767,0,0.00497462897042266,-0.00236287339628131,0.034574633576282,-0.0367974330273818,0,0,-0.0109051349028524,-0.0015384872125184,-0.015018991728611,0.0878952582597757,0,0,0,-0.010794046297931
SPX.Index,0.110217169025036,0.0581600710042612,0.0103655841838034,-0.00825817692439662,0.00248944980178171,-0.00703651011184029,0,0.0225486434255195,-0.00771070229688797,-0.025630765142191,-0.00135199945803806,0.0103599950205919,0,0,0,0,0,-0.031893039064113
VIX.Index,0,0,4.33680868994202e-19,0.0796731108758461,0.103596821056028,0.0628718457841374,0,-0.574889300270106,0.138337348835108,1.38777878078145e-17,-0.0167016938716548,-0.122061839972484,0.103298540515193,-2.13045718918777,0,0,0,0
