,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.130023552170726,-0.0889831895677932,0,0.297149928387467,0.0457141936760918,0.0717108634380201,0.0619557887275537,0,-0.0633888252926409,0.0280798523405416,0.0891825764092699,0,-0.401632181516883,0,0,0
ETH,0,0,-0.0854203000080152,0,0.0957724207478085,0,0.221845721369955,0,0,0,0.118977962192594,0.0719372269370225,0,0,0,0,0,0,0.0690868996185502
XRP,0,-0.427306792842109,0,0,0,0,0.337894434035738,0,0.666206213957934,0,0.00533357489020628,0,0.162198742789976,-0.117425520336598,0,0,0,0,0.0181666346831751
XEM,0.458167726129002,0,0.287556803197218,0,-0.105726614878914,0.0794733084643459,3.46944695195361e-18,0,-6.93889390390723e-18,-0.111206475134757,0.0417496342253158,0.423157106723176,0,0.0596729815576381,0,0,0,0,0
ETC,0,0.285226128276498,-0.162017302447188,0,0,0,0,0,-0.110622885692723,-0.0983872019012636,-0.0765687596150622,0,0,0.368570519095652,0,0,0,0,0
LTC,0,0,-0.00236871333559853,0.0315018715192296,0,0,0,0.416056981943056,-0.102627272404956,0.140699952261405,0,0,0.149269187223954,0.357385859376565,0,0,0,0,0.351083389568713
DASH,0.871570808119329,0.600137106502143,0.663791163851506,0.238234020544227,0.190960962595154,-0.289075924085715,0,0.403264221389631,-0.79910118022723,8.67361737988404e-19,-0.108144169651456,0.0368009631658552,-0.0231564842437312,0.0744679043358694,0,-1.1949384363394,0,0,-0.0459014557116832
XMR,0,0,-0.533881374753617,0.00880679260440399,-0.175652199380413,1.02577606896298,0.461009521069218,0,0.529439172670389,0.0177350103564371,0.235839522985387,-0.0734941674719742,0.0390166701777752,-0.290534822480825,0,0,0,0,0
XLM,0.362901501200887,0.378420506338955,0.812662426314639,0.160771447032383,0.198508284898767,-0.055368391302128,-0.4100450991653,0.269465657898571,0,-0.00939523830685208,-0.268384803942065,0.195110097160923,0.00265936052628918,-0.0158884353202019,0,-1.62093575028595,0,0,-6.93889390390723e-18
DGB,0,0,0,0,0,0.108390869002105,0,0,0.701082596486506,0,0,0.36760312542076,0,0,0,0,0,0,-0.282463746657251
ZEC,0,0.423946968181637,0,0,0,0.213719661769837,0,0.0879374420185993,0,-0.0399929619874287,0,0.0818160500255001,0,0,0,0,0,0,-0.0833563668364891
DOGE,0,0,0,0.385847350204485,0.0277779552886846,0,0,0,0,0.260331985987594,0.129030849292484,0,0.0306937707781203,0.150766063599264,0,0,0,0,0
BAT,0,0,0.479428703351888,0.23503768967793,0.28864933425076,0,0,0,-0.343902658584057,-0.154123845976688,-0.119235707554797,0.148755145563172,0,-0.163996780391738,0,0,0,0,-0.428334365161522
NEO,0.551469364390697,-1.18890164702391,-0.963763029140924,0.912501271630382,0.815635084524745,0.523946071383494,0.570161597499145,-1.00304924141432,1.37030991561043,0,0.564613528244024,-0.485474580162108,0.0765535970231321,0,6.74517584116606,0,0,0,-0.622384789064084
BV010082.Index,0,0,0,0,0.00335834014585184,-0.00923894050297228,0,0.00101628855645159,0,-0.00628401291616775,-0.00842845166200901,0.00395338199689366,0.000791023085570117,0.0291001774504391,0,-0.216073048109297,0,0,-0.0442276861597283
CVIX.Index,0,0.0691011681258049,-0.0100082033671158,0.0173430256516196,0,0.0622256627060316,-0.0535810200302898,-0.00234167225545836,0,-0.0132845027538226,0.0139016267402325,-0.00660710861683576,0,0.0157921307759514,0,0,0,0,0.16561769516869
DXY.Curncy,0.0059664292525237,0.0202773904751219,0,-0.00163417238224341,0,0.0102849722510604,-0.00393983284936497,-0.0037614085007019,-0.00959408609780352,-0.00839564872991514,-0.00684648882455867,0.00386228854955973,-0.000526724919207962,-0.00254657607124066,0.17054960955236,-0.118522676542546,0,-0.359322215286141,0
SPX.Index,0.00193599068908238,0.000442690763396589,0,0,0.00321781086402358,0.00371599297943244,0,0,-0.00282613864856589,0.000195719203944204,-0.000593943534894416,7.96445635933902e-05,0.000224313123034071,0,0,-0.0705345162942297,0,0,-0.0357114727784265
VIX.Index,0.187564588843128,0.0990895357549212,0.232094926310698,0.130458588362888,0.249989751304199,-0.0616476077558238,0.0320245816878497,-0.0597911480794384,0,-0.232579116613666,-0.152721452280639,0.0256391357679723,-0.0349055620187017,-0.00435374784438079,-7.78572348988385,0,0,0,0
