,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,DASH,XMR,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0420783097689245,0,0.0536722166766784,0.0997787003083486,-0.0209145427452243,0,0,0.236992792511176,0.260048778931816,0.127315304609001,-0.0331030849948109,0.0560272430621505,0,0,0,0,0,0.0546757908114134
ETH,0,0,0.10082429044165,0.132824119284677,0.185117170610915,0.131017119811827,0,2.77555756156289e-17,-0.370132493993912,0,0.314779564289787,0.234707035796697,0.056606251105311,0.0987631280866978,-0.027432607387461,0,0,0,0,-8.67361737988404e-19
XRP,0,0.253092572034457,0,0,0,-1.38777878078145e-17,0,0,0.129806297270728,0.0047438245864654,0,0.220756900930292,-0.203305772520842,0,0.280485568626548,0,0,0,0,-0.115458410104937
BCH,0,0,0,0,0.717023905904953,0,0,0,0,-1.38777878078145e-17,0.0907170306618689,0,0.130519213853687,-0.0193616059517085,0.0863085438803145,0,0,0,0,0
LTC,0.13710488659154,0,0,0.157554464003811,0,0.117023780935931,0,0,0,0,0.317943996272602,0.188113933237609,-0.129288457884014,0.0111268664103248,0,0,0,0,0,0.114497639031056
EOS,0.69571061666448,0,0.551538892841459,0,0,0,0,-0.242878321703859,0,0.0617777890814722,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
ADA,0,0.353685322629568,0.273986091132833,-0.247903778419295,0,0.593016990546252,0,0,-0.12477405978029,0.169752355030864,-0.419716909914066,0.51327045558038,0.30217959610759,0.454704299788013,-0.234268152111489,1.46157703718102,0.657861008799177,0,0,-0.0897491749529156
XLM,0,0,0.42711144199902,0,0,0,0,0,0.323820566472379,0,0,0,0.0952311870456234,0.157775982959043,0,0,0,0,0,0
NEO,0,0,-0.366697321449389,0,0,0,0.0616216504571173,0.585749433090626,0,0.0034566569767864,0,0.236203566305997,0.0265648010314111,-0.089421576715462,0.342132742753334,0.21000017530939,-0.492036692477371,0,0,-0.0569978210179929
MIOTA,0.243292278643224,0,0,0,0.200735314163868,0,0,0,0.363971985985336,0,0,0.023918203823635,0.22168625147801,0.0750164824543749,0,0,0,0,0,0.0467472164571882
DASH,0,0.919433119420056,0,0,0,-0.0120945679594465,0,0,0,0.142843073455207,0,0,0.122025595540884,-0.0168721442051474,0,0,0.0298794723636534,0,0,0.0964824441322427
XMR,0.910925644608983,0.590884406133578,0.29893499537066,0,0.240929780151128,-0.318819126296691,0.371145911951864,0.012655995422203,0,0,-0.190943578010356,0,0,-0.305542752193186,-0.20044370397076,0,0,0,0,0.0329711350555103
TRX,0,0,-0.166427597591262,0.457919323453091,0,0,0.0700388691222063,0,0,0.179315149419299,0.329835452208565,0,0,0.0662057659750498,0,0,0,0,0,0
XEM,1.81831241081829,0,-0.161027660041018,0,0.627892993415119,-0.501328568226708,0.30912633620224,1.21991212133444,-0.385812614524831,-0.337972313558681,-0.0626129522625342,-1.50119139852704,0.191844287450838,0,0.153814053682637,-1.50336927832286,-2.17047915936615,0,0,-0.21415977588286
ETC,0,0,0.697443783618312,0.284653241012994,0.138294109068127,0,0.0530678617948626,0,0.537055758761338,0.116706569722256,-0.128147471583352,-0.676429752014302,0.0749363886078815,0,0,0,0.277384403277645,0,0,0.0621060606401045
BV010082.Index,0,0,-0.101598613449856,0.121622039427974,0.100935758603396,-0.0895841937361358,0.179854088843482,0.0973009431334868,0.00718891400131792,0.107431262807565,0.098547879518533,-0.233885713036263,-0.191591954437858,-0.107782745609122,0,0,0,0,0,0.0144397439665893
CVIX.Index,0,-0.15060744384118,-0.19289207071723,-0.00636837278077959,0.191128073624579,-0.133753086612898,0.10509091021033,0.348437326512537,-0.165595329685734,0,0.249759618852457,-0.28631328760991,0.0307519473641478,-0.329289325529294,0.261096319818117,-0.607976736808021,0,0,0,-0.0625899609779614
DXY.Curncy,0,0.166431587972829,0,-0.00201332668195234,0,0.00575878771005271,0,0,0.0160188581096791,0,0,-0.0728661549954729,-0.0186623600093292,-0.0230727264529151,-0.0184510050465848,0.0205374754341071,0,0,0,0.00352652266382697
SPX.Index,0,0,-0.021164779146418,0.0400165524216888,0,0.00723100925446674,0.0130696039013682,0.0328320564456972,0,0,-0.00291813087036018,0.0174513083904499,-0.0736433308516738,0.0154966766297495,-0.00258739514849013,0,0,0,0,-0.0610974723351763
VIX.Index,0.606022275249307,0,0,0,-0.29270407394519,0,0,0.14712498006334,0,0,-0.185355194303225,0,-0.0383758716081087,0.053915259617957,0,0,0,0,-4.53533533636287,0
