,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.121735875133274,-0.0216038025059618,0.119275689515266,0.200596870762179,-0.417000208549273,-0.026834991689155,0.522798696115017,3.46944695195361e-18,0.556831584957683,0,0,3.46944695195361e-18,0,0,0,0,-0.00258955229619582
ETH,0.0348848575623465,0,0.121289368841795,0.0676246456469538,0.0785822720522371,0,0.116808369667551,0.0944672837295104,0,0,0.196855097647787,0.0105195136914783,0.0548627648215236,4.33680868994202e-19,-0.0340786182378448,0,0,0,0,0
XRP,0.178256160492067,0.168212167565139,0,0.0620472528614101,0.156207587014179,0,0,0.028987724546946,0.0267770224891237,0.016913984980808,0.0989379480509083,0.127459071743402,0,0,0,0,0,0,0,0.0330001077489544
BCH,-0.0476815787938148,0,0,0,0.170644770971143,0,0,0.272603432643462,-0.219901479527301,0.557666974898742,-0.0454264846585649,0.264884024249018,-0.386993010546599,0.526610607582047,-0.154663875078026,0,0.485400600194108,0,0,0
LTC,0,0,0.275997959678552,0.363599482180095,0,0,0,0,0,0,0.0418089285501555,0,0,0,0.153744914046693,0,0,0,0,-0.0987443646109369
ADA,0.261863884264063,0,0.331235699993715,-0.355738378496061,0.0718793659228333,0,0,0.324406227747681,0.0957301212318504,0,-0.0683400310133973,0,0.0839298783387984,4.33680868994202e-19,0,0,-0.288201294976541,0,0,0
NEO,0,0.693873952939938,-0.162767892154576,0,0,0.302339913403893,0,0.0714125037732146,0,0,0,0,0,0,0.0797751216361452,0,-0.328417359094714,0,0,-0.0230036359459037
XLM,-0.463299347544711,1.15087295074914,0,0.650575891559557,-0.187121910317937,0.126967656728104,0.0061878395848686,0,0.389079628950109,0,-0.0549510449618294,0.0430838271010523,0,-0.435160534943515,0.036363379617298,1.73472347597681e-18,0,0,0,0
XMR,1.09465506157331,0,0,0,0.0628949730123189,0.327473169129223,-0.27794161723887,0.0929890256846806,0,0,0.687680827415473,0,-0.402468423803461,0.171031610198652,-0.297295147167439,0.364875063855916,0,0,0,0.12910523869579
EOS,0,0,0.0292448444982293,0,0.087326888364238,0,0,0,0.0111654169058525,0,0,0.36193416205358,0.191728633792069,0,0.231384485948523,0,0,0,0,-0.0544933671725469
MIOTA,-0.120252347841366,1.0234212724625,0.164848522943171,-0.279575710058271,0,0,6.93889390390723e-18,-0.0801992782642184,0.00123911333953322,0.188267818855964,0,0.277827885494515,0,0.257147233054603,0,-0.296523858709541,-0.00265211679571123,0,0,-0.0916709455675307
DASH,0.0789582020651755,0,0.021289474595867,0,0,0.0187466026032968,0.149751267547582,0.12460344747787,0.258155292135704,0,0,0,0.257329026656934,-0.0886330230429966,0,0,0.433940790180328,0,0,-1.73472347597681e-18
XEM,0,0.704114600649825,-0.272840209843485,-0.314303449611179,0.0404749540325881,0.0762717838290014,0,0.164820600979931,-0.367170615622303,0.168977792765747,0.213929110381065,0.311881834420045,0,0.456204058410729,-0.134239883143446,0.952709741378152,0,0,0,0.117230977228236
TRX,0,0,0,0.111869821919725,-0.0588622238792079,0,0.278495383827291,0,0,0,0.130740204129099,0,0.485946116381614,0,0.108144936385593,0,0,0,0,0.257726828426871
ETC,0,0,0,0,0,0,0.110104481416347,3.46944695195361e-18,0.0164300111281994,0.632398568406197,0.0921250177858273,0,0,0,0,0,0,0,0,-0.0215603668239386
BV010082.Index,0,0,-0.036268965589773,0,-0.000928065731421953,0,0,0.0822259408240611,0.0388693216954223,0,0,0.109751817780627,0,-0.0997021844524589,0,0,0,0,0,-0.0515780962339751
CVIX.Index,0,-0.197492636257894,0,0.238135500313991,-0.0119709982719335,0,-0.138851569594091,0,-0.147552374689973,-0.168515204196281,0,0.427570599507393,0,0.00677027909230273,-0.0052160056603129,0,0,0,0,0.0216123859909924
DXY.Curncy,-0.0188931861579105,0,0.0162448170821611,-0.00579180115512761,-0.0281586512595578,0,0,-0.034324944046874,0,0,0.0160040761783467,0.0266389839081478,0.0509648615309419,-0.0458572179525021,0.00545842228322035,0,0,0,0,0.0198711068438013
SPX.Index,0,0,0,0,0,0,0.037007694595473,0,0.0251779417266109,0,0,0,0,-0.0437292230817482,0.0111789061501325,0,0,0,0,-0.0462914587024559
VIX.Index,-0.163245172678445,0,0.605229208813501,0,0,-1.45602976220243,0,0.108109033454679,0.860901582246574,0,-2.20797827927408,0,1.73334063775454,0.123837254251799,0.379178008926566,-4.15903913336383,0,0,0,0
