,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,TRX,MIOTA,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.19092996119392,0,0,-0.00734472696219118,0.173944920357795,0,-0.0277219939501109,0.0980975029071046,0.0589877476268269,0,0.119392922149325,0,0,0.038654598267061,0,0.102938492286195,0,0,-0.0844963708298872
ETH,0.405718406971809,0,0.675949884751252,0.0569316286682368,-0.0164891911591886,0,0,-0.0588271882487548,-0.0865893981535662,0.0293402610191138,0,-0.314039416303478,0.176106434663051,0,0,0,0,0,0,-0.0590568701042617
XRP,0,0.113129721301803,0,0.0398441669095298,0.0507233150700811,0.313493102542075,0.143237187655459,0,0.101557682134437,0.0318351764224435,-0.115617712609493,0,0,0.241826399643383,-0.016244908254923,0,0,0,0,0.11599187407342
BCH,0,0.126823188561195,0,0,0.0320861469635634,0.183097380281549,0.261369386532837,0.287070751540921,0,0,0,-0.213172749397823,0,0,0.121444874187416,0,0,0,0,-0.0955570574789121
EOS,-0.196588543817741,-1.22706458542024,2.9029745589006,-0.0750039946989086,0,0,0.215603575275384,-0.592984392341548,-0.71489778356062,-0.226442332471509,2.35414524489441,0.572768124135629,-0.256138406966115,-1.44994682459122,-1.38777878078145e-17,0,0,0,0,-0.611495654767899
LTC,0,0,0.63501287462468,0.322881915223201,-0.115333645395494,0,0,0.160307087610633,-0.0441524322866704,0,-0.1512045951248,0,0.0160504561784598,-0.112410272667769,0,0,0.218772589444039,0,0,0
ADA,0,0.00792382444013335,0.210767238977002,0.129133450815331,0.0820013548550919,0,0,0.24938771726598,0.242765839774854,0.109139548202976,0,0,0,0,0,0,0,0,0,0
XLM,0.0934373504557495,-1.38777878078145e-17,0,-0.0804614942903443,0.185435595411052,0,0,0,0.177756604922758,0.0643762878740764,0.179581036392108,0,0.290767459308658,0.131871419586746,0,0,0,0,0,-0.0991596763266237
TRX,0,-0.628380228337964,1.36494796495553,-1.38777878078145e-17,-0.17088756685263,0,0,0.172945787109395,0,-0.134754958415223,0.895474652206671,0,-0.268315367980533,-0.347004500654761,0,0,-0.0897503254852306,0,0,0
MIOTA,0,0,0,0,0,0.00938010961380866,0,0.350996602118496,0.299870786297327,0,0,0,0,0,0.301327555562369,0,0,0,0,0
NEO,0.634324514918307,0.0918863135104128,0,0,0.214139165616332,-0.195679283593348,0,0.017168287064017,0.0358497403017429,0.0171421343881002,0,0,0.198627666358622,0.0862071852376666,0.239679494409852,0,0,0,0,0.145153176777421
XMR,0,-0.179022795320052,0,0.00516446344504378,0.0818245787215622,0,0,0,0.103800555217758,0,0,0,0.408600950278466,0.293571100503955,0.139038131765999,0,0,0,0,0
DASH,0,0.247534451780439,0,0.0215137058600195,-0.131195171037032,0,0,0.0260171367700632,0,0.0363120593655451,0.584924888171006,0.17384871602116,0,0,-0.106681815733215,0,0,0,0,-0.0709517272032736
XEM,0,0.183743887615678,0.767284833381954,-0.0340507600141629,-0.200488970595654,0,0,0.0950126117296447,0,0,0.416201924977431,0.410793813766237,-0.379723118981679,0,0,0,0,0,0,-0.211551453616862
ETC,0,0,0,0,-0.182982231235186,0.530644180390492,0,0,0.20651749400443,0.0880428063740694,0,0,0.431260417697097,0,0,0,0,0,0,0
BV010082.Index,0,-0.0509494363957554,0,0.0975010012941088,-0.00161842222249845,-0.10656400594231,0.168105802699097,-0.0325368612877216,-0.0343421945610396,-0.0282187858869399,-0.180613568608934,0,0.126575412007131,0,0,0,0.115488809721486,0,0,0.0319303041504932
CVIX.Index,0.32658734412206,0,0,0,0.0709639488529333,0,0,-0.122346105035299,0,0.011721416275976,0.0151475652318781,0,-0.134172781833836,0.0528002989928541,0.0387157699279566,0,0,0,0,-0.00811217146262132
DXY.Curncy,0,-0.0263455507645143,0,0.000554427543382344,8.67361737988404e-19,0.00715783483809266,0.0828195154408738,-0.0335124187664547,-0.0366721307425177,0.00559890348556585,-0.00293900015289173,0.0181594967351805,0.00293270097128618,0,0.00434786164863548,0,0.0106601803664984,0,0,0
SPX.Index,-0.057451094422204,0,0.0703428398796122,0.0631945361211264,0.00952960064772674,-0.0733311998817102,-0.152208423462876,-0.00660172238166798,0.0278518306033791,0.0241410453702939,0,0,0.0579287517540302,0,-0.0244758864708391,0,-0.059348440569382,0,0,-0.0908858139810971
VIX.Index,0,0,0,-0.225570180798876,-0.134230150700447,0,-0.665681309470429,-0.301867930105447,0.266167312353474,0.382715927343748,0.626450073361928,0,0.363455010717109,0,0.162639529464512,0,-0.646401726151975,0,0,0
