,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.392457172881932,-0.137929509908145,0,-0.123627803661704,0.185040568306519,-0.183192065263489,-0.100272150135137,0,0,0.258740932010735,-0.194740975749992,0,0,0,0,0,-0.231700276432659
ETH,-0.843318158005623,0,-0.0397980387607726,0,-0.171701622120893,0.560254049319252,0.167191658771658,-0.269998930556964,-0.577080269577401,1.38777878078145e-17,0.0418854985613153,0.0930204051843442,0.0722765384841328,0.714579519277962,0,0,0,0
XRP,0,0,0,-0.0145150161550327,0,1.29646823383994,0,-0.944420851488065,0,-0.907257884378885,1.62379825374707,0,-0.352517788175884,0,0,0,0,0
LTC,0,-0.30542278377004,0,0,0.424908581604821,0,0.99869265021888,0.151564522070227,-0.901941554321966,0.682086497939997,-0.01665118372794,0.204646885169932,0.217036633986574,0,0.339446469460156,0,0,-0.0772816453225565
DASH,-0.248729502135138,0,0,0.101486941668932,0,-0.087895066467951,0,0,0.000214720470569779,-0.23983742835679,-0.102910751678106,-0.18203188009783,0.27841072313136,0,1.08298472062642,0,0,-0.171386759084655
XMR,0,0,0,-0.154241608566445,0,0,0,0.118537534937454,0.0761839540554896,0,-0.00623255248674515,0,0.0965703815125157,0,0,0,0,0
ETC,-0.0804350029425342,0.33932139653055,0.021353140579114,0.328883778541054,-0.119997202832376,0,0,0.0336171969329473,0.545601991975643,-0.259632000753958,0,-0.24021506574755,-0.0293983423409593,0,-0.860801560766366,0,0,0
XEM,0,0,0.0427853778967647,0,-0.500414276077199,0.572993619948012,0.00388525673865688,0,0.286817960641955,-0.167256289018488,-0.157063666713637,0.0114317596484346,0.24047775978526,0,0,0,0,-0.391347828199343
ZEC,0,-0.513996167114935,0,-0.348468753577246,0.161744943366347,0.105461778289771,1.26221389820735,-0.0517755765376405,0,0.4157442150245,-0.0913557284524454,0.414522881096992,0.185925442183221,0.409781073314659,0.526922843097284,0,0,0.0188752891622691
DOGE,0,1.02978020009441,0.0786256274058876,0.498495303940322,-0.0230189839641707,1.38777878078145e-17,-0.81555692327779,0.0746562241136057,0.733295166891927,0,0.169816547591393,0,0.0260970402412977,0,-1.14245521141957,0,0,0.306784792613129
XLM,-3.46944695195361e-18,-0.132231894667638,0.360464493312911,0.221410602651262,-0.0343228088205434,0.064841159733268,0,-0.453521028569511,0,0.237056457733935,0,0.150971072916339,0.542174379487839,0,0,0,0,-0.453717819673161
NEO,0,0,-0.164432403125762,0,-0.219532198957587,0,-0.201231150193977,0.069802297276547,0.410976253122548,0.0164660851428823,0.305605014422017,0,-0.10787509739951,0,0,0,0,-0.00388436971878086
DGB,0,0.236033741821965,-0.150291966170364,0,0.405130846871072,0,-0.178517558329943,0.42969457612629,0,0.209569563151543,0.274914695232637,0.367436021536792,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0328691292202945,-0.0189663893012087,0,0,0,-0.022321736954381,0.00165513061409435,0.000855439300382677,0,0.0332510344699755,0,0,0,0,-0.137985441343729
CVIX.Index,0,0,0.0227982431457427,0.0334372752773371,0.0404253509735121,0,0,-0.0189479420134741,0,-0.0596964508265435,0,0.0535650349094191,0,0,0,0,0,0.0336673540606283
DXY.Curncy,0,0.00760960145735836,0.00208325730125907,0.00763730162107005,-0.0311786796533097,0.0137305332725199,0,0,0,-0.00388577985142242,-0.0105228609745432,-0.0225649925836054,0.00441418632170124,0,0,0,0,-0.029719275097089
SPX.Index,0.0475718897682118,0.0293035989836127,0,0.000317047553006714,-0.0195778839556271,0.00573990665387371,0.0107753114516259,0,0,-0.00585242959486592,0.00136782578104503,-0.0221844017261027,0.00558575220542552,0,0,0,0,-0.0577652418003675
VIX.Index,0,0,-0.0181702241593091,-0.0156236956896098,-0.0413135514427625,-0.116325707546917,-0.200195494397939,-0.0448973444321385,0,0,0,-0.078727366447565,0.0268405784529237,-2.03859339063949,0,0,0,0
