,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0127803959329364,0.060303553952872,0.103328548405777,0,0.0451384315054197,0.025783442153957,0.0538881029128137,0,0,0.274502121256543,0.0997892575932116,-0.106699662789662,-0.054662320755552,0,-0.0235125085685702,0,0,0.0025204494023768
ETH,0,0,0.271047564394881,0.0486138833133991,0.290457570874026,0.161955534587283,0.0398314630426806,-0.0489492694130566,0.0519987953934018,0,0,0.0593866083390948,0,-0.00780894984505733,0.0659024420097842,0,-0.00911103174863346,0,0,-0.0351570824366058
XRP,0,0.1696155875894,0,0.023302160612652,0.0699392074342246,0,0.0237542198252687,0.0869458647037754,0.109239668504545,-0.0190031199983757,0,0,-0.00693895109055289,-0.0254129488326177,0,0.0581388195620994,-0.078932611198378,0,0,0
LTC,0,0,0,0,0.521623437545774,0.104312996339402,-0.0177837114071854,-0.0943919337555131,2.52332213140419e-05,0.0262567306396148,0.528888273233764,0,0,0.203079439040827,0.105658198844689,0,0,0,0,0.00995727430941469
EOS,0,0.511944756191876,0.155536559284081,0.0924651675800352,0,0,0.0839218487204787,-0.0377824911603602,-0.273002426861759,0.329632545854682,0,0,0.0656492834771848,0.0690205400964861,0.349690334427715,-0.158438812540079,0.0464663619239033,0,0,0
BCH,0,0.336685615649597,0,0,0,0,0.126468632629188,0.0567848471386977,0.15452822983333,0.309595198380995,0,0,-0.0174538097427805,-0.117552965927335,0,0,0,0,0,0
BNB,0,0,0,0,0.556500469264343,0,0,0,-0.152685512107306,0,0,0.422279158621519,-0.0295477136715861,0.62818570730304,0,0,0.671624704123607,0,0,0
XLM,0,0,0,0.0435549959938228,0,0.302972097459508,0,0,0,0,0,-0.140185757823525,0,0.430582073643742,0,0,0.124232724386508,0,0,-0.0459022796696119
ADA,0,0,0,0,0,0.618311950008332,-0.118124317083582,-0.0542774641301861,0,0,0,0.307603387620255,0.361112750905418,0.378000946158656,-0.16264728626504,0,0.228716297501121,0,0,0.337325530047628
TRX,0,0,0,-0.111247564516283,0.242396181731459,0.0590456498176688,-0.196849537034378,0,-0.0609745956675787,0,0.612779599634358,0.490873229592968,0,0.090172303592364,0.0181702528141811,0,0.143499479583318,0,0,0
BSV,0,0,0,0.188176017252588,0.158306034204692,0,0,-0.0257734274726585,0.0835990591005273,0.0651922251493957,0,0,0.186727313955543,0.0677326268981908,0,0,0,0,0,0
XMR,0,0.574951913129282,0,-1.38777878078145e-17,-0.170639783132624,0.0111603505319592,0.111092582383736,0.0932573749883988,0.0104226241188377,0.12593973118257,0,0,0.200528839937149,0,-0.10730913686343,0.537461493006561,-0.0386636321488263,0,0,0.0441473256651908
MIOTA,0,0,0,-0.061357700854322,0.105457647760613,0,0,0.0307329840610993,0.082617282949147,0,0,0.722188948676144,0,0,0,-0.613436012269794,-0.0488646019134206,0,0,-0.0729924747569899
DASH,0,0,0,0,0.162671577333628,-0.0685431752613647,0.189402611395631,0.107131991872025,0.297967386844063,0,0,0,-0.187229194446502,0,0,0,-0.162024239807935,0,0,0
MKR,0,0,0,-0.0654622935842786,0.323563608561256,0.449645149049516,0,0.0265066403341278,-0.344938944869082,0,0,0,0.365405421326297,0.27019252389551,0,0.708101837942634,0.382149505288194,0,1.75062762609772,0.424555345319689
BV010082.Index,0,0.310085522846282,-0.302596916618305,0,0.0253767698604419,-0.206296221101397,-0.0849041784374912,0,0.114581561066646,0,0,0.315710960942581,-0.445666760589646,-0.0842498611576501,0.253915427638789,0,-0.0692458992337733,0,0,-0.16564946966874
CVIX.Index,0,-1.54520808794709,0,0.231809596230246,0.513962093567622,-0.501121181554,0.309171945958981,0,0.313306183913249,0.539602979211272,0.323302289795929,-0.0621664966376269,1.73472347597681e-18,-0.685218881332804,0.173111211068209,-0.239822157218024,0,1.50925484336422,0,-0.24848256214642
DXY.Curncy,0,0,0,0,-0.00639382246315017,0.00267488337664896,0.00983376436233217,0.0111496560634987,0.00505048335891356,0,0,0.0189876155783298,-0.0797277691491937,0,0.019381910710169,0,0,0,0,0.0153352113053013
SPX.Index,0,0.246486811232565,0,0,-0.174164785417224,-0.137427450724842,0.0326251428080872,-0.0337325849151064,-0.018764924550126,0.173214949307064,0,-0.0325014418313765,0.00857272045046081,-0.0284233914962635,0.0788052845108315,0.0337377462756429,0.0321981298009408,0,0,-0.121747848549308
VIX.Index,0,0,-0.515273911373013,0.423215644830078,-0.456350118148897,-0.676750350259414,0.390249606757129,-0.104874129389712,0.187772501895949,1.2779162428152,0,-0.275350492821598,-0.392849279570998,-0.858303237226368,0.639078477637982,-0.570812180123073,-0.282329060549199,0,-4.23719737553144,0
