,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0231570956917704,-0.131116159722617,0.128538714877477,0.0475141235710454,0,-0.0852430756961679,0,0,-0.167245498381971,0.0654602904673727,0.00158508144595851,0.078696050977159,0,-0.216826847736979,0,0,-0.169982921550074
ETH,0.56858271130653,0,-0.275505283133016,-0.0903629389711164,0.628243223358741,0.0886148301345486,-0.186804584072935,1.19215351945862,0.13572595145393,0.0592442134906375,0,-0.369719481085402,-0.0822614915348059,0,-0.429047382415079,0,0,-0.192646760879478
XRP,0,0.421497263315697,0,0,0,-0.218005216437953,-0.0164445327431693,0.257019624190264,0,0,0.318756522491504,0,-0.0985761981607778,0,-0.235355928452812,0,0,-0.0910339350881199
LTC,0,0,0,0,0,0,0,0,0,0.419159750365097,0,0,0.191401890468112,0,0,0,0,0
DASH,0.522966298979966,0.900873795771778,0.515563459247145,0.0268346630515588,0,-0.0494366237390308,0.207469320610745,-1.16906910561882,-0.0921575640494163,0,0.0712974824047332,0.337638782467068,-0.0386456585492919,0,0.499083902033852,0,0,0.241875568538673
ETC,0.326689874401293,0.525994380677951,-0.306622802092082,0.145348504948925,0.0648433728323012,0,0,0,0,0,0,0,-0.0355278142559702,0,-0.591482698412162,0,0,-0.148146993911295
XEM,-0.856679877889224,-0.0208676138870533,-0.841215206028424,0,1.12302972090232,0,0,0,1.10778171668274,-0.501262961984652,0,0,0.473181848360673,0,-1.41324002760898,0,0,-0.953099441718258
XMR,0.0996455589777627,0.377309095366369,0.36369826528689,0,-0.38663409648276,-0.0148631655735223,0.234971010556953,0,-0.249205516236903,0.0873610259469031,0.0230682208111269,0.478940184341713,0.00568881751324854,0.68859564416046,0.438379339653755,0,0,0.32627176563788
ZEC,-0.0960625287978442,0.366420691766651,0.329409566491942,-0.0482328361122867,-0.307457311261174,0.123582526865671,0.188149683782313,0.0938258197938689,0,-0.10149249372657,0.220801322533959,0.322292277841262,0,0,0.17419891902033,0,0,0.0495745722186767
DOGE,0,0.725099229881786,-0.171459576344675,0.582045030764672,0,-0.23588298397664,0,0,0,0,-0.127907931873633,0,0.205545701090709,0,0,0,0,-0.248429328245795
XLM,0,0.149752585656925,0,0.264099475818942,6.93889390390723e-18,0.255263065861487,0.276617482125987,0.226554525917042,0.536014728513199,0,0,-0.250292841426298,-0.103835446050098,0,0.423174413246218,0,0,0.112483284699884
NEO,1.02259383218694,-0.893895976412587,-0.0984421411540829,-0.34699374300855,0.900630229797233,0.0500020030977047,-0.149556221679393,0.759593328515969,0.259852941771574,0.269968485893846,-0.116803005846681,0,-0.131178654275383,0.514301888940824,-0.249388395989749,0,0,0
DGB,0,0,0,-0.233748715464608,0,0,0,0,0,-0.0607307856939162,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.129711374593418,0,-0.141294443084018,0,-0.0322780249372151,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0355150748287405
CVIX.Index,-0.995623746980904,-0.788431421229531,-0.5530997478922,0,0.993942283608013,-0.108007789192444,-0.474018568240183,1.26735177732217,0.479246663077326,-0.0836111024967391,-0.134868345796717,-0.411489014338586,0.108650978616591,-0.761312070214626,0,0,0,-0.604485787944066
DXY.Curncy,0,0,0.0143503741626635,-0.013970410322155,-0.022109760737361,0,-0.00191237960326971,0.0617749491579887,0.0104269037700644,0,0,-0.0155163813964513,-0.00814769413949299,0.0775149906360694,0.0113149971144059,0,0,0.0372138540171914
SPX.Index,0,0.0342043884844665,0.0304217910549463,0,-0.0328634432966283,-0.00135877801029666,0.0151528579797278,0.00654509396495968,-0.0467131139949315,-0.00496484357077725,0.0158875657728635,0,0.000358419690121999,0,-4.33680868994202e-19,0,0,-0.0353446884351519
VIX.Index,-0.761611073468177,0,0,0.208661074318392,0.512562843595104,-0.27994888118339,-0.530470976581219,0,0.467850052222773,-0.258867433888186,-0.114429513581017,0,0.288252080500816,-3.54305158566299,-1.23093307929334,0,0,0
