,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XLM,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.117398818598694,0.329895988863013,1.16806489268128,0,-0.198546324047949,0.0367832852102814,0.181247711097766,0.0353477416300635,-0.0644238551867315,-0.360358709847574,0,0,1.80972476924993,0.298953650089329
ETH,-1.12564709443713,0,0,-1.76998262739195,0.3253410337078,0,0.0289550311408159,-0.165190965240495,0.785726320543334,-0.370128403153355,0,1.24546081932558,0,0,0
XRP,0,0.0190050997019664,0,0,0.0652857712915058,0.587283005511374,0.020363261877448,0,-0.0483096623947803,0.00461793920003487,0,0,0,0,0.0247138588949922
LTC,0.437453453151068,-0.067134428192965,0,0,0.00936493778288591,0,-0.00848393063072636,0,0.0555942148672742,-0.0156176176060878,0,0.153500698898113,0,0,-0.0557558206527945
DASH,0.882627939827338,-0.0813773025301993,0.0579911696913242,0,0,0,0.362930129264356,-0.789508636770056,-0.11347469370411,0.42596292820969,0,0.831911444853442,0,0,0
DOGE,-0.703267308012989,-0.0315833455202571,0.21245907725962,0,-0.0375540537094847,0,0.149301205050121,-0.165195760439649,0.253893233673201,0.0246931943660859,0.214682544855539,0,0,-1.40143458069288,0
XMR,1.97864875260884,0.195680588988713,0.260859216884693,0,-0.390680896118089,0.984547566996166,0,0.797798594568707,0,0.0935739738708281,0,0,0,0,-0.377636053897592
XLM,-0.663150311018439,-0.463554297775374,0.264273009433324,-2.2687387918694,0.151625725478519,0,0.202073581555896,0,0.733854839700976,0.00989310973044708,1.98908787332775,0,-2.60279191127425,-6.38151780326004,-0.29113953581069
XEM,0,0.598079423617178,0.959126213190934,3.59972160583167,0.522582083112288,0.58315065214267,-0.615062952457958,1.10389196103966,0,-0.0121306640783885,-1.04585658144239,1.39803575724887,0,12.8865527546126,0.954134502695976
DGB,0,0.175866994057903,0,0,0,0,-0.658139525520363,0.523533724675273,0,0,0,0,0,0,0
BV010082.Index,-0.197180514452066,0.0623346878737398,-0.108517714333921,0.442085939320723,0,0,0.00485891314779973,0.0704217513573971,-0.0194149674646357,-0.037067765812307,0,0.155012598966065,1.07505915357926,2.61460297968967,0.351481198142826
CVIX.Index,0.0115929923158562,0.00297064330133796,0,0.0529657229540722,0.0754964251980954,0.227562725511294,0,0.0782932617660595,0.0240375414336911,0,0.312791836002009,0,0,0,0.189176163363846
DXY.Curncy,0,0.00461022822013051,0,-0.0266287918070857,-0.00900018502684226,0,0,0,-0.00512610359883035,0,0,0,0,0,0.00323656320235077
SPX.Index,0.0532268935771585,-0.0246426013472898,-0.0677462525705354,-0.189238572983996,-0.000730173882129888,0.0293648226571632,0.00903477064284146,-0.025824634087857,0.0219412903666965,0.00367924324875339,0.0846685204877713,-0.129572862184598,0,0,-0.11381270890218
VIX.Index,0,0.0688540955563942,-0.707336936762143,-0.525350618291021,0,-0.461947027214272,0,-0.0328035251278671,-0.140842218584827,-0.114376720778684,-0.0365149621687935,0,0,-5.97091804439207,0
