,BTC,ETH,XRP,BCH,LTC,DASH,NEO,XEM,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.299331295416713,-0.0561467645598717,0,0,-0.0962821951518675,-0.148873789574511,0,-0.39854582045843,0,0.343529865306475,0.138371303169731,0.0763357547770667,0.12862829642489,0,0,0,0,0
ETH,0,0,0.285205494954405,0,0.183569553950833,0,0,0,0,0.123057222759118,0,0.100522366254899,0,0.0153663289863479,0.0445150233455065,0,0,0,0,0
XRP,0,1.07700012722926,0,-0.194935872608691,-0.0566686712525957,-0.909714370435471,-0.262197013600002,-0.565820370269395,0,0.676896951956351,0,0,-0.0129686482667248,0.0146817303440154,0.167533842754305,0,1.26264698696523,0,0,-0.455497769248493
BCH,0.384707213258205,-0.372276688041542,0,0,-0.542889703540736,0,1.38777878078145e-17,-0.288461149215719,-0.068616832850608,0.519335646793802,1.93536074278784,0.0468851835099134,-0.418368803315229,0,-0.117758680594947,0,0,0,0,-0.1249217209112
LTC,0,0,0.143267838475115,-0.136274666842517,0,0,-0.340894194254297,0,0,0,1.04778977981285,-0.0708844361540865,0,-0.000760466065693598,0,-0.981131845986881,0,0,0,0.168590953242583
DASH,0,0,0,-0.133652293220006,0.128525506150317,0,0.107800735582071,0.0422593549224059,0.190424157570814,0.225440955529897,0.0777534721585336,0,0,-0.0407932807043891,0.103043350150055,0,0,0,0,-0.174223247291475
NEO,-0.643678348598547,0,0,0,-6.93889390390723e-18,0,0,0,0,-3.46944695195361e-18,0,0.352445321798805,0,0.108689114584304,0.21686626399381,0,0.209801292780487,0,0,0.130134965439429
XEM,-0.174182284160022,0,0.0667750329374379,-0.0595265638367256,0.162823155361719,-0.537105280786085,0,0,0,0.566605781019589,0.328073945596408,0.142152977551127,-0.00728140190720909,0.0429295099111102,0,0,0.797632971097589,0,0,-0.362705129280077
XMR,0.175375350274803,0,-0.165408650322486,-0.0723428881892003,-0.0300814111085517,0,-0.20026298595936,-0.0186425445344324,0,0.506090802679977,0,0.269170171426478,0.0878339369127333,0.0148473189017223,-0.0435733802726575,-1.13033562133465,0,0,0,-0.323011922937172
MIOTA,-0.448307545956159,0,0,0.0925918814412195,-0.0499113210862204,0.747875078795786,0.393613249521103,0.317286526868057,0.694419434022365,0,0,-0.132788691991626,-0.222009756886084,0.0182687661910182,0.088044870185487,0,-0.644554798188195,0,0,0.40772928376107
ETC,0.20360706726671,0,0,0.12508781081894,0.206821241635387,0.000980248292710496,0.16234695098837,0.133917294231357,0,0,0,0.0596554792204029,0,-0.0010706594207992,0.00825593279862567,0,-0.272608995638169,0,0,-0.164030703363139
ADA,0.515874081746433,1.28530781585115,0,0.0365973020848965,-0.341601421824865,0,0.0222995069156038,0,0,0,0.72340214808493,0,-0.135244508254839,-0.0981338426388441,0.174111420731582,0,0,0,0,0.55716880713093
ZEC,0.164286134692028,0,-0.145979511638194,-0.0805757730798076,0.0707710992085636,0.170238537809231,0.186488225200335,0.216216558396436,0,0.28375741619855,0,0,0,-0.0293911811382525,0.00947930993353578,0,0,0,0,0
XLM,0.751608967639773,0,3.69085605092127,0,0.34983287454625,0,0.271470980748804,0,0,0,0,-0.603760353742656,0.00932606201003611,0,0,0,0,0,0,0.137807296863378
EOS,0,0,0,0.116035847789375,0.137112673375543,0,0,0.0842340934196893,0,0,0,-0.0594372755866962,0.401952911993405,-3.46944695195361e-18,0,0,0,0,0,0
BV010082.Index,0,0.194756560851241,-0.126737920198127,0.023667032962766,-0.0467987336336406,0.0754236141097477,-0.0605810927577855,0,-0.245193373166824,0,0.124509614086257,0,0.0501297442768844,0.00790860974396815,-0.010764080573148,0,-0.023633230811397,0,0,0.0261205802840609
CVIX.Index,-0.0571591963413757,0,0.0694849850341255,0,0,0,0.149971906799341,0.0534624058925622,0,-0.14118823899588,0,0,0.0643722932164205,0.00689840020829879,0,0,0,0,0,-0.0166977482815851
DXY.Curncy,-0.0253969895569495,0,0,0.00910116816138828,0,0,0.00687348539909869,0,0,0,0,0,0,0.000930919412867076,-0.0294050425458295,0,0,0,0,0
SPX.Index,-4.33680868994202e-19,0,-0.0161761071324775,0.00776176550572705,0,0,-0.014314582980436,0.0160673008847768,-0.0320104570075973,0.0226586268175278,0,0.0096832996789456,-0.0295422459422295,-0.00141358996328818,-0.00256522227101649,0,-0.00390831988174044,0,0,-0.0436037932323162
VIX.Index,0,0,-0.591738425321165,-0.350102119696158,0.124120600876119,-0.847081595172065,0,-0.556504333305017,-0.596038899267103,0.947007522362903,-0.457983367405463,0.440633858888444,0.265250384715508,0.0180859857781998,0,0,0,0,0,0
