,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.244796674055418,0,0.0762202196536588,0.0743426523346865,0,0,0,0.0389003887370111,0,0,0,0,0.14731643965988,0.0491714325064352,0,0,0,0,-0.0138935376203423
ETH,0.129603466749058,0,0,0.144142812457413,0.013362315180284,-0.303734143741096,-0.275518185502973,0.119692775938536,0,0.531712325871325,-0.0128647926666416,-3.46944695195361e-18,0.0474568327826424,0.376105506263216,0.113998966797696,0,0.276986008711276,0,0,-0.0390441948800798
XRP,-0.0492316743068403,0,0,0,-0.137860668819471,-0.131427231535182,0.0185796052985155,-0.143217948751636,0.0766742934856039,1.03432825626147,0.00820829273067271,0.0544170710415908,-0.0798308539306697,0.107607534459923,0.123672850513547,0,-0.047020424478863,0,0,0.0573507953457721
BCH,0,0.254208394307328,0,0,-0.1612816606157,-0.0803587481491497,0.537260653735453,0.115855063498964,0.136502909017708,0.0555067325114217,-0.0875703593641519,0.108498230286348,0.429274620250227,-0.0846863270479954,-0.101438201397967,0,0,0,0,-0.0567411147426909
EOS,0,1.69081840703921,-0.0683828257295304,0,0,-0.158191321903199,0,0,0.0500013744833157,0,0,-0.540730996264644,1.1686168942874,-0.674589225661428,0.260553772297935,0,-0.655943509671357,0,0,0
XLM,0,-0.0219370061295037,0,-0.68801493904989,-0.610388709789932,0,-0.133498299210026,0.591933057258165,0,0.745806187312552,0,0.31098765187992,0.891835064107293,0,-3.46944695195361e-18,0,0,0,0,-0.0691575049749859
LTC,0,0,0,0.593705666173888,0,0,0,0.0427382376822996,0.0888581448295895,0,0,-0.0553245591075493,0,0.216564994779732,0,0,0,0,0,0
ADA,0.739666487234962,0,-0.322194056602902,0.499532811398995,0.182744725805819,0.282898840345919,0,0,0.092673862688647,0,0.05127935083977,-0.292804747332258,-0.423210899032021,-0.163585718099097,0.476666199683306,0,0,0,0,0.0034586854814298
MIOTA,-0.0880779805985313,0,-0.467756959274303,0.545790606225876,-0.131294595215819,0.197270773490966,1.03014088693241,0,0,0,0.45909099629244,-1.73472347597681e-18,-0.369365367880885,-0.336902411444262,0,-1.15811649681702,0.115170124254057,0,0,0.0866469728553646
TRX,0,0,0.618384153862278,0.14657695278195,0.116969185042897,0.18071513085115,0,0.0527862697299653,0,0,0,-0.0272108665197738,0.0590823552211237,-0.122353493650567,-0.0696740356409545,0,0,0,0,0
NEO,0,0,0,0,0.199432868643433,-0.11434395748032,0,0,0.161572486344811,0,0,0.458030253235785,0,-0.337794777557753,0.522214059459839,0,0,0,0,0.142274933744829
XMR,0.253085198735002,0,0,0.471642135265586,-0.222676667679082,0.0597449884153692,0.446480901154771,0,0,0,0.117456790136911,0,0,-0.0592833377263477,0.251320913355614,0.240278037092367,0,0,0,0.035022306805163
DASH,0,0,-0.60753926789249,0.658199397981864,0,0.322127434679967,0.216448957413902,0,-0.252661149209797,0,0.412837815898355,-0.100453211235365,0,-0.0521041358050077,0.0461863705655746,0,-0.33163126452143,0,0,0.167193747215645
ETC,0.526610569955308,1.05166879839688,0,0,-0.277785734514053,1.38777878078145e-17,0.109303584591319,0,0,-0.0134710481333555,0,-0.382947307032316,0,0,0.246957351342649,0,0.278659961594019,0,0,-0.112371064287892
XEM,0.296721018240382,0.973117001523689,0.988754244985894,-0.0155155846255445,0,0.727057150424408,0,0.257477420526659,0,-1.55232029939652,0.0287379856634165,0,0,0,0,0,-0.276031058131788,0,0,0.0656349021286945
BV010082.Index,0,0,0,0,0,0.0932444869589296,0,0,-0.0214009581835507,-0.04059874355357,-0.0250502358242971,0.051534306488272,0,0,0,0,-0.0794387219119119,0,0,-0.0353318339808851
CVIX.Index,-0.269636806599054,0.0064549011825908,0,0,-0.144624166892357,0.333096508735253,0,-0.0861135629741027,0.0373194476405235,0,0,0.273142591314664,0,0,0,0,0,0,0,0.151304779160641
DXY.Curncy,0,-0.0688947623838323,0,0,0,0,0.0485128973284988,0,-0.0598557585691716,0,0.0133209664042369,-0.00186376362946825,0.0443012446229364,-0.0185939950807493,-0.0110770671623589,0,0.120352649442239,0,0,0.0100111658293855
SPX.Index,0,0,0.000476889350233209,0.0209317637092009,-0.0187737964955878,-0.014032023256544,0.0732132030307905,0,-0.082118847604179,0,0.0284801758493348,-0.00695343702114246,0.0402209458254892,-0.0402859103605587,0,0,0,0,0,-0.0814195252423106
VIX.Index,0,-0.136225716231085,0,-3.46944695195361e-18,0,-0.171518734382864,0,0,0,-0.838446081607919,0,0.274936685776811,-0.242893381051715,-0.128833350223885,0.46087730782323,0,0.409117001506608,0,-4.1094410792663,0
