,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.340455672824766,0,-0.37083724846655,0.0433814932344817,-0.0742531262973841,0.0231140774919399,0,0.191505912502425,-0.122352832389203,0.33553586731655,0.276761047009777,0,-0.0306800915751794,0,0,0,0,0,0.0930476452305625
ETH,0.388519937827547,0,0.186201880247464,0,-0.0111104281409129,0,-0.0363634356850837,-0.10507118801288,0.172740701588207,0.208882561887308,0.0807764492024514,-0.0398024892330157,0,-1.73472347597681e-18,0,0,0,0,0,0.0710314728513968
XRP,0,0.120425396554923,0,0.201271592621258,0.1840398317877,0,0.084988918320543,0.143902134023483,0,0.181741364414929,0,0,0,-0.0256290669758906,0,0,0,0,0,0.0217038787785548
BCH,-0.287808760915585,0,0.551088486146529,0,-0.0513870950542885,-0.213602813108356,-0.115699782009951,-0.122911293024064,0,0,0.362603631408023,0.468318756572436,0.133428125509898,0,0,0,0,0,0,0
EOS,0,0,0,0.424434711155423,0,0.429802348734196,0,-0.419983242133327,-0.153567459411431,0,0.119904344045591,0,0,0.384268208519327,0,0,0,0,0,0.0296656765668982
LTC,0,-3.46944695195361e-18,0.295439220047997,-0.0987199842966221,0.0230814265301402,0,0.0684933664835826,0.148067071703235,-0.148644276269027,0.134820359196148,0,0.181802955183903,0,0.129177335625599,0,0.252115405304692,0,0,0,0.213221368608324
ADA,0,0,0.88186060617461,-0.329777869141383,-0.157392297366385,-0.190437731272317,0,0,0.17816414363246,0.130223893412448,0,0,-0.070029413171216,-0.0793542568177163,0.791252810165213,-1.62982777343638,0,0,0,-0.114022426242789
XLM,0.962162915295102,0,0,2.77555756156289e-17,0.00877227705714038,-1.38777878078145e-17,0.420944174666494,0,-0.963497509279523,0.393086795395265,0.753442016897311,-0.22184908603426,1.04192384130155,-0.0882058605039557,-0.649763259561731,0,-1.13114738807923,0,0,-0.620481550347816
MIOTA,0.514602924523162,0.172275359996527,0.130357212240172,0.231932324194561,0,0,0.189482032123813,-0.182391576638398,0,0.177810910297731,-0.0782902215916498,0,0.207565695060297,0.0368975785472411,0,0,0,0,0,-0.181893802217865
NEO,0,0,-0.267885744915238,0,0,0,0.00708368089375055,0,0.143880088222962,0,0,0,0,0,1.1811429296402,0,0,0,0,0.106661940488578
XMR,0,-0.0953114764696633,-0.00749517026863313,0.642021972276602,-0.0191316718203406,0,0.0404657525335033,0,0.239327303998443,0.0528660088344715,0,0.395475701920122,-0.163251337310484,-0.144285551260256,0,0,0,0,0,0
DASH,0.500631198078878,-0.194329209979009,-0.0945858644739293,0.306805197114996,0,0.161792503964135,0,0.154996010943264,-0.232167188549511,0.152580989168979,-0.151381501219602,0,0.227501896273648,0.0992958254925371,0.30495485174467,0,0,0,0,0.0433938745035052
XEM,0,0,0.353836821210947,0.119769922947057,-0.0384056718323338,-0.705331657022096,0,0.927453007792095,0.124795412442013,0.244949702952776,-0.631876071182686,0.0391908017503645,0,0.242119944146126,0,0,0,0,0,0.116935345674242
TRX,0,0,-1.24222379723808,2.32206001561206,0.0628816123386398,1.54356397965159,-0.0622689983380272,0.618818781816,1.19248716319181,-0.49443425100645,-2.35259870763629,0.428495756416441,-0.744968105301465,0,0,0,0,0,0,-0.326098683963001
ETC,0,0,-0.0196355955369527,0,0.122486542202386,0.0732508776155377,0.0945450723772751,0.0129441351649846,0,0.104919880738828,0,0.514605376098595,0,0.0376378203468591,0,0,0,0,0,0.0579480195174764
BV010082.Index,0,0,0.0250985386618848,0.0727448501283807,0.0214880956461033,0,0,0,0,0,-0.052657520741519,0,0,-0.0238084756970426,0,0,0,0,0,-0.0989877365279617
CVIX.Index,-0.136596085003133,0.0887520062924439,0,0,-4.33680868994202e-19,0.157082762588833,0.0830735150868514,0,0,0,0.0312099988769853,-0.0108656862191708,0.0539300539303608,-0.0158140701006805,-0.193386969177282,0,0,0,0,-0.04612185402235
DXY.Curncy,0.00976848587428998,-0.0600492542071337,0.0840801482784979,0,-0.017455657751268,-0.0383263619600466,0.00204554289271692,-0.0418212016056389,-0.0204482202001487,0.00702972408227165,0.0194032263207582,0,0.0348244870355327,0.00668049051382683,0,0,0,0,0,-0.00937087444251755
SPX.Index,0,0.0646772948877592,0,-0.00959930867863452,0.0167904913285444,0,0.0356472665210946,0,-0.134090236386986,0.0247091253925063,-0.00896270642650101,0.0441282691293857,0,0.00942215928445951,0,0,0,0,0,-0.142063478308678
VIX.Index,0,0.222820351431631,0.252444125765382,0,0.0712562283296614,0.259283509286914,0.157548284181934,-0.0934963991599706,-0.630647093743243,0.071637039859081,-0.0769754994463084,-0.0896065378450377,0.222625101712166,-0.00254058365844858,0,-1.8469886336518,0,0,-3.8071080296387,0
