,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-1.21232568558111,-0.113674712846097,0,1.05601036845785,-0.0849691009020344,0,-0.467884213397394,-0.176116390801889,0.343375950595793,-0.229948519434898,0.101771858826428,0.272309509556103,0.106224304749966,0.244822860080249,0.763567884809317,0,0,0,-0.0857301361027415
ETH,-0.207979352376409,0,-0.0686001420702135,0.0703572497750564,0.717476741584227,0,0.180355816574162,-0.252281443441595,-0.0701026270325026,0.127902919764791,-0.0446189022711492,0.150492609353165,0.0773627354098476,0.0341765956763028,0.0414490115798477,0,-0.263659848512028,0,0,-0.103813137971381
BCH,0.512595565799629,-3.98916998999347,0,0,2.71746978064311,-0.88358296078516,1.01784736654911,-0.851775440438521,0,0.599255921079165,0.558205020107959,0.246695436910924,-0.141033457876404,0.159321735732101,0.255166970636413,0,0,0,0,-0.778073256951502
XRP,0,0.760147698236519,0,0,0,-0.546610376269795,-0.29909905134925,0,0.166530963079949,0,0.0329883160038298,0.247230725263029,-0.0593562579187492,0.161662687448605,0.079991043783789,-2.10917848054609,0,0,0,-0.115600586776658
LTC,0,0.592633342930596,-0.00637973548336561,0.182315426037301,0,0,-0.151338995891264,0,0.00606408708053143,0.038361049705922,0.0561083433550334,0.0299169538645621,0,-0.0628887366657891,-0.0241325656827364,0,0,0,0,0.0451624084582879
DASH,0,0,-0.0956475551841581,0,0,0,0.0876347698436303,0.181416781658265,0.114122505893874,0.0860402259088632,0.137071326221144,0,0,-0.0443911001012211,0.127724802283305,0,0,0,0,-0.096884579026746
NEO,-0.791697275024109,0,0.0361136386700387,-0.442603714431647,-0.290923683720956,0,0,0.0493373293930463,-0.144911144296553,0.363164532423966,0,0.415506867151013,0.271941982497134,0.147712392156099,0.291495783234435,0,0,0,0,0.107040697593232
XEM,0,-0.133476796409407,0,0,0.735831692469936,-0.490091738142283,0.335267052134712,0,0.00125008455408258,0,0.305318503352593,0,0.0397069666845116,0.049536994329628,-0.130818040114492,0,0.112727022536325,0,0,-0.402540231889739
XMR,0,0.215082069434994,-0.0669180036126539,0.123549091106681,0,0.305608572179001,0,0,0,0.0748590453853429,0,0,0.107199393294547,0.00417208869709387,0,0,0,0,0,-0.0658950240816308
ETC,0,0,0.167730651352378,0,0,0,0,0.00350085126607811,0,0,0.205328285887897,0,0.15200896838758,0,0.0971238938163408,0,0.47588942206517,0,0,0
MIOTA,-0.793112619455923,0,0.323745248809563,-0.147954017934887,0.93257655114301,0.545142482286835,0.0440016278529977,0,0.20247474611077,-0.213768911657179,0,0,0.119525962855016,0.185228167333952,0,0,-0.84770994471906,0,0,0.464313235864461
ZEC,0,0,0,0,0,0,0,0,0,0,0.375987020321794,0,0,-0.0386408917548438,0,0,0,0,0,0.0655277557553842
ADA,1.28638146134878,2.40675413870089,0.183072729310954,-0.421930009077526,0,0,0.159543638496742,0.403665648130543,0.358255302493548,-0.481870985653799,0.136320400977121,0,0,0,-0.520190421013737,-1.43493233110621,0.411467428483189,0,0,0.463566065625672
XLM,0,0,0.232192892712076,2.02358157244345,0,0,0.268257479839064,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0,0.25427868102823,0.597114610510529,0,0,1.0842021724855e-19,-0.0765582804948272,-0.742277747630245,0,4.33680868994202e-19,0,0,-0.0999829188082532,0,0,0,0,0,0.462172694287038
BV010082.Index,0.10570495622424,0,0.0642719954476125,0,0,-0.039987546710239,0,0,0,-0.0097581386286439,0,0.049967045768586,-0.0231303051792711,0.0542931702395521,-0.0307517163517407,0,-0.18841114163884,0,0,0.0072687870263732
CVIX.Index,0,0,0,0,0,0,0,0,0,0.0610532514765808,0.0364031665500045,0,0.027587413787715,0,0,0,0,0,0,0.0688785152198438
DXY.Curncy,-0.0114810388583305,0,0.0125926249789873,0.00687986092364066,0,0,0,0.0259177953998441,0,-0.0124711863348889,0,0,-0.00324629558265395,0.00681019311282994,0.00114943926392684,0,0,0,0,-0.00549650551944757
SPX.Index,0.00504183582148616,0,1.57659267146263e-05,-0.0300322907125997,0,-0.0346113244920148,-0.0179988260567215,0.00997910199849724,-0.0127756106037917,0.00553151986595549,0.0414908514455578,-0.0284875018147282,0.0049634923662309,1.35525271560688e-20,0.000333514478289031,0,-0.00111729754216919,0,0,-0.0531118100435261
VIX.Index,0.234584278747147,-1.34176683315885,-0.358332181842032,0,0,-0.15772920442536,0,0,-0.0793466996225557,0,1.24388523857539,0,0,0,0.222323924546609,0,0,0,0,0
