,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,MIOTA,EOS,ZEC,NEO,XLM,DOGE,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.127089206007966,0,0.218409121097199,0,0.048512433672363,-0.0477137658615986,0.108951772673902,0.024548630365215,0.0138746350656477,0.0570547067366542,0.0368019809479487,-0.262962127616169,0,0.134813890981908,0,0,0,0,-0.0427079141666696
ETH,0,0,0,0,0.317266103559317,0.181763919322197,0,0,0,0.0254122161277492,0.337652744891728,0.00376081737859158,0,0,0.0749136531859411,0,0,0,0,0
XRP,0,0,0,0,0.126583849957171,0,0.042360389570538,0,0.0290458645033798,0.0414142847876795,0.279035375278172,-0.0345013658139396,0,0.319655390230202,-0.0377555667291693,0,0,0,0,0.0191140834101754
LTC,0.818003194295328,0,-0.572457976157922,0,0.0706608550340906,0,0.713139620768121,0,0.103302424720025,0.0273582996922699,-0.219258264395336,0,0.0526078060857973,0.49845630177235,-0.130579601606635,0,-1.33503971093241,0,0,-0.0820232984399844
ETC,0,0.607669992417631,0,0.167677157678183,0,0.155072249998081,0,0.215613437448258,0,0,-0.163959013391085,-0.181214620079436,-0.149370182286953,0.121681010316869,0,0,0,0,0,0
DASH,0.550586308948114,0,0,0.144276487070686,0.0512888293345463,0,0.089075098817097,0.344671303410058,-0.0714673763059359,0,0,0.151670378955871,0,-0.154372328231953,0.112592172580433,0,0,0,0,-0.0696145182414946
XEM,0,0.334527096416329,0,0.196777769380199,0,0,0,0.112597485223424,0.279941331831002,0.0576546730930637,0,0.0225362490577013,0.17686529511581,-0.335378290115325,-0.095615627339661,0,0,0,0,0.18712675125258
XMR,0,0,0,0.333347670074913,0.047640718994472,0.185907742321884,0,0,0.00544660262495254,0.016234044685204,0.223206829741191,0,0.0656172942601552,0,-0.045057107110913,0,0,0,0,-0.082251597425911
MIOTA,0.416572849794139,-1.30534879036405,1.33553225984258,0.607148533232528,0.248001145453797,-0.285451079512197,-0.132289306065296,0,0,-0.12792718860368,0.837934070907297,0.299235363380939,0,0,0.1898444587191,0,0,0,0,0
EOS,0,0.158004835688834,0,-0.385176958330525,0.642844388451766,-0.242402578458258,0,0,0,0,0,0.307247074612404,0,0,0.384983095848525,0,0,0,0,0
ZEC,-0.165750526904599,0.774636043382166,0,-0.239097276041163,0,0,0.0776471122622301,0.080481398014332,0.205495347642101,0.0277882359027255,0,-0.0514970689736619,0.0222971162348254,0,0.0566976768087007,0,0,0,0,-0.117450706852281
NEO,0,0,0,-0.205689314740716,0,0.563593211233747,0,0,0.408332584682592,0.0338325426495453,-5.55111512312578e-17,0,0.139933592361674,0,0.0379481164271631,-0.293660082624944,0,0,0,-0.518042733716751
XLM,0,0,0,0.223360427895899,0,0,0,0.372784805594685,0,-0.015741976244575,0.044100186306916,-4.33680868994202e-19,0,0.185975003956591,0.371047346058749,0,0,0,0,-0.245824066217058
DOGE,0,0,0.212946419978449,0,0.150419469246852,0.206680279863308,0,0,0.285376566562529,-0.0410961992722838,0,-0.101175657740012,0,0,0.0343740484879948,0,0,0,0,0
DGB,0.751602060110027,0,0,-0.763316984753153,-0.112630058428047,0,1.13354256132463,-0.30822076768718,0.0806854012542096,0,0.190581182320592,-0.0328711717901788,0.322634107900932,0.481688667609211,0,0,-0.532510248156542,0,0,-1.38777878078145e-17
BV010082.Index,0,0,-0.19402809135061,0.070844811572872,-0.0140892866530327,-0.0154372553198912,0,0,-1.73472347597681e-18,0.00819709560788523,0.112251706533778,-0.028100670639394,0,0.111411957033828,-0.0490840170365873,0,0,0,0,0.0373038825471721
CVIX.Index,0,0,0,-0.0385723441097476,0.0464050250315314,-0.0540731707510758,0,0,0,0.00829623154501673,0.114454469555673,0.0148282644190982,-0.00967165941365701,0,-0.0626973651312902,0,0,0,0,0
DXY.Curncy,0.0333521011311912,-0.0240304235366634,0,0.019300277753119,0.00743233674497292,0.0139525940986214,-0.00660089024726237,0.00736159852694702,-0.00867843316618617,0,0.0291126933475031,-0.0258842190881037,-0.0101471859022715,0,-0.00104070103783608,0,0,0,0,-0.0354285874801755
SPX.Index,0,-0.00246770168279124,0,-0.0103978689196892,-0.0102676725755572,0,0,0.00400323345335619,0.00517260648040001,0.00092079762071414,0,0,0.00468590661009428,0,0,0,0,0,0,-0.0650351731760449
VIX.Index,0,-0.210170343221407,1.43197492484521,0,0.0553547714590034,0.0926809298136449,0,0,-0.244224745253224,0.0307516144056559,0,0,-0.61238493868581,0,0.161755838804762,0,0,0,-1.9695955528719,0
