,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.162858086154625,0.0843244760757149,0.0914456244095307,-0.0972309542508447,-0.0378728482438624,-0.188826481116649,0.0351956507847195,-0.0401209062402969,0.0932638567662893,-0.297910476293216,0,0,0.27705388708761,0,0,0,0.208665866578864
ETH,-0.584832628665383,0,-0.0979975949805088,-0.117091420976356,0.209672513399498,0.175524008519716,0.287538082063268,-0.184014060448611,-0.402754358907541,0,0.290538832273108,0.385120344185511,0.00122732073353816,0,0,0,0,0.197026270072566
XRP,2.89543341171664,-1.11022302462516e-16,0,-0.436422837359466,-0.276528050987018,0.866855139415886,0,-0.717542369812608,-0.292849570241523,-0.17173821670129,2.17153783857337,-1.14062833388429,0.108152558416097,-4.96806154091427,6.98318537067874,0,0,-2.05977384648045
LTC,0,-0.455537009216096,-0.0667041165870303,0,0.338031674837433,0,1.19973733301949,0.130441883516317,-0.765664688693387,0.636807151065485,0.140382697195175,0,0.18646988447735,0,0,0,0,-0.0790514726986794
DASH,0,0.423552727383147,-0.106057120980425,0.0985695940801664,0,-0.777630168215432,0,0.121423341530373,0.198458487201609,-0.150334640138582,0,-0.0819311616193862,0.270066143391645,0,0,0,0,-0.304213397333309
XMR,0,0.663493830114507,0.000304101611006178,0,-0.580817285584801,0,0.173934205248627,0.317814050967122,0.141548393329178,0.0508944311238869,-0.194552442385413,-0.0922920111410293,0.166900232371515,0,0.212487740032216,0,0,0
ETC,-0.768598424846598,0.107452280129821,0.107698533466265,0.329553344144459,-0.175672523241962,0.110681786999641,0,-0.00256644769620342,0.244585476499894,-0.12669744227894,-0.295300713137672,-0.209204114531557,-0.0355861774370015,0,0,0,0,0.0975096503848132
XEM,-0.116338176129042,0.254595479744554,-0.473384868332692,-0.238576678572908,-0.457164996433053,0.804353975203054,0,0,0.0814081712405245,-0.60334446437108,1.35365382483907,2.77555756156289e-17,-0.321312767974721,0,0,0,0,0
ZEC,0,0,0,-0.414839966646589,0.161189353375322,-0.146931234507729,1.23636840246193,-0.0721819141390985,0,0.409456764236359,-0.0750131586529569,0.432943596112073,0.111512755922278,0,0,0,0,0
DOGE,0,0,0.168764322467866,0.762820998320912,-0.150215157426122,0.341003328028032,-1.76438241898891,0.0523690666248548,0.70159576986821,0,0.22259825393574,-0.607387171849109,0.0550270299495355,0,0,0,0,0
XLM,-1.47779831773203,0.198196807420333,0.360277443088614,0.260735998863783,-0.0863850736472323,0,0,0.0935159711233258,-0.157429144924023,-0.0631263953777098,0,0.36377335338224,0.0358773647720114,1.02556515361376,0,-4.90407543371993,0,0.70317400889944
NEO,0,0,-0.0756879700176425,-6.93889390390723e-18,-0.0872521983605264,-0.0627014141365266,0,0.144983485463395,0.223742344625944,0.0444005509355746,0.200671947983117,0,0,0,0,0,0,0
DGB,0,0,-0.080088317176456,-0.0399406398857531,-0.236755997920709,0,0,0,0,0,0,0,0,0,0,0,0,-0.412855758860513
BV010082.Index,0,-0.0123939313818658,0.00256421716948976,-0.0264021473895482,-0.013618956641963,0,-0.0228919667266691,0.00092559170935762,0,0,0,0,0.0292791427477765,0,0,0,0,-0.10680735152841
CVIX.Index,0,0,0.0209790018794008,0.0368733859982838,0.0685989136656698,-0.0319442585328479,0,0,0.00486667965365346,-0.0663049961838205,0,0.0619250430010323,0,0,0,0,0,0.0283361924058573
DXY.Curncy,0,0,0.00913147791659915,0.00543261779837717,-0.0133032060201579,0.0238025977764244,0.0117756439743373,0,-0.00826225099915776,0.00380649235911938,-0.0243360769995409,-0.0120595617307831,0.000328601135111281,0.0466162373063712,0.0208962988176506,0,0,-0.00723777539432293
SPX.Index,0,0.00857034421554012,0.010434571858311,-8.470329472543e-22,-0.0134478685084961,0,0.0310357451891769,-3.3881317890172e-21,-0.0299388401794706,0.00624161351585921,-0.0260439406212522,0,0.0186980540662848,0,0,0,0,-0.0278528268597699
VIX.Index,0,0,-0.066352609731679,0.00686813275765739,-0.00984115755510645,0,-0.296281082831624,0,0,0.00543954824700316,0.120480661584766,-0.0784558145463618,-0.0272476868267449,-2.05783929293432,0,0,0,0
