,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,TRX,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0490631421257645,0,0,0,0.278479341996612,0.0145315089874604,0.0509961509841905,0,0,0.0429258211074569,0.000533135251672322,0,0.116594243325696,0.0451346985055409,0,0,0,0,0
ETH,0,0,0,0,0.31683534045344,0.429247947131613,0,0.192249206308619,0,0.0372969145846318,0,0,0,0,0,0,0,0,0,0.0907171590831649
XRP,0,0,0,-0.246835068402084,0.156206317280164,0.462735010181571,0.0450542159776675,0.135819239039572,0,-0.0329469730410507,0.327864055122104,-0.230795719566395,0,0,0.0898623271544483,-0.171256771692261,0.0836480871808322,0,-1.11326549446713,-0.11735737595662
EOS,0,-0.507204756102609,-0.519625141776371,0,0.356376630281222,1.36140066961513,-0.197022333116797,0.158316714229935,0,-0.322725923615879,0,0.103023701258755,0.0858028339073815,0,0.477815453743874,-0.859143293743393,0.557114269653708,0,0,0.0958272633938074
LTC,0,0.274146795016171,0,0.114198537981587,0,0,0.308906295776413,0.0474083126130509,-0.277944477640617,0.279759905184526,0.563141003682861,0,0,0,-0.363920338920319,0,0,0,0,0
BCH,0.673383925325884,0.170570887044546,0.134871082027372,0.192499900334955,0,0,-0.0431106635087054,0.00758488783082992,-0.00109489266074081,0.110671162323708,0,0.0339130379876565,0.233679084460646,0,-0.1237877067118,0.231845870732325,-0.051719369329585,0,0,0
BNB,0,-0.356159158633426,0.122017686428688,-0.42880713773522,1.08931039138649,-0.119583252309008,0,-0.0489347575934198,0,-0.821696615227398,-0.862750593119848,0.136687381913965,0.606843412513765,1.17335472663316,0.597095367248757,0,0.871315949310494,0,0,0.671262504214609
XLM,0,0.232571421069578,0.0413441217446519,0,0.0951312181251625,0,0,0,0,0.0103783124010898,0,0,0.259125529999455,0,0.104504373808811,0,-0.203045845706561,0,0,0.0462814281107972
TRX,0,-0.123439710168012,0,0.0504542014304353,-0.132756323609035,0,-0.00548898143874727,0.0207003406794083,0,0.159456285799923,0.501308074786171,0,0.0439522841637754,0,0,-0.234153956564428,0.403613867725121,0,0,0.163860018339757
BSV,0,-0.319720225956562,0.464446901534915,-0.600959980739054,0.467899498401003,0.63024388085748,-0.47213327239094,0,0.646268721442981,0,0,-0.0035697608628256,0,0,0.584958716177946,0,0.889043754213642,0,0,0.293324918563515
ADA,0,-0.0986739799061908,0.286463607639953,-1.38777878078145e-17,0.213003770557269,0,-0.145751791418551,-0.0281650235359519,0.251778641319649,-0.170879232600469,0,0.261541710396783,0.299399519704048,0.222271387752404,0.209245107622679,0,0,0,0,0.120611894825621
XMR,0,0,0,0.399097560125952,-0.371359064159423,0,0.14553511360224,0,0.0866460783622638,0.243851826172699,0,0,0,0.204701327073186,0,0,0,0,0,0
MIOTA,0,0.192718830621123,0,0,0,0,0,-0.0823014479300202,0.143138405585447,0.00764012746800556,0.611224038452767,-0.116000472059827,0,0,0.0705848578941992,0,-0.370969696631384,0,0,-0.0988530871526465
DASH,0.592925512305181,-0.0453343500846224,0,0,-0.259153524196304,0,0.171540800257637,0.0172283658258476,0.0922610190489269,0.213120572154236,0.404561097594402,0.0601624630477795,-0.0996344616263275,0,-0.0260441229575144,0,0,0,0,-0.123419388258805
MKR,0,1.13290299611409,0,0.802780051121466,-0.515232979845573,-1.3108459216062,0.465568590330035,-0.212106040369079,0,0.799477824558849,0.303124023458166,-0.222495368398543,0,0,0,0.438248334329967,-1.07936351393234,0,0,-0.445676305571496
BV010082.Index,0,-0.166695010041725,0,-0.322457066171595,-0.126695158852723,0.749909089731204,0.18588147960588,-0.142701313342392,-0.0891530296447551,0,0.170839172543953,0,-0.127031874080007,-0.40675580608264,0.167365839236874,0,0,0,0,0.0531343470290891
CVIX.Index,0,0.349701223738907,0.446683508100643,0.20198279505329,-0.29840059772063,0,0.204398711804596,0,0.345487724488337,0,-0.562734113287995,-0.0868360246640396,0,-0.0970928777100611,-0.156961788110881,0.483869326997776,0,0,0,-0.18477652058545
DXY.Curncy,0,-0.019942984852169,-0.0211484628645212,-0.0655841697322645,0.00236841471468497,0.13667898591966,0.0300019468498765,-0.0177617815566094,-0.0152480355583648,0,0,0,-0.0643825469111816,0,0.0305976652387235,0,0.0357291019270484,0,0,-0.00560635167133424
SPX.Index,0,0,0,0.0127880672271887,0.0213784956085638,0,-0.0309081279900886,0,0,0,0,-0.0401819014333671,0,0,-0.00228000035522791,0,0,0,0,-0.0192437796725663
VIX.Index,0,0.499086924702876,0,-0.0345545586126475,0,0,0.337264836917627,0.409865643070322,0.883138696283427,0,0.191909198770635,0,-0.460774230760452,-0.475667442401685,-0.413908922804449,-2.77555756156289e-17,-0.942187230859778,0,-5.37438195616914,0
