,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.165513497075322,0,0.0473967702002551,0,0,-0.0137757939785309,0.0818245769200786,0.143606705630294,-0.169464910694522,0.323690415683244,0.0332781944709893,0.165709615679044,0,0,0,0,0,0.0567933744714512
ETH,0.253214881782642,0,0,0,-0.0202737610943479,0,0.00425666411387034,0.091790782496692,0.0193526361794398,0.347032935361723,0,0.141599155087066,0.168757032978649,0,0,0.128124239489446,0,0,0,0.0769013660223618
XRP,0,0,0,0.342327619906463,0.0110396600112198,0.327256118562747,0.0498959462650169,0,0.121583257147153,0,-0.114214454694486,-0.0882224979378226,-0.147415144056225,-0.0186287484001965,0.290363205228351,0,0,0,0,0.0392555190428539
BCH,0,0,0.449865590985305,0,0.214112902770328,0,-0.356569442670054,0.27916567089045,0,0.146527612613794,0,0,0.020114678522548,0.0259711452132018,0.311587785402359,-0.205528249915537,-0.174536159906277,0,0,-0.129668706963346
EOS,0.600893052637767,0,0,0.0456003479744093,0,0,0,0.264804180712311,0,0.0877570968919198,0.161879109300444,0,0,0.0714953729366667,0.383738241405853,0,0,0,0,0
LTC,0,0,0.290107407553422,-0.125792693228936,-0.0058331805891764,0,0,0,-0.0601307350449378,0.0247295970349324,4.33680868994202e-19,0.141381592199259,0.287327038674018,-0.00784265429199264,0.430329878491602,0,0,0,0,-0.0415820206597539
XLM,0,0.461239558605587,0,0,0.091921129413289,0,0,0.274287139485262,0.0780461811718737,0,0,0,-1.38777878078145e-17,0.0402223824682055,-0.113540955912833,-0.692020846778464,0.300722306360833,0,0,-0.260560217134142
ADA,0,0.400427665498571,-0.177777813400143,0,0.235157589211864,0,0,0,0,0.128240212049906,0,0,0.176634472316407,0.0717871367201214,0,0,0,0,0,0.146991917416782
MIOTA,0,0,0,-0.344160353244742,-0.173538825849588,0,0.158853167291327,1.34561804939083,0,0,0.344198971513468,-0.0957760790024465,0,0.0814125753406952,0,0,0.0795020749519532,0,0,-0.165265877480999
TRX,1.09451089995353,0,0,0,0.194718809364808,0,0.0723439455213634,-0.105811103845019,-0.206002600679071,0,0,0,0.362180896359145,-0.00579750097562659,0,-0.020084103684685,0,0,0,0
NEO,0,0,0,-0.0571498769262132,0.0825296981892141,0.94091094387674,0,0,0.0915517288253057,0,0,0,0,0,0.0379023077648045,0,0,0,0,0
DASH,0,1.19778558394161,-0.196491454237529,0.120558796373001,0,0,0.115170111947327,-0.713458539605608,0,-0.439412139443973,0.00596227320401123,0,0,0.0358416415982634,0.578602363620821,0,-0.643547112203566,0,0,-0.00580885505991564
XMR,0,0.122425507001923,0,0,0.0480131157673452,0.76048899012489,0,0.125662867366712,3.46944695195361e-18,-0.0705803182346286,0.273615311627277,0,0,-0.123360473299807,0,0,-0.347007551292627,0,0,0.0117625399924971
BNB,0.301877218417519,0,-0.476529451893217,0.825613884384421,-0.378800202328028,0,0,0.692374165426325,0.805663781421148,0.214699171883912,0,0.946854897099683,-1.54627991435222,0,-0.616339558728233,-1.49447118050268,-2.99561693186951,0,0,-0.495501581860929
XEM,-0.228450369043071,-0.143161970501439,0.207877312134486,0,0.133641471500944,0.748536667490441,-0.120563033529498,0.145305129205032,0.0592963637511746,-0.0265522363376868,0.258671648869377,0.322886589866696,-0.314808027940416,0.0892096739227307,0,-0.128283224911824,0,0,0,0.0585073145949894
BV010082.Index,-0.351399542807567,0.253045005757213,0.0157056358948329,0,0,0,0,0,0.125712582328713,0,0.344963242677752,0,0,-0.107561717724903,-0.291559394539042,0,0,-0.364925373883335,0,-0.298725803104661
CVIX.Index,0,0,0,0.159687604929639,-0.103996251950024,0,-0.0646858721701783,0,0.22660770540954,0,0,-0.0791410470092305,-0.0639751715583852,-0.164599341414993,0,-0.068037262085124,0,0,0,-0.0352267324189445
DXY.Curncy,0,0,0,0.0196367587665823,0.0100416754875337,0,-0.0116324080430426,0,-0.0303573849520297,0.00524047868181575,0,-0.0228913490605054,0,0.00607066461784927,0,1.73472347597681e-18,0,0,0,0.0207030458339977
SPX.Index,0,0.00166689747680022,0,0.014315746398664,0.0163454570181303,0,0,0,-0.0285167957405589,0,0,-0.0427070927178476,0.00247793615275519,0.0120986732828934,0,0.0237008173451834,-0.0489288293218234,0,0,-0.0401275791778388
VIX.Index,-0.0101490659387814,0,0.239077722959571,0,-0.426746732874744,0,-1.31688548771917,1.85950029935722,0,0,0,0,0.246739197549741,-0.413056488934432,0,-1.89890648596665,0,0,0,0
