,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0335027437117739,0,-1.38777878078145e-17,0.10010033406485,0.162249897655856,0,-0.070986292561367,0.0817437541106424,0,0.191438353376963,0,0.0638378853410726,0.0386267050848003,0.0799116678426936,0.528848684296174,-0.263330700317034,0,0,0
ETH,5.55111512312578e-17,0,0.156769326809662,0,-2.16840434497101e-19,0,0.817979529573007,-0.302197700319258,0.0167267575817257,0.0380110543351423,-0.535754146711946,0,-0.227644589345419,0.788123375460429,0.0432394900488886,0,0,0,0,0
XRP,-0.242833306126925,0.200596369138607,0,-0.133437902283664,0.159124081103426,0,0.138662477657373,0.213203293344291,0.0450838605206215,0.0578502125752089,0,0.062600699754633,0,0.333708918913669,-0.102923654497115,0,0.288316048827278,0,0,0.165929817333274
BCH,0,1.38777878078145e-17,0,0,0.0201323897194906,1.16323434000826,0.124788949209586,0.264552191090986,0,0.331076647032297,0,0,-0.133618488564789,-0.437582066141693,0,0,0,0,0,-0.33632486320575
EOS,0,0,0,0.258806659550841,0,0,0,-0.218664111857852,0.191210775226282,-0.123520077265218,1.03317362156894,-0.550059591559552,0.283455197451592,-0.103977246911792,0,0,1.4079288309547,0,0,-0.219346080576568
LTC,0.160738322274997,0,0,0.0686954953562701,0.0694187130324341,0,0,0.267276646258493,0,-0.083145977937011,0,-0.136623053231888,0,0.206629317941322,0.161370566528937,0,0,0,0,0.0385706141197977
ADA,0,0,0,0.0773124696535446,0.122569175739418,0,0,0,0.149849971941699,0.268397076758376,0.170053123438845,0.0657794666679938,0.102831675697053,0,0,0,0,0,0,0
XLM,0,0.249680357056148,0,0.2861483071088,0,0,3.46944695195361e-18,0,0.193959099739397,0.0745552469961537,0,0,0,0.235824277635375,0,0,0,0,0,-0.0120762721571085
MIOTA,0,0,0,-0.308421377235894,0.125765807225203,0,0.494357458339514,0.279027355880117,0,0,0.259044244355131,1.06859073575221,-0.545269666204201,-0.510564109163027,0.527541138899106,0,0,0,0,0
TRX,-0.69472468687759,0.316468342529193,1.05778785210834,0,0.0993486146116186,-0.883031293074548,1.38777878078145e-17,0.301912195267312,0,0,0,0,0.176305680173177,0.217105776772222,0,0,0,0,0,0.333898737218346
NEO,0.542683242585019,-0.122031533320967,0,0.12048530050668,0.142591358543861,0,0,0,0.0325485444942297,0.214659726047125,0,0.167351223250344,0,0.0123669407762233,0.210395250839999,0,-0.0776423589236632,0,0,0.0431462766170783
DASH,0.304281326119924,0,0,0,-0.138276195664142,0,0,0,0.405487723723957,0,0.537305317303899,0,0,0,-0.159682457789967,0,0,0,0,-0.344638740641278
XMR,0.759849897734796,0.172044056785237,0,-0.101184335787893,-0.0545672774075545,0,0.269293078275406,0,-0.625534276726874,0,0,0.559632005296802,0,0.0206191632471793,0.58388046521506,0,0,0,0,0
XEM,0,0.150091690569303,0.563046066150423,0,0,0.209388348740362,-0.33073029502043,0.216341017921357,-0.256560098816022,0,0.605044181532605,0,0.0359919305412842,0,0,0,-0.201668467019868,0,0,-0.117139482591154
ETC,0,0,0,0,-0.0788454813731287,0.519815356335334,-0.0409049441618979,0,0.267847552941961,0.0549065828796831,0.112913285068278,-0.329758703706292,0,0.374474559037154,0,-0.457324280609704,0,0,0,0.0392140421833899
BV010082.Index,0.515388842978654,0,0,0.0642886911738066,-0.231096133244937,0,0,0,0,0.0181165349666719,0,-0.0049457312942331,0,-0.0624774553809672,-0.17959230530002,0,0.350542454627116,0,0,-0.0115231515726107
CVIX.Index,-0.00951744146232337,0,0.564973170631217,0.289976815375619,0,0.351610274419115,-0.162939645868563,-0.316459567108571,0,0.0591014278251715,-0.296808906662373,-0.260270105862574,0.179608723858441,-0.24859347648846,0.126215669694471,0.747534084212575,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0.0125764387373619,0,-0.0073618811091493,0,0,0.000218817074550444,-0.00602130651804841,0.014837599021929,0,0.0707922142529291,0,0,0.0233297531139949
SPX.Index,0,0,0,0.0606736027252422,-0.0458158624734408,0,0,-0.049003436025892,0,0,0,0,0,-0.0169115862394804,0.0493808548538228,0,0,0,0,-0.0498843151255345
VIX.Index,0,0,0.685775777727191,0,-0.563290305551602,0,-0.520438990946774,-0.44120520314621,0.278000081777078,0.0549739990905929,1.0529283532379,0,-0.120831935316118,-0.285661284913576,0,-0.578561670926828,-0.0691920248358073,0,-2.84805103455906,0
