,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0921138360539819,0,0.217836131265719,0.012482977497031,0,0.103118993950087,0,0.116445719297583,0.0950846214036383,0,0,0.113294022510942,-0.00626536545568634,0,0,0,0,0,0
ETH,0,0,0,0,0,0.192854145755913,0.0596451669117035,0.417736787987798,0,0,0,0,0,-0.161471248875765,0.604176007704673,0,0,0,0,0
XRP,0,-0.0732472235299877,0,0,0.309376060790074,0,0,0,0,0.149220871710752,0,0,0,0.336246324163047,0,0,0,0,0,0.0257556533667998
BCH,0,0.157098108541867,-0.0807367923116763,0,-0.101364022092194,0.310330400576388,0.105461775375983,-0.083412640023296,0.0959476748676739,0,0.113387855820297,0.390332749612932,0,0,0.294857958508567,0,0,0,0,-0.109426933190496
ADA,0,0,0.189245865120188,0,0,0.510880058814821,0.199489587038717,0.310075927103294,0.130254682577553,0.0764516338168936,0.107836087022157,0.172561517871674,0.317283778571237,0.00942703579906169,-0.798698744391789,0,0,0,0,-0.0589287789825436
LTC,0,0.294372449339867,0.15369915017629,0.192165769040352,0.25662230253252,0,-0.0385359416765205,-0.155582353494492,0,0.0696545597677414,0,0,0,0.00910020093773472,0,0,0,0,0,0.0612835211857457
NEO,0,0.206278715722853,0.115029168661717,0.610748612902706,0,-0.0597212738623185,0,0,-0.0557568039813171,0,0,0,0,0,0.15260989964378,0,0,0,0,0
XLM,0,0.131140288396636,-0.020059745205482,-0.118065272268047,0.704848891650078,0,0,0,0.0780891932511718,-0.00138225728414603,-0.448494037996195,0,0,0.494391614051182,-0.020064257397196,-2.22265655009195,0.462412035044618,0,0,-0.156198988184552
EOS,0,0,0,0,0,-0.207826946572571,0.0244175333615952,0.328106569179382,0,0.060283114780718,-0.0417255242302,0,0.273004757449098,-0.0484604266564337,0.593096871819421,0,0.418013536028676,0,0,0
XEM,1.10475040323795,-0.695357963274584,0.263665166065771,-0.651303402652251,0,0.603736435719906,0.219180539693404,0,0.454533842255907,0,0,0,0,-0.103177270514249,0,0,-1.46595713581175,0,0,0.220875566821905
MIOTA,0,0,0.101468943571496,0.484532625903673,-3.46944695195361e-18,0.137263046661005,0,-0.101268354208938,0,0.179163699718914,0,0.189742793159534,0,0,0,0,0,0,0,0
DASH,0.277795679968555,0,0.195418498117501,-6.93889390390723e-18,0.0471970698134647,0,-0.081292146717256,0.129059680181106,0.0744621173217332,-0.0291670058438665,0.318313810986538,0,0.187436532165161,0.00320929958237476,1.38777878078145e-17,0,-0.155428528786335,0,0,0.0590947548025596
XMR,0,-0.100943333606523,-0.195686917773964,0,0.247770690886821,0.0305901962376255,0.108074387116631,0,-0.0870928794608606,0.0531436893644909,0.0199195185020584,0.460337736344598,0,0.0190855297130202,0.319879648777755,0,0,0,0,0
TRX,0,0,0,0,0,0,0.0896242967536645,0.277426901961499,0.150371853154258,0.408698544306207,0,0,0,0,0,0,0,0,0,0.0790838800906653
ETC,0,0.213462515184882,0.145873014814473,0.149992524747757,0,0,0.175772167355803,0,0.0578514456748422,0,0,0,0.225691930270105,0.101887032465003,0,0,0,0,0,-0.000199393901713327
BV010082.Index,0,-0.00425226590875076,-0.000155929462825941,0.0136948328111604,-0.032243108032862,-1.73472347597681e-18,-0.0371573320237211,-0.082564028706308,0,-0.0388192738494025,-0.0322914493213599,0.193742662662722,-0.0478932320733003,0.0621456112008651,0,0,0.174555029782328,0,0,-0.0513908612040711
CVIX.Index,-0.184478450281109,0,0.0795603378067239,0,6.93889390390723e-18,0,0,-3.46944695195361e-18,0.0863856780617145,0.129764203951345,0,-0.203661406089736,0.0992829985125996,-0.0731009162622804,0.0257617656420966,0,0,0,0,0.0282679797028444
DXY.Curncy,0,0.0238436225671438,0,0,0,0,0,-0.0021300193811286,0,0,0.0150117544995508,-0.0907142502961011,0,-0.0128922843691031,0.0438177322106342,0,-0.106471433720956,0,0,0.0207612468152186
SPX.Index,0.0466495929703982,0.0572841012613049,0.0484615420670629,0.0424557064938941,0.0428588603131692,-0.0723459274096371,0,-0.043550679669918,0,0.00861278904363776,-0.029112816784817,-0.073022164711421,0.0201046426178562,0.0476185214494006,-0.0926124766148126,0,0.17216184684045,0,0,-0.0597832698235547
VIX.Index,0,0,0.192650394245597,0,0,0,0,0.331391970515859,-0.209459516069761,0,0,0,0,0,0,0,0,0,0,0
