,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,BAT,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0886756481871144,0,-0.0204520136975617,-0.135646173708168,0.0988532162637191,0.476355474263993,0.12460764732034,0.174863277470085,-0.0466761086074518,5.55111512312578e-17,1.26789942496046,0,-0.0434241969915162,0.0403253782107656,0,0.2461574357352,0,0,0.0225503220080692
ETH,0,0,0.41573185330425,0.0476465202808324,0,0.0975567797441355,0.0933896435071238,-0.00815659068149292,0.180301522132408,0.210323129279169,0,0,-0.0240184671376849,0,0,0,0,0,0,0
XRP,0,0.319589512185664,0,0,0,0.0987516816521187,0,0.0890831197090527,-0.0347172047522928,0.104824632178891,0.0838071943324072,0,0,0,0,0,0,0,0,0.0208017751987074
BCH,0,0,-0.963093552984599,0,0.528025758752411,-0.457212834441692,0.69146808661938,0.094662529352131,-0.136410995899229,0.621901058159796,6.93889390390723e-18,0,-0.0277610774088998,-0.271556448645404,0.228333584538384,0,0,0,0,0.336629026644016
LTC,0,0,-0.13020963168214,1.0842021724855e-19,0,0.187981090798191,0.249582237117481,0.225768100131797,-1.73472347597681e-18,-0.118180753799165,0.606035594740426,0,-0.0279029072289257,-0.0143378834241715,-0.0459006665015425,0,-0.15233705887685,0,0,0.00641579391748775
DASH,0.167459293491469,0.574042478582819,-0.450878501096686,0,0.876931233401884,0,-0.011450475360564,0,-0.305461600718039,-0.43744564228363,-0.242088150001617,0,0.144535742608349,0.226431678039793,0,0,0,0,0,-0.737888349380156
XEM,1.17682225458848,0,0,0.180082032291002,0,0,0,-0.29914764236853,0,0.295297963310835,0,-1.23400267153153,0.0380774025724962,0.170640241527147,-0.105243048086749,0,0,0,0,-0.194314121919371
NEO,0.611046209386804,0,1.24263181694431,0,-1.38777878078145e-17,-0.376355185126909,-0.338194381938963,0,0,0.735160105341779,-0.41920665206907,0,0.303946521775931,0.0616312470423768,-0.0972420503550927,0,0,0,0,0
MIOTA,0,0.76492367923356,-0.0517237014985059,0.131034756622688,0,0,0,0.28850726455024,0,-0.636884482427755,0,0,-0.0315779498574481,0,0.4587504076056,0,0,0,0,-0.425246398091217
XMR,0,0.848427947423809,0,0.0898945166917205,-0.06334287393457,0,-0.100324506815839,0.183046298780809,-0.455440641185482,0,0.261363837000742,0,0.0456810060481385,-0.0744821820436095,0.177828205935444,0,0,0,0,-0.193218759783339
ETC,0,0,0.00478719951299939,0.104316995319962,1.41713052243212,-0.293763694010733,-0.111296947179428,-0.242099601455611,0,0.0310636830763967,0,0,-0.0567278363719966,0,0.111048031821409,0,0,0,0,0
ADA,0,0,0,0.00378001570101745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,-0.665514253368553,0.0317174708799877,0,0,0.220457114759031,-0.105061495019243,0,0.533196317849444,0.196635652079904,0,0,0.0375679497442817,0.400367414393762,0,1.14383395450917,0,0,0.214978839763819
BAT,0,0,0.226456300990832,-0.774792728020768,0,0.346617569990543,0.324668389855528,0.260702622279871,-0.0269767279894471,0.864237228838018,3.46944695195361e-18,0,-0.417855093643156,0,0.308917628518648,0,1.62236449227067,0,0,0
EOS,0.00205503294601476,0.316657769240988,0,0.219612773753147,0,0,0,-0.0607602963999039,0,-0.383726090974324,0,0,0.854547873423301,0.193035722233235,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00671368200522925,0,-0.0502928671798196,0,-0.0022169218713065,0.0497679357355619,0,0,0,0,0,-8.67361737988404e-19
CVIX.Index,0,0.039049173695202,0,0.0362141761607598,-0.215371334149831,-0.0496833929395062,0.0389034921145386,-0.077969105719519,0.0752920741233074,-8.67361737988404e-19,0,0,0.0435668634223727,0.165279161902264,-0.144673620950731,0,0,0,0,0.226355338478728
DXY.Curncy,0,0,0,0,-0.00765227855641676,-0.0272212450088756,0,0,0,0,0,0,0,0.00136543261563831,0.0168325444337707,0.0508264526689717,0.0157380048451442,0,0,0.0235503200139233
SPX.Index,0.00134128592564055,-0.0249518207390893,-1.73472347597681e-18,0.00423094525976796,-0.0224005588782155,-0.0170954540011474,-0.00889589652269379,0,0.0239098654820906,0.0320099608715959,0.0196990455097178,0,-0.0190123015285244,0.00708616222917463,0.00166324154869074,0.0897689917347187,0,0,0,-0.0204364046894511
VIX.Index,-0.0297894967775338,0,0.0360662658452999,0.0707473557256295,0,0,0,-0.0024184801529008,-0.456507385980093,0,0,-0.0161764583017537,0.312281716004536,0.118647230804383,0,-1.27273746532364,0.972245635443626,0,0,0
