,BTC,ETH,XRP,LTC,ADA,DOT,BCH,XLM,LINK,BNB,WBTC,BSV,EOS,XMR,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0313224088742947,0.0034842143226424,0.00344883201427399,-0.0142674544538122,0.00653309017263037,-0.00294132735568196,0,0,0,0.968197674819836,0,0,0.0113080708914027,0,0,0,0,0,-0.0136058905066736
ETH,0,0,-0.00374170470598776,0.184557605247976,0.286310461054483,0.00132199067338797,-0.0294938070188914,0,0.134641166439385,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0.242463764363399,0,0.471999812904771,-0.601001467454397,0,-0.97389823802735,-0.0154528944589784,-1.11063477333717,0.271434518951783,0,0,3.47525574332805,-0.126499591945071,0,0,0,0,0,0.419787996802745
LTC,0.62546123543418,0.341912549777294,0.0420877752282523,0,0,0.0137243203622993,0,0,-0.0360343439031573,0.249337649118743,0,0,0,0,0,0,-0.131757257236922,0,0,0
ADA,0,0.450730845833993,-0.146183728618753,0,0,0.160860344080879,0.200873145831189,0.430420654020259,-0.34929301221024,0.2967822995155,0,0,0,0.0993529646655038,0.142054971999263,0,0,0,0,0.160004737587771
DOT,-0.482928655411383,0.248502065018637,0,0.0104107363415112,0.779711750444892,0,0,-0.538023199732116,0,0,0,0,0.10710492432988,0.597972468585772,0.342172536263547,0,0,0,0,-0.155682909187515
BCH,0,0.289339984466487,-0.0813292337024729,0.237873885397713,0,0,0,-0.0556932421459049,0,0.129687083639789,0.0997126251652869,0,0.651174186889202,0,-0.0440096478987901,0,0,0,0,-0.055568195983661
XLM,0,-0.0567553490292746,0.372612077089886,-0.282901299033813,1.10791378885923,-0.253918121739671,-0.131913555273025,0,0.209240870292247,-0.474534761129586,0,0,0,0.00983815715897788,0,0,-0.212893388541724,0,0,-0.264592194532998
LINK,0,0.180426580414846,-0.139310921008197,0.193441527635557,0,0.124717675333717,0.334351793449576,0.141433493773302,0,-0.608084088143935,0,0,0.263230933948483,-0.32625071864922,0.223697094533145,0,0.180896913277339,0,0,0
BNB,0,0,0.0493230229574571,0,0.445144950123275,-0.0201857285819393,0.166990542146678,-0.198923166612526,0,0,0,0,0,0,0.0104994743797501,0,0,0,0,-0.0981571595802258
WBTC,0.99404601985166,-0.035479359099148,-0.000933892865784755,0.0122013067893871,0.0441795770899523,0,0.00799884127591629,-0.0182786255162048,0,0.000295147443855936,0,0,0,0,0.003165727135362,0,0.0387946551408415,0,0,-0.0436748645587748
BSV,0.110193424381931,-0.183105741197066,0.0425208963764559,-0.0181527493023813,0,0.0175510490377794,0.499276706598291,0.0693004265829754,0.0100741789107154,-0.104089004959779,0,0,0,0,0,0,0,0,0,-0.0409683011026093
EOS,-0.0790335445894759,-0.0661785343100098,0.2533268538612,-0.084925170689081,0.151246769193551,0,0.163570708115913,0.036907093993725,0.191044433549725,0.0181100828038449,0,0.29466626258186,0,0.0936594775055963,-0.0471470711511653,1.89983686270845,0.173293739680667,1.69092594533225,-0.386418334498881,-0.12795776836303
XMR,-2.77555756156289e-17,-0.326286890591161,-0.248094523037679,0.425332362012548,0,0.354413831950147,-1.73472347597681e-18,0.296955607991791,0,-0.351641274011174,0,0,0.371779779286931,0,-0.45547062159579,0,0,0,0,0
XEM,-0.753584317389052,-1.12008665404973,0,0.262491508252262,0,0.197995526738386,0,0.34538091320099,0.981494889158753,0,0,0,0,0,0,0,0,0,0,-0.0854314110080497
BV010082.Index,0,-0.00448104523473414,-0.0137428397648743,0,0,-0.00227715186927096,0.0174139970688277,-0.00435812389060202,0,0,0,0,0,8.67361737988404e-19,0.013764747131429,0,0.0763820037492967,0,0,-0.000183773668227277
CVIX.Index,0,-0.176712443060314,0,-0.144777753663336,0.416367727585949,-0.0385550763517038,0.125524548667683,-0.245871429355265,0,-0.341328918396311,0.492927293648193,0,0.263674841135986,-0.252578139328532,-0.0411355016348333,0,0,0,0,0.23070038539999
DXY.Curncy,-0.0207195069964301,0,-0.0129963842380995,0,-0.0450039723851776,0.0247566112008424,0.0370948706603771,0.0294323838237013,0.00509437743409736,0,0,0,0,0,-0.0127348799453478,0,-0.0436349471009511,0,0,0.0188574322652489
SPX.Index,0,0,0,-0.0523202174702725,0,0.0228292375010982,0.00842338801177988,0.00825598307654154,0,0,0.0435384103586896,0,0,4.33680868994202e-19,0,0,0.0358673575793108,0,0,-0.0663473842065325
VIX.Index,0,0.197216178670236,0.130493540419748,0,0,0.135949819723858,0.0689035750744612,0.276556895194152,0,0,-1.36076059402283,0,-0.728886606758296,0,-0.0745441522233597,0,1.8323575418478,0,0,0
