,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.130018619802289,-0.00209597033785636,0.213434593102302,-0.0849020737210146,-0.0398966658074653,0,0,0,0.116299480648083,0,0.22324327359535,-0.391595307195086,0,0,-0.174093141166808
ETH,0,0,0,0,0,-0.168991184176834,0.0475042110358377,0,0.0775197876019664,0,-0.0238282562643266,0,0,0,0,-0.243882919078102
XRP,-0.300797456392728,-0.0234832201154822,0,0,0.17827172289554,-0.260272746209974,0.0519339046987384,0.15293733247569,0.20328228024459,0.0507492467621132,0,0,0.0350631790680886,0,0,0.105248015422514
LTC,0.415067461895143,0.106685930150543,0,0,0.0496054184841065,0,0.0289715081066628,-0.0418067871745857,0.034151939492543,0,-0.0377489478014402,0,0,0,0,0
ETC,-0.40273145450842,0,0,0.87923932078727,0,0.743486124743155,0,-0.257457067319703,-1.0041777333355,0,0,1.7105884734915,0,0,0,0
DASH,0,0,0,0,0,0,0,0.220361226428528,-0.0972335411421289,0,-0.149435031105469,0,0,0,0,0
XMR,0,0.253006178321203,-0.169285090281385,0,0,8.67361737988404e-19,0,-0.0392851235034355,0,0,0.149543185927219,0,0,0,0,0
XEM,-1.90294547786299,0.821558206563543,0.685005220736305,-0.589360214728914,-0.273192299928703,0.167920769596937,0.0437929180450615,0,-0.294865102421714,0.375046091634716,-0.100831117492971,1.29746365960797,0.389049140753858,-11.443822685451,9.13752077317528,-0.402857930811338
DOGE,0,-0.796358713528028,0.81421003040073,1.03984134199637,-0.480678397554854,0.238697466663591,-0.0438272732705625,0,0,0.607931394437209,-0.168007585462549,1.61342449355678,0,0,0,-0.300358704400913
XLM,0.228018464933832,0.131627042104373,0.193800384531488,-0.200122290669983,0.145352379999611,0,0.064941157972105,0,0.0981441405455123,0,0.0582817572977752,-0.513255207313286,0.463457568543084,0,0,0
DGB,-2.19115684838479,0,0,0,-0.499877140167025,-1.38777878078145e-17,-0.0476978980616504,-0.180102904997348,-0.691823520090165,0.692202281480893,0,1.78685094616256,-0.126188507276818,0,0,0
BV010082.Index,0,0.063931486665154,0,-0.134815403296223,0.0850281497781627,-0.0792868191035361,0.0326739717051231,-0.00844113766407991,0.120492460923972,-0.146712064273367,-0.00323683105266552,0,0.285931199384743,0.992921505309204,0,0
CVIX.Index,-0.0183389449862769,0.121736073834699,-0.0640742904911476,-0.277124043110405,-0.0103408018734789,0.0238024857405662,0.0137363080599179,-0.000389590278601334,0,0,-0.000445600109759445,0.178621022859053,0,0,0,0.289509768529274
DXY.Curncy,0,0.013900437960952,0.0297800243654994,0,0,0.0304454768679131,0.00102601851127358,-0.0802809306032103,0,0.0042475628198,-1.73472347597681e-18,0.0431938577857615,0,0,0,-0.0526458457926849
SPX.Index,0,-0.00524725185202471,0,0,-0.00670659676394181,0.00998864510661298,0.0016798031535876,0,0.000829307486801024,-0.00248421191650436,0,0,-0.00277158529391052,0,0,-0.06294004464633
VIX.Index,-0.778614712479561,-0.0857642292029532,0.0673981459167453,1.35129572113046,-0.150578364289774,0.0965033074539924,0.0318427231164838,0.106371929318327,0,0.0838201907716204,0.149951911906894,0.410077259819235,0,-0.933761094897191,-10.0347673771063,0
