,BTC,ETH,XRP,BCH,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.068420242666542,0,-0.234783754502247,0,0.146402975762411,0.385873227078997,-0.189849631855161,0.220879711889016,0,1.73472347597681e-18,0.520558038123391,-0.260643903424308,0,-0.100706692281418,0,0,0,0,0
ETH,-0.269478337822588,0,0.510571687790163,0,0,0.0982147915521968,0.0876574510863327,0.0222356800059106,0.123503576052763,-0.420657010420196,0,-0.13363722245102,0.526733886632783,0.680538060020845,-0.113826789153521,0,0,0,0,0.148842267128862
XRP,0.10266260186346,0.542983266644847,0,-0.123256935981069,-0.142708180930919,0.246130224679599,0,0.1645173394287,0.0145982898689634,0,0,-0.0149153415748203,-0.286674540772748,0,0.109232143966211,0,0,0,0,0
BCH,0,0.0234657711659576,0,0,-1.67140159201301,0,0.431806858872908,0.162609922810301,0,-0.165041167354305,0,0.285201213713029,0,0,0.333525171910357,0,0,0,0,0
LTC,0.123308392481307,0,-0.486686626527257,0,0,0,0.00684196816573671,0.315576456163645,0.177517775790994,0,-0.0627673739779557,0.139444308782859,0,0.33331775730663,-0.116142980581733,0,-0.829117507703488,0,0,0
XEM,0.713657638586839,0.522962896076113,0.011925531437214,0,-0.161578900549353,0,0,-0.326283932106535,0.214276121869075,0.0545155096707403,0.407008120218536,0,-0.64102063198515,-0.435747974653985,0.704488666356972,0,0.931059840703352,0,0,0
DASH,0.317633169646281,0.144604534632709,0,0.0501100210824529,0.547399409714864,0.207949006328009,0,0.00832351961579522,0,0.30171828640318,-0.144076778421883,0,0,0,-0.094679421933612,0,1.23991576364822,0,0,-0.713733000889386
ETC,-0.264220462838223,0.219807322307685,0.154504758949451,0,0.444859905401396,0,0.351657679103054,0,-0.0579733618994895,0.0793073234028915,0.217837059497097,0,0,-0.0820646916623118,-0.143266437688843,0,0,0,0,0
MIOTA,0.443299477519437,0,0,0.0864887942902704,0.451483373469603,0,0,0,0,0,0,0.192354287276626,1.1612314738806,-0.539000114561905,0,0,0,0,0,0.78008719115847
XMR,0,0,0,0.17780073616794,0,0,0.639839360007967,-0.0244666340575477,0,0,0,0,3.46944695195361e-18,0.119897517089273,0.218908921956734,0,0,0,0,0
EOS,0,0,-0.957418144919213,-0.0048193070063046,0,0.351749692676979,0,0.671950112012211,0,0,0,0.0877411251269676,0.230674741940785,0.597070460931377,0,0,0,0,0,0.238393946056774
NEO,-0.142957234229369,-0.871485994479486,0.464972089702573,0,0.400736997854243,0,0.734733687361969,-0.150511524100865,0.00409464710203958,-0.753909677655235,0.29674399734953,0,0.851319168429529,0.403593579943432,0.298228421515116,0,0,0,0,-0.0335009741513202
ZEC,-0.362895460087523,0.551578769313497,-0.578190296169528,-0.0906354115047929,0,-0.0135380496425073,0,0.0532154573489466,0.20825756171289,0.191069173558105,-0.202419274568531,0.77509668005403,0,0,0,0,0,0,0,0
DOGE,0.3165577723925,0.279173368383722,0.0767036441531142,0,0.0033915400236628,0,-0.135395795514935,0,-0.0827373852616283,0.45962543611111,0.0116967133090415,0.0319471577281922,0,0,0.135268896899238,0,0,0,0,0
XLM,-0.166697556632804,0,0.192317911980537,0,0,0.173041400329495,-0.602298316154667,0.144102323486886,-0.238022875588082,0.740028647452149,-0.243714858251274,0.66512703578562,0.294896427953412,0,0,0,0,0,0,-0.739167368167151
BV010082.Index,0,0,-0.00782516058951553,0,0,-0.00624963526218774,0,0,0,0.10225278333416,0,-0.109528968132409,0.0865400155043153,0,0,0,0,0,0,0
CVIX.Index,0,0,0.0426940867189537,0,0,-0.0296858756098314,0,0.0813962796775939,0.0165360409402838,0,0.0231702858438803,-0.0920652873809182,-0.000315065255183154,0,-0.028948991844457,0,0,0,0,0.130016814357543
DXY.Curncy,0.0525318000896871,0,-0.0140915149917939,0.000987698359638486,0,-0.0197102603846403,0,0.0267011094264773,0.0168187415671105,0,0,-0.0388065650675165,-0.0205524194406044,0.0143867582345341,-0.00356245710770933,0.0395877087050524,-0.0272978357097884,0,0,-0.0332239423963932
SPX.Index,0.00715685016827725,0,0,0.00207387811366395,0,-0.00385267543449804,0,-0.00274238942352873,0,0,0.00174476452813688,0,0,0,0,0,0,0,0,-0.0205114782106713
VIX.Index,0,0,0,-0.0537969784302095,0,0.163609047549107,-0.414706337843522,-0.132542183957159,0.0333060615375445,0,0.0377820973755793,0.0875660951710824,0.238472283245717,0.170979518701724,-0.217668108706187,0,0.994353132638856,0,0,0
