,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.208866891501773,0,-0.0441401995885956,0.081693942461164,-0.200942425457827,0,0.289108768156044,-0.663254791336126,-0.112625232040291,0.325578210721145,3.46944695195361e-18,0.0962972590963839,0.298217739527434,0,-0.641020903585975,0,0,0.211104883601977
ETH,0,0,0.285205494954404,0,0.183569553950834,0,0,0,0,0.123057222759117,0,0.1005223662549,0,0.015366328986348,0.0445150233455076,0,0,0,0,0
XRP,-0.354874085536375,1.0304750258051,0,0,0.204105850424698,0,-0.0852103286519501,0,0.0448592460312977,0.143680413319871,0,-0.145351937769433,0,-0.00223282587703573,0.0776516585504726,-1.01118365138911,1.48747581069334,0,0,-0.204842601183468
BCH,0,0,0,0,-0.505012620858184,0,-0.444680411918209,0.16974611414366,0,0,1.93203695139671,-0.0593487616852834,0,0.0305408626113598,-0.0615014821665845,0,0,0,0,0
LTC,-0.208418903026508,0.709374915499263,-0.358822049206735,-0.558289290031569,0,0.279730777894975,-0.197872107219018,-0.0838378484139257,0,-0.502432479607983,2.61864891114871,-0.258456079533113,-0.382909539291696,0.014966305716925,0.102309754186306,-0.838797394720189,0.328841523525823,0,0,0.343548402383868
DASH,0,0,0,-0.0732299232395239,0.147770066488061,0,0,0.115874664377553,0.384047776983432,0.110164590901538,0,-0.0592879328848128,0,-0.0323001823893692,0.137677153026814,0,0,0,0,0
XEM,-0.345090121973849,0,-0.0382413131940295,-0.240807645487428,-0.00186986197965508,-0.615864897499346,0,0.14992263396731,0,0.362783586898588,0.416423228092911,0.207916559289067,0,0.000108043596550929,0.170508674645854,0,0,0,0,-0.315911041274001
NEO,-0.624032396632565,0,0.267757861888848,0,0.00706375157753425,0.094520307114748,0,0,0,0,0,0.196111232159557,0.288830328248015,0.108313534823406,0.225027606074167,0,0.245687261014633,0,0,0.0455540277926066
XMR,0,0,0.026498758785877,-0.00814092800343489,0,0.668091580726719,0.0506181529925379,-0.25744322732782,0,0.118079222203294,0.286424353309479,0.144292991496415,0.259499010836974,0,-0.0467071335178757,0,0,0,0,-0.036838779470532
MIOTA,-0.912299948850579,0,-0.0612958223963451,0.0771761411594745,-0.233953203502478,0.287657159210796,0,0,0.409291549526171,0,0,0.265256101015033,-0.136031977571699,0.0963097298531578,0.284253613476388,0,-0.902384141592234,0,0,0.490843025016141
ETC,0.210564341426661,0,0,0.166358703063215,0.242561437418354,0.108643015281443,0.212467764864234,0.163682537266774,0,0,0,0.0271074090079729,-0.0339497420237546,-0.00797809092005955,-0.020322649371311,0,-0.0989928465077827,0,0,-0.0885089519071027
ADA,0.499965167120606,0,0,0.0265828425214269,-0.180244318703122,0,0.250716312270021,0,0,0,0,0,0.0566078527265527,-0.0838669557057389,0.424789656501975,0,0,0,0,0
ZEC,0.352552779971672,0.231721152573589,-0.107926893648328,-0.045631796665644,0,0.32025874241327,0.328625458902217,0.243723445414584,0,0.21274978879073,0,-0.0921441795146714,0,-0.0424809970932662,-0.0774777916517467,0,0,0,0,0.0445463242293775
XLM,0.0717938721572811,0,1.93640075831153,0.71640447129223,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.582948772033059
EOS,0,0,0.12747755128345,0.187353713399956,0.168067768878978,0,0.0818542510411454,0,0,0.0375805013664577,0,-0.0773534958345055,0.258210411026992,0,0,0,0,0,0,-0.12274939185662
BV010082.Index,0,0,0,0,-0.0538441622176343,0,0,-0.014945315289725,-0.105428876367411,0,0,-0.0116456785342353,0.0924382891375888,0.00418770728620588,0.0336331983483011,0,0,0,0,0
CVIX.Index,-0.0736353291203913,-0.322491219193808,0.116448422142103,-0.0105649188483996,0,0,0,0.148391470780818,0.0293889575261926,-0.100337351442542,-0.0896436489078837,0.145064893581459,-0.0583038628080859,0.0130881250897311,0.030819111972136,-0.297776972378419,0,0,0,0
DXY.Curncy,-0.0208125204696791,0,-0.00897733977219486,0.00725029559383777,0,0,0,0.00505933546261314,0,0,0,0,0,0.00102541814591103,-0.025774584140669,0,0,0,0,0
SPX.Index,0,0,-0.00149817851837843,0.0156921799660307,0,0,0,0,0,0.00961127608638674,0,0.0019385738082024,-0.0483051869630873,0,0,0,0,0,0,-0.0307400722203791
VIX.Index,0,0,-0.010123658308855,-0.37378005753234,0.233657297331306,0,0,0.162559576832006,-0.660484274061657,0.21952102313166,0,0.0801013319178955,0.789848082865991,0.00981359322735936,-0.285822186587805,0,0,0,0,0
