,BTC,ETH,BCH,XRP,LTC,ADA,MIOTA,XEM,DASH,XMR,BTG,EOS,XLM,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,-0.045598741289094,0,0,-0.00681974030424443,0,0.0595910941501964,0,0.0376951731019876,0.29069173953796,0,0,0,0,0,0,0
ETH,1.38777878078145e-17,0,-0.0430064732052333,0.0780519710644108,0.27885547949557,0,0,-0.0348516885027429,0.402992109038517,0.0791543389551538,-0.455392079536317,0.25496010677546,-0.145891923078767,0.126086686920799,0.320343019967933,0,0,0,0,0.215936866188813
BCH,0,0,0,-0.058483131181184,-0.0721503786943693,-0.00824657683330172,0,0,0.27010506323083,0.246065521778574,0.729752880389685,0.10752595728032,-0.196370225456675,0,0,0,0,0,0,0
XRP,0,0,0.263169660995537,0,0,0.155065970203386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.0848718931546445,1.61647097775142,0.0946055440812023,-0.0835163384793253,0,-0.106689469478726,0.0538302570129317,0.0716852124934663,0,-0.361687149596009,0,-0.251584472773008,0.469716510437036,0,0,0,0,0,0,-0.0676212107398943
ADA,0,0,0,0.131725888486682,0.0337650032987206,0,0,0.123924744299995,0,0,0,0.0230894771595669,0.181444298789382,0.53648777815798,-0.265201498118434,0,0,0,0,-0.194850253810692
MIOTA,0.22491771551547,-0.665779391658698,-0.198986324627415,0.0501088179865211,0,-0.567325915698253,0,0.0382075985042768,0,-0.119637063017674,0,6.93889390390723e-18,0.758524161456894,0.629484217063384,0.959664700500503,0,0,0,0,-0.907276557373521
XEM,0.246602593081997,0.259967902268499,0,0,-0.15365699963277,0,0.135650932936855,0,0,-1.19333228571219,0,0.267576005567163,0.302527498058648,0.0628637405911372,2.11450070884596,4.37346597113052,9.39271498537666,0,0,1.74037136914565
DASH,0,0,0.126287844405557,0,0.178036665161409,0,0.00212349977270072,-0.0105407024697153,0,0.0256787857057708,0.417872884561134,-0.0911699315023662,0,0.110058094255572,0,0,0,0,0,0
XMR,0.26096300504557,0,0.326534693902731,0,0,-0.01262395710369,0.108977070963507,-0.0368726962866879,0.50122639757017,0,0,-0.215465534057874,0.192949188044662,0,0,0,0,0,0,0
BTG,0.0392209486236016,0,0.473248248488895,0,0,0.0511290171074096,0.0490862879200705,0,0.119832161656629,0,0,0.157994370205891,0,0.123730315823346,0,0,0,0,0,0
EOS,0.128224044897839,0,0.292286350144036,0,0.240074508754522,0.177589278531601,0.259698628394106,0,0,0,0.118140172650868,0,0.184686264640658,-0.294299835442966,0,0,0,0,0,0
XLM,-0.326716921067658,0,-0.263024702471538,0.136681250626174,0.057816789702097,0.385577555409496,0.262694171918327,-0.0246694366608234,-0.194056289950239,0.7343590578658,0,-0.0928199790390681,0,0,0,0,0,0,0,0
NEO,0.179132719539568,0,0,0.0935464188243533,0.156147746969572,0,-0.150208850376867,0.0239919456230571,0.131003781909939,0.0869770851960432,0.00259383999866384,0,0,0,0.49465185948073,0,0,0,0,0
ETC,0.229609239756344,0.3664550475707,0,0.0530537528746226,-0.264865121084831,0,0.0688223093262301,0.183186686063165,0.463480710469999,0,0.0745700554717535,0.0634232069459664,0,0.0177508504031121,0,0,0,0,0,0
BV010082.Index,-0.0573917884098959,0,0,0,0.00260679641524202,-0.0493081862619902,0.00717479636493081,0,0,0.0329994003967146,-0.00985199383772887,0,0.0420755215918371,-0.0335698583286968,0,0,0,0,0,0
CVIX.Index,-0.00676030448189045,0,-0.0617063293964764,0.0212954397524644,-0.0436487330196652,0.00214356945986144,0.0183765908491011,0.0293493472114903,0.110059265238223,0.0550012389412303,0,-0.0122383950429885,0.00511031893797909,-0.0276225494548774,-0.141059243353245,-0.313104098363906,0,0,0,-0.0878303259169362
DXY.Curncy,0.000925737066338655,0.00602127092818214,-0.00315088771840113,-0.00491182863243304,0,-0.00268205918650004,0.000776220404962657,0,0,0.00980946068599363,-0.0124849776894718,0,0,0,0.0048806858825537,0,0,0,0,-0.0182684939730258
SPX.Index,-0.0160632762726295,0.0156738568584176,0,-0.00366219613003655,0,0.015462317179278,0.00393841772459969,-0.00192022829273427,0,0.0100206212613424,-0.00875838749864992,0.0086678874159707,-0.0177913118155262,-0.00806674065721851,-0.00920464958080842,0,0,0,0,-0.036611218383277
VIX.Index,-0.0625243559112426,0.358394766344955,0.085998940853708,0.0456212042891534,-0.165777116024219,-0.0581806769709586,-0.0331574490772507,0,-0.351686970424938,0.291247440191452,0.281141317278801,-0.0314479722336959,-0.0201817044619712,0.129767223065314,-0.390022722718882,0,0,0,0,0
