,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0658329491712223,0,0,0,0.0169800431681185,0,-0.0771761436179468,0,0,0,0,0,0,0,-0.0267842272093365
ETH,0,0,0.261838998560175,-0.116830891761261,0,0.211550415894056,0,-0.0658765429066583,0,-0.371627367862228,0,0,0,0,0,0.117697380476604
XRP,1.83441313972319,0.370002681687616,0,0,-0.27926636716902,-0.108451122962796,1.7739377110474,0.263374273083384,0,0.635091760710658,0.659412995119577,-1.41241972039026,0.0424806163076762,0,0,-0.153344730001347
LTC,0,-0.0650087317833894,0,0,0.209029533426156,-0.22425815636262,0,-0.0704849124303517,0,0.00717876545268038,0,0,-0.394216632298054,0,0,0.10082526034616
ETC,0,-0.299096017882916,0.0417278072846763,0,0,0.151684314866309,0.385363016067619,-0.120662466119832,0.654541930859043,-0.105175256407493,0,-0.19727810682787,0,0,0,0
XMR,0,1.03046285606319,0,0,0.977673141221813,0,0.0980974295982256,0.0742000526092249,-1.97497503250591,0.0879933780492132,-0.506670323852322,-1.63681358084905,-0.625352683246543,0,0,0
DASH,0,-0.122150047770291,-0.0585016294893586,-0.0516872184685322,0.26791831604656,0.0573845264545296,0,0,-0.277819218872953,0,0,0,0,0,0,0.185134856270255
XEM,0,-0.504486013969109,0,-0.105509775474045,-0.53612563361438,0.213776085503576,-1.40110159514709,0,0,-0.0033825997207644,0.360414213310176,0,-1.10457343524191,0,-3.12593842676588,0.00706065620255451
DOGE,0,0.299158866535922,0.0613882410990146,0,0.476402959376769,-0.353581078532596,0,-0.0180350813998309,0,-0.0738445680091031,0,-0.449622403350871,-0.390096789731299,0,0,0.0373137764070035
XLM,-2.05627055075591,-0.689922430493299,0.423148987933733,-0.321972470847884,0,0.233560878349334,-1.38091893080064,-0.169320200294276,-0.499077181431698,0,-0.388611780760341,0,1.39673698611295,0,0,-0.1153546677633
DGB,-1.69351940932224,-0.0983694772386031,0.228223818670712,0.103564812424526,-0.136772692705218,-0.0111594852465269,-0.526990871593819,0,0.208826824159097,-0.0801551534075666,0,0.617160825196684,-0.225695322372156,-3.53853704857974,0,0.0884615184755552
BV010082.Index,0,0.172561817229364,-0.0582731654672945,0,0,-0.222766676058135,0,-0.0472136274376654,-0.524776993171047,0.0405772024488204,-0.172444325549251,0,0,0,0,-0.0255553755675906
CVIX.Index,0,0.0801794227933217,0.07342901859431,0,0,0,0,0,0,0.0285459323575716,0,0,0,0,0,0.129996770709209
DXY.Curncy,0,-0.0126202857926619,-0.0148823685953544,0,0.0130327321822885,0,0.0227676492376589,0.0212389385594084,0.044314949500753,0.00254857164263469,0,0.0468321848657898,0.0968779459659946,0,0,-0.00545605602866709
SPX.Index,0,0.0406318427281756,0.00287701165085361,0,0,0,0.0313094553046026,1.0842021724855e-19,0.0504634952524482,0.00822961053014427,0.0326343325210612,0.0245792652487324,-0.095897966579306,-0.205454663114603,0,-0.0598173381725947
VIX.Index,0,-0.0248440473373596,0.149310520352192,0.277610224144619,-1.44623538818144,0.149955808388319,0.714051015592054,0.442550209613567,1.44804392727865,-0.0992302386271508,-0.763046104425101,0,1.77556163435674,0,-3.50815468470316,0
