,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-1.73472347597681e-18,-0.0267159082161905,0.265983770852999,-0.0226447723940125,-0.120848108742026,-0.0193403487980233,0,0,0.102332468706765,-0.0145391775672126,0.326462323647192,0,0,0,-0.239456848128771
ETH,0.0218563721232118,0,0,0.248021804108296,-0.0643647599166235,-0.195123006826474,0.0141166345769321,0.186832984671504,-0.0365159983966327,-0.0705981936020205,-0.0315400294500774,-0.227834213891251,0.379202369843701,3.58762365736039,0,-0.242928850741754
XRP,0,0,0,0,0.103114934458779,-0.0839424029573697,0.028586527864943,0.107756698634356,0.124555365406848,0.0957980807901356,0,0,0,0,0,0.187799108192728
LTC,0.497467730543555,0.00781786713847239,0,0,0.053483306790251,3.46944695195361e-18,0.0302839121194085,-0.0221856365783229,0.0383674864893421,0,-0.0302123460084491,0,0,0,0,0
ETC,-2.42034063024034,-0.554017694349758,0.691334000627316,1.86949985221465,0,0.269279866340624,0,-0.0290634223018895,-0.939989173497227,0.511661547475988,0.0792243399604917,1.89055938608674,-1.00750725194298,0,-11.056677180648,-1.65719031059574
DASH,-1.46323689830789,-2.2732842560803,-0.121964112168715,0.459481337913928,0.0486805935589895,0,0.0643970846233516,0.367485687154182,-0.442828651704904,0,-0.311912826204505,0.607077913888803,2.78837229378578,13.3961137331496,0,-1.04633413964837
XMR,0,0,-0.229907254010194,0,0.117839262324992,0.241118122764293,0,-0.628063461179765,0,0,0,0,0,0,0,0
XEM,0,0.34759245847049,0.664520389280743,-0.70547061077952,-0.103370801254621,0.413498531934195,0,0,-0.0913501255123813,0.200008272173917,0.0699783067489101,0,1.46523321504687,0,0,0
DOGE,0,-0.643735618482084,0.876184187974039,1.15435205752711,-0.544577515706566,0,0,0.117639136099388,0,0.674794936033573,-0.0772959183904584,1.47924757467097,0,0,0,-0.529170592025847
XLM,0,-0.122954148767529,0.163985615310926,-0.225734453188913,0.0825586384420973,-0.0895012672249944,0.0165724878600521,-0.0259934499480281,0,0,0,0,0,0,0,0
DGB,-1.74522365453586,-0.66346049906374,0.705374759818336,0.752171511832204,-0.466805012614268,0,-0.101449748901267,0,-0.853408901118796,0.581115619167064,0,2.6974677157315,0.00261323991065386,0,-13.9015806604602,-0.174291440400282
BV010082.Index,0.135323611074409,0.474340219116162,-0.0890983471310642,-0.146101562823481,0.0854713759125843,0.118394389412879,0.0168712901138618,0.0168854356489477,0.15065576683849,-0.0669765069166056,0.0604622668434884,0,-0.47877730887013,1.15255317358405,3.75439843873406,0.294167273373161
CVIX.Index,0,0.209040418550087,-0.048931218108038,-0.150843617961959,-0.0121084464115726,0.0784349748873653,0.0144027205349055,0,0,0,0.0266440142965695,0,0,0,0,0.241697236424527
DXY.Curncy,0,0.101962400436742,0.0327341259681579,0,0.00155117801414074,0.0349226222156235,0.000859223249509061,-0.0411994209009691,0.0148269516359023,0.0194267835408229,0,0.0455761799868873,-0.030269998725415,0,0,0
SPX.Index,0,0,0,0,0,0.00515072061449828,0,0,0,0,-0.0101382123051821,0,0,0,0,-0.0367254320919262
VIX.Index,-1.42580744505468,-1.3033026268338,0,0.695106307147397,-0.158058301761924,-0.51772840715137,0.0503234017269899,0.222473816572403,-0.123401569741103,0.030137181568637,-0.132158675879207,0.568589743239727,1.26993417585598,6.02325369007615,-3.44433313083323,0
