,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0652462371150196,0,0.0448571726830418,0,0,0,0,-0.0576591440968061,0.0212610474639069,0,0,0,0,0,0.0031715974041284
ETH,0,0,0.0530014213139591,1.02667311983461,0,-0.0136944392279076,0.0694259039861873,0.0611700877281891,-0.0586488363501042,0.280542956367141,-0.0313938088017856,-0.157281956697824,1.1704065066334,0.00916415100397535,0,-2.60317222158915,0.0766754966380588
XRP,0,0,0,0.991895606651197,-0.137408582293986,0.236362696039654,-0.509757317090077,3.46944695195361e-18,0.245927914556637,0.431954577841721,-0.147187748617716,-0.358552175973424,0,0,0,0,-0.0317205703159274
LTC,0.570838145441341,0,0.00298714190813107,0,0.0248629134680888,0,0.106370408424457,0,0,-0.105144376426742,0.00200311173256913,0.0188850144247214,0,0,0,0,-0.0200127499709938
ETC,0,-0.117599975125005,0,0,0,-6.93889390390723e-18,0,-0.141730686191816,1.7686833609032,0.000117131623546899,-0.104069979957905,0.488224174296478,0,0,0,0,0
XMR,1.02592384066037,0.933013942382152,0.118727386960236,-1.07438872882236,-0.10176260740359,0,0.189940047138854,0.333935152680695,-0.98861419754397,-0.179855654819262,-0.132336280984828,-0.155751363893248,0,0.546854480088537,0,0,-0.0318142894758896
DASH,0,0,0,0,0,0.0558736220540081,0,0.143372897508011,0,0,-0.092018155233353,0.0511697007512349,0,0,0,0,0
XEM,0,0,-0.0841389043386225,0,0.13588315629249,0.302081948513654,-0.0248419968723126,0,0,0,0,-0.25265150960979,0,-1.10114386595384,0,0,-5.55111512312578e-17
DOGE,0.0269551328622274,0.021830591368575,0.0660665897216989,0,-0.0191216644047197,-0.163898624388089,0.071589246758932,0.0725519779212258,0,0,-0.00352569379772287,0,0,0,0,0,0
XLM,0.0163913605611168,0.351071427022445,0.203364052478951,-0.621534122853726,0.133071253348816,0,-0.737545772653978,0.57722615941001,-0.950766312011637,0,-0.0539091563678889,0.23309940787722,-1.19051722280498,0.951302944011374,0,0,0
NEO,2.28296993207195,4.06697516866681,-1.08540924277219,0,0,-1.90466054329944,-1.8766685060486,0.973375942894248,0,0,0,-0.424364002161116,0,0,0,0,1.04540370684422
DGB,2.11513862082678,-1.74303785154482,0.675040225820103,0,-0.170856782941758,0.0912089336800686,0.657848218616222,0.0396786726794507,-0.869921648669522,0.343067195996178,1.38777878078145e-17,0,1.3510283681963,1.04144069099178,6.79235995085219,0,0.106329580119828
BV010082.Index,0.100253126894979,0.00222733067544684,0,0,-0.0702979574930389,0.0906075102392908,0.0995848461024666,0,0,-0.0639267866390622,0.0231380222150684,0.105772412934791,0,0.338968205565031,0,0,-0.177298705739711
CVIX.Index,0,0,-0.229080259810694,0.699870751597284,0.0107496217168333,0.0592085125481167,0,-0.144730950266261,0,0.201210312594333,0.0257876075459777,-0.0888022644167599,0,0,0,0,0
DXY.Curncy,0,0,-0.0217051197765102,0,0,-0.00812107795478947,-0.0372405391894642,-8.67361737988404e-19,0.0669475624180296,0.00264432889515253,-0.00418375609804593,0.0197629096633975,0,0.0165464939937682,0,0,-0.000421529399758584
SPX.Index,-0.0537505145135328,-0.0492630587471583,0.0104433849159906,0,0,-0.0125918398569368,-0.0199568902325036,0.0285527803801255,0,0.00749158720265583,4.33680868994202e-19,0.00501665037722063,0,0,0,0,-0.0556088380550808
VIX.Index,0,0,0,0,-0.0124691583847688,0.19216283597787,-0.219768889008302,0,-0.934370412072469,-0.0696327141353234,0.0153446896785951,0,-0.208393985459102,2.44679566833453,0,0,0
