,BTC,ETH,XRP,BCH,ADA,XLM,NEO,LTC,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0837682846624266,0,0.269878320736143,0,0,0.100065819645219,0,0.0875490992412612,0,-0.0239361282023098,0.155447110067842,0,0,0,0,0,0,0,-0.0251180548104734
ETH,0,0,0,0.194836886754573,0.198310634377616,0,-0.0600196079416962,0,0.0390219319173008,0,0,0.0809382913254293,-0.147265584846975,-0.137366076445365,0.472061161415556,0,0,0,0,0
XRP,0,0,0,0.104318852940186,0,0.169256590538253,0,0,-0.0655907122222189,0.140448840241318,0,0,-0.0952898572635047,0.272149966525496,0.37561949044779,0,-0.360291434035215,0,0,0.143386911361921
BCH,0.35179012532512,0,0,0,0,0.12236162258379,-0.0337578735765652,0,-0.0673671561584598,0,0.303440627155295,0.106160611526639,0.109689854079887,0,0.180266380483191,0,-0.104212358617821,0,0,-0.152382848440011
ADA,0,0,0.224258855297413,0.361349216300832,0,0.261177803182826,0.208242311975376,0.54252665821076,0.0672540475279982,0.0398052891351085,0,0,0.108378840247679,0,-0.633866268376937,0,0,0,0,-6.93889390390723e-18
XLM,0,0,0,0,0.524433832893622,0,0,0,0.000636821064180189,-0.0653936940314107,0,0,0.17507976266617,0.278087094751221,0.151643335668544,0,0,0,0,0.0211731418937628
NEO,0,0.381933909929189,3.46944695195361e-18,0.132715325778457,0.34817085770132,0,0,0,-0.0422852906565672,0,0.0923045335385298,0,0,0,0.0702154825547166,0,0,0,0,0
LTC,0,0,0.19862503579753,0.54050072345068,0,-0.0810662248066737,-0.00712022629866754,0,0.1214700825675,0.132395510585182,-0.104194975789403,0,0.0395868763915311,0,-0.145565882796692,0,0.0636935184490131,0,0,0.0379495907353363
EOS,0,0.304496518715507,0,0,0.538968328494705,0.118943258795104,-0.340904280693338,0,0,0.0191666446810415,0,0,0.49926469940496,0.0558915157165666,0,0,0.679294315673594,0,0,0
XEM,0.395825265770164,-1.86284522241519,0.0875758081485329,0,0.41287794639475,0,0.289491888737404,0,0.476611195901617,0,-0.481210403400567,1.19461368394274,0,-0.392046532166205,0.628045816452822,0,-1.45532940128,0,0,0.188312181576884
MIOTA,-0.248348767622692,0,0,0.507519698074462,0,-0.358163205608471,0.276551880841086,0,0.0774968812042841,0.106761045089646,0,0.320137813647407,-0.0455453998532559,0.245863434849593,0.0792360076744134,0,0.434097864995338,0,0,0
DASH,0,0.294762947444393,0,0.381640496465611,0,0,-0.03324465354206,0,0.0448967850132864,-0.0800280532159753,0.0581522048252154,0,0.0818310483712383,0.122039695749709,0,0,0,0,0,-0.0150011542291839
XMR,0,0,0,0.0869221903500405,0.128817008688833,0,0,0,0,0.0280203471213281,0.275225734014529,0,0,0,0.246828149403324,0,0,0,0,0
TRX,0.443676529855737,-0.670007719410061,0.422251075815375,0,-0.274377429504342,0.472094841866047,-0.119824915489147,-0.00137750936476368,0.308539863066218,0,0,0.28383500793799,0,0,0,0,0,0,0,0
ETC,-0.0930791683171765,0.649230587326987,0.178847081569774,0.0148909885374218,-0.118231591605657,0,0.145449060778954,0,0.0363603747858988,-0.0066848490457409,0.255472446469132,0,0.261197958563417,0,0,0,0,0,0,0.0872162942986733
BV010082.Index,0,0,0,0,0,-0.111480495287201,-0.030393719802617,-1.38777878078145e-17,0.016265854636262,0.056268718779949,0,0,-0.062705198989403,0.0449292665593268,0.0802741989051219,0,0,0,0,0.0254984192019714
CVIX.Index,0,0,0,0,0,0,0.0377404564740543,0,0.0667315307812265,0,0,0,0,-0.0691082289536666,0,0,0,0,0,0.100374586440691
DXY.Curncy,0.151190702815945,0.0148276029058438,0.0573483388303605,0.0120665687056173,0,-0.0219187560755541,-0.0138361465148508,-0.083730379864128,0.016160681646284,-0.0199330345344576,0.00996644217131276,-0.120120815923975,-0.0119380020457633,-0.0043253535151514,0,0,0,0,0,0.0143856517552865
SPX.Index,-0.0312144035059877,-0.0133260608243478,0,0,0.0617361810379649,-0.0303143570567041,0,0,-0.0201342551304088,0.0201016303186378,-0.0120095647685277,0,0,0.0335741429783572,0,0,0.0778456119153129,0,0,-0.0960491045791792
VIX.Index,0,-0.616543585698666,0.1236133335807,0,-6.93889390390723e-18,0.31915662228968,0.129226039048044,0,-0.0982294791178157,0,0.0464662816407881,0,0.0644589845558007,0,0,0,0.705667428162309,0,0,0
