,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XLM,LEO,ADA,XMR,TRX,HT,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.321950729429297,-0.0903347596613071,-0.011148599175346,0,0,-0.00583747965859023,0,-0.183018864531071,0.100691775195036,0,0.466115649924575,0,-0.0549898015637131,-0.317629791674105,0,0,-0.188519659705308
ETH,0,0,0,0.38455772960747,0.303413336087509,0,0,0,-0.0403177005233009,0,0.141456140616364,-0.147777079872433,0.0547884693519042,0.0759395660577499,-0.03980865833081,0.260569546530375,0.198328561508642,0,0,0.0193630530996697
XRP,0,0,0,0,0,0.0512853261879623,0,0.0696872301610328,0.209515362716071,0,0,0.210218892310177,0.151991446025143,-0.158557517317903,0.17596406070614,0,0,0,0,0.0752528191571167
BCH,0.665971307928537,0.498758984735357,-0.282464257490133,0,0,0.24425274350543,0.537636871049579,0,0.102691210916614,0.469576731744242,0,0.0829704156757558,-0.152641783913461,-0.251214900370226,-0.022534017533888,0.103559506983138,0,0,0,0.328189972989233
LTC,0,0.488201767581597,0,0,0,0,0,0.197294951877864,0.301528121361989,0,0,0.153405679909249,-0.0656514752256904,0,-0.255272258059622,0,-0.0776593603451891,0,0,0
EOS,0,-1.09988298131614,0,0.847505864462116,0,0,-0.464861500055028,0.448187156934094,-0.0529591635301176,-0.0708507514890016,0.657862498237339,-0.408799129840967,0.222728127024484,0.430069680720738,0,0.365296176704824,0,0,0,-0.118103028872619
BNB,0.121490332046186,-0.0458535752636649,0.0822928662136558,0.315972886924207,0.164890037784208,0,0,0,0,-0.155925602655944,-0.475676584131916,0.162488675263187,0.412073536339778,0.0636426096346427,0.366695769634172,-0.541963069710101,0,0,0,-0.096196564986319
BSV,0.020184976409743,0.22614560839354,0,0.457110941960605,0,0.310484504719649,0,0,0.0307900729406549,-0.069890444250731,0.536536223979772,0,0,-0.370516558839131,-0.281488589895856,-0.093784665604874,-0.210930322626964,0,0,0
XLM,0,0,1.53170585794681,0,0.707421299815569,0,0,-0.381513880812582,0,0,0,0,-0.202367664935991,0,-0.504987114478851,0,0,0,0,-0.0398263134906665
LEO,0,0,0,0,0.0835075705801816,0,0,0,0,0,0,0.138053267566701,-0.0774614439239494,0,-0.032555356813838,0,0,0,0,0.0471068798828459
ADA,0,0,0,0,0.407947191451175,0,0,0.0630583391009998,0,0,0,0,0.266938878102838,0.0663364126425011,0.416091995511181,-0.0700629468454076,0,0,0,-0.0363583355891966
XMR,0.902862754114942,-1.36922730244036,0,0.330713424976366,0.0769502316262061,-0.410720289642657,0.515474368063502,-0.114091852316522,0.0779828313962604,0,1.09025448671131,0,-1.38777878078145e-17,0,-0.32365332830883,1.10415587041175,0,0,0,0.186182289523528
TRX,0,0.286963340198373,0.68126843835174,0,-0.126866924142343,0.0594880094390181,0.130741510063701,0,-0.0847678968398535,-0.377753414866816,0.320835763955713,-0.0925005730158358,0,0,0.159524577445936,0,0,0,0,0
HT,1.01211819606711,0.0699491191273946,0,-0.233078930578282,0.477811710032944,0.254857131816041,0,-0.334269996204928,0.10461031433994,0,0,-0.13271830937808,0.11788043128301,0,-0.092502929187789,0,0,0,0,0.170836771414147
MIOTA,0,0,0.336827108322245,0,0,0,0,-0.115756850820855,0.337014699482342,0,0.923061796576562,-0.383028021559902,-0.398527873558831,-0.152062039333303,0,0.233424824874302,0,0,0,-0.073183615845673
BV010082.Index,0,0,0.0479846341328091,0,0,0,-0.454567639051941,0.311720010739561,0.153809139399798,0,-0.116299737161698,0,0,0,0.0297209848497295,0,0,0,0,-0.206516491945696
CVIX.Index,0,0.145876787934775,-0.218342181480764,-0.10970433701226,-0.344608941943343,-0.248189977606343,0,0.289538689325736,0.214388666876016,-0.00262683738004904,0,0,0.0421041365682171,-0.00677418881761556,0,0.105169175725533,0,0,0,-0.0708266787082627
DXY.Curncy,2.16840434497101e-19,0.0207044007180968,0,0.0271812241249319,-0.0278294333025266,0,0,0,0.0169035806685915,0.0168355825086645,0,-0.0351115682966528,-0.00852135193901918,0,-0.0228614504958523,-0.0296345036471859,0,0,0,-0.0191212588586829
SPX.Index,0,-0.00977156246207087,0,-0.00548688252152779,-0.00812334417627251,-0.0106303604268226,0,0.0149638715332066,0.00734982052719675,0,0,0.0123594166566132,0.00409733101438491,-0.00472604197709753,0,0,-0.0763488392295606,0,0,-0.0792912973811279
VIX.Index,-0.47970371682326,0,0.791618639471889,0.843559119158722,-0.08498348910237,-0.262510666627635,-0.673842615250574,-0.134374869166456,-0.128028439771683,0,0,0.267897763284154,0,-2.77555756156289e-17,-0.234918248454749,-0.470895560957414,-0.176267938614467,0,-4.76376415516492,0
