,BTC,ETH,XRP,BCH,LTC,XEM,DASH,MIOTA,XMR,NEO,ETC,ZEC,EOS,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.0606613311702892,0,0,0.122105522377707,0.195124898329625,0.0231370531697149,0,-0.0921355346924185,-0.245109262146639,0.173166314230064,-0.149836236475309,0.0938493159057233,0,0,0,0,0.121221754300419
ETH,0,0,-0.00939474967418081,-0.0459320850772871,0,0,0,0.108731593014744,0,-0.187401954034109,0.432086845922872,-0.0205502512756081,-0.0948892747737718,0,0.0258507335795927,0,0.210405282396954,0,0,0.0204391011469348
XRP,0,0,0,0,0.424720909262263,-0.861267843194799,0.263556590571248,0,-0.295360550507405,0.221241549761117,0,-0.150516871060548,0.145925738586838,1.33014325899091,0,0,0,0,0,0.16512827006075
BCH,0,-2.86253231008256,0,0,1.25160185796197,-0.40522581240108,1.49670835736607,0,-0.0591241074934366,-0.767349835965436,0,-1.41123234742485,0.0310863326087872,-0.181358888456259,-0.231815304747013,0,0,0,0,0.734986993924908
LTC,0,0,0.156301608833811,0.164145754909435,0,0,-0.444437962199855,0.10133943350731,-0.120319434736684,0.19937865241226,1.64779576976601,0.515642063630342,0,0,0,0,0,0,0,-0.0229259974102603
XEM,-0.302534408894484,0,-0.619693812299392,-0.193014767418151,0.871962545466615,0,1.24695000631949,-0.132780889036831,-0.130076924014734,0.138495582121105,-1.6278678835505,-1.40683725328525,1.14329037235249,1.48665816548466,0,-0.464700314465468,0.0535122197204739,0,0,0.326960259599611
DASH,0,0.356164815999287,0.284181821572306,0.113876149160372,-0.411969170633891,0.31186742489807,0,0.121135149374583,-0.00747993564023026,-0.0857968128258522,0.343056083719138,1.1887147671902,-0.498356445108663,-0.72595464679405,-0.0460655726093405,0,0.0772443210547556,0,0,-0.178286354388211
MIOTA,0.862991510975161,0,-0.413540237866658,0,-0.102973072640857,-0.178500890771051,0,0,0.362904043219529,0.432868216949712,0,0.0957234779579993,0.172653743637342,0,0.24615127277326,0,0,0,0,0.0502570986210226
XMR,0.407856265357032,0,0.607910874064749,0.143470181465119,-0.10520148416006,-0.487620468591679,0.247439939662195,0,0,0.0943869531342795,0,1.10355442825872,0,0,-0.14421513870529,0,0,0,0,0.0152992840414638
NEO,0,-1.38256042461388,0,-0.130449471085848,0.693701761649161,0.0230528313076656,0,0.308632128066307,0,0,0.18815494357656,-0.10906522806859,0,-0.00109410622525915,-0.0713050323440265,0,0,0,0,0
ETC,0,0.317443259541158,-6.93889390390723e-18,0.0205191547038756,0.33054974171338,0.0364130150821075,0.0577204144548167,-0.00892028030195057,0.00233384423540431,0.0390065749105488,0,0,0.0527778767923286,0,0,0,0,0,0,-0.0334515082271806
ZEC,-0.536255783757809,-0.354547303657996,-0.163660727847698,-0.118080475163116,0.321148162035877,0,0.676889872961267,0,0.173740366541681,-0.22645969131058,-0.461949010296602,0,0.493483208395515,0,0,0,0,0,0,0.0960773552588731
EOS,0,0,1.38777878078145e-17,0,-0.144372789836219,0.234113192281553,-0.24404257015552,-0.0835647329431418,0.133615895853815,0.0663859813383418,0.330210021953746,0.251600008506063,0,-0.248652814290053,0.205064002102504,0.0175515065481471,0,0,0,-0.0826318033723652
XLM,-0.105592750518563,0,0.411426045804638,-0.0154738963285656,-0.373312451696504,0.236680375756487,-0.109793935878918,0,0.0915287250984123,-0.182349750601007,0.496828502282129,0,-0.209011103255654,0,0.0298853762134233,0,-0.497876033615827,0,0,-0.00811025162352637
BAT,0.852869761484822,0.744416482278815,-0.0940616827487946,0,0.0591461354847293,0.325027062372338,0.193299475114734,-0.455158014921546,0,-0.110950276511062,0,1.38777878078145e-17,0.487101646694859,-1.73472347597681e-18,0,0,0,0,0,-0.31364309570925
BV010082.Index,0.0285167222093484,0,0,-0.00677620046178798,0.00555065650832603,0,0,-0.0269976099503274,0.0114392735014766,0,0,0.046464949894676,0.112411846257186,0,0,0,0,0,0,0
CVIX.Index,0.0815705723134925,0.269133592498741,0.0825357588334226,-0.000184776914930913,0.0215591902467391,0.12700894968321,0.0387507073574767,0,0.005654064234849,0.151512233292571,0,3.46944695195361e-18,0,0,-0.0582250700135249,0,0,0,0,0.0869673091751582
DXY.Curncy,-0.0629643300586364,0,0.0189343862346036,0,-0.00990615751905541,0.0152432142526018,-0.0204895548639964,0.027774449349207,-0.00609894516685355,0.0102798607682366,0.0274787640849192,0,0.0225126229550702,0,0.0150500697632354,0.132830531720905,0,0,0,0
SPX.Index,-0.00256978239743847,0,0.00487571647319172,-0.0034106482983033,0,-0.0181291056404061,-0.00471376838427788,0,-0.0136137049990145,-0.000580783000331234,0,0,0.0341868377894343,0.0124962546572946,0.00358199919993365,0,0,0,0,-0.0406549064719833
VIX.Index,0,0,0,0.0948168804490847,0.619990387761684,0.363821818937399,-0.229106154642018,0.398169415451806,0.0584702821265656,-0.698060169951221,0,0,-0.548571475954663,0,-0.307530735649051,0,1.4536175926693,0,0,0
