,BTC,ETH,XRP,BCH,LTC,ADA,EOS,NEO,XLM,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.149685593876995,-0.18620132277792,0.136496318545446,-0.0514786622646844,-0.000854956837102301,0.12299932839457,0,-0.101974248708214,0.204613680066605,0.3490719933778,0.347962566324788,0.112853256525901,-0.169417388834328,0.121846268864217,0,0,0,0,0.046146795989413
ETH,0,0,0.015169232473193,0.228139969160864,0.693697385536653,0.0877464482760582,-3.46944695195361e-18,-0.259303576154049,0.120566750917975,-0.0576621730810526,0.105690536069364,0,0.0559617239251875,0,0,0,-0.17083858726143,0,0,-0.111064527289654
XRP,-0.215180831144462,0,0,0.25867068091374,0,0,0.147573874672102,0,-0.0119990637696811,0,0.614506338582107,-0.580661526213058,0.213919747976003,0.00614088149810727,0.462312567438378,0,0,0,0,-0.315289943550588
BCH,0,0.288579419023409,0.0176501845326362,0,0,-0.116899569896114,0,-0.445514966594347,0.418960614356085,0,0,0.120949375894383,-0.147404425267889,0.474420244840586,0.229687414728204,0,0,0,0,-0.0776876678030771
LTC,0.443645210483076,0,0,0.0288321660240221,0,0,0.0803948700701426,0.0778291874447074,0,-0.0938380097946522,0,0.266991435446574,-0.0525593097944067,0,0,0,0,0,0,0.190670731116889
ADA,0,1.22764332712437,0,-0.222129724897432,0,0,0.461911555155613,0.685674608337871,0.302196739325635,0.366767080119772,-0.619914676888758,0,-0.0434043227416249,0,-0.402239999998675,0,5.55111512312578e-17,0,0,0.199707174727723
EOS,0.407821076825002,0,0.322166547696501,0,0.217651973562996,0,0,0,0,0.132798784396363,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.168458189945041
NEO,0,0,-0.151365594579463,-4.33680868994202e-19,0,0.335023837425985,-0.0272600037388414,0,0.327209356107948,0.172294647989948,-6.93889390390723e-18,0,-0.0437854468228225,0.0490470837583637,0.1969909896489,0,-0.252610848627001,0,0,0
XLM,0,0,0,0,0,0.03836760494707,0,0.606129317426858,0,0.0457840868926459,0,0,0.14340881757527,0,0.135401969312947,0,0,0,0,0
MIOTA,0.350259675601472,0,0,0,0.104313056233431,0,0,0.466734458147732,8.67361737988404e-19,0,0.0165000984450078,0,0.0898794810881428,0.132799806857577,0,0,0,0,0,0
XMR,0.760823802173325,0.485323735452517,0.570156372987149,-0.30277391037101,0.123014220927928,-0.188492103344828,-0.0212698164404677,0.580917814767707,0.0387722196218243,0,0,0,-0.201235130994785,0.196590310208685,-0.697705766910393,-0.0848767051783413,0,0,0,0.155234630563778
DASH,0.359120143520526,0,0,0.438364025856546,0.203837217425113,0.0821211075499019,-0.0799982736077334,0,0,-0.191005880311333,0,0,0.141054845484808,0.0959025317387846,0,0,0.502824875058282,0,0,-0.101420160514686
XEM,0,0.557666749166685,0,0,0,0.0794064456124924,-0.0892866301028588,0,0.58375998047693,-0.477567532914609,-0.487216607173768,0,0,0.489376337260563,0.154351632002903,-0.570131778368089,0,0,0,0
TRX,0,0,-0.138917024444943,0.510496735313869,0,0.319850701961131,0.0371749027926824,0.303838160976017,-0.298516105083423,0.352803497130994,0,0.0140169905662998,-8.67361737988404e-19,0,3.46944695195361e-18,0,0.15047589818251,0,0,0.228376924291642
ETC,0,0,0.721512545209805,0.173992351761952,0,-0.0227548278675788,0,0.546035216791353,0.0549725454687754,0.0683646322967991,-0.69385301588208,0,0,0.205673819003772,0,0,0.34859233472723,0,0,0.132699744807037
BV010082.Index,0,0,-0.0944013411790563,0.0557849036292935,0,0.0134202898286622,0.0111117356999722,0,0.103989001739072,0.00451736505543304,-0.10175040685363,0.0953329865078774,-0.0917865220243634,-0.074415616999659,0.0196664018444918,0,0,0,0,-0.0159647726492798
CVIX.Index,0.128179253557544,-0.0438426464831278,-0.116615493987491,-0.189382519845688,0,0,-0.112870252169689,-0.325531560291057,0.285027237747892,-0.0679332315202274,0,0.0398366925604927,-0.243848616353606,0.324712171286691,0.312334526376849,0,0,0,0,-0.144334107579921
DXY.Curncy,0,0,0.012301520538643,0.00985155739947333,0,0,0.000882246248546193,0,-0.0353409501086371,0,0,0.00305113344186743,0,0,0.0214059743276629,0,0,0,0,-0.0107190976604357
SPX.Index,-0.0455987233025378,0.0372827433627678,0,0,0,-4.33680868994202e-19,-0.000862347374262586,0.0204969522573707,0.0100261065525196,0.0314362659368551,-0.00734996094946636,0,0.00262279527246847,-0.0314184820600355,0,0,-0.0592304684233654,0,0,-0.0504510084053363
VIX.Index,0,-0.399629922769156,0,0,-0.689757037620137,0,0,0,-0.422048657435475,0,0.675491323562164,-0.207921493143957,0.308402681718343,0.375231093391217,0.249765429957912,0,-0.837447527218082,0,-4.50516450749682,0
