,BTC,XRP,ETH,XEM,LTC,DASH,ETC,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.000394701896217072,0.397274983454682,0.13488627746169,0.222433465260763,0.212973123540927,0,-0.0627683605143376,-0.402682567652739,0.226058535863157,-0.662387588278608,1.73472347597681e-18,-0.121897642286251,2.55600571926613,1.57842579563199,0,0,-0.305258160488842
XRP,0,0,-0.489366594217602,0.214108093424652,-0.24573277668174,0,0,0.297203242689165,0,-0.334784739180115,0,0.201612706692372,0.334265642519094,0,0,0,0,0
ETH,0,-0.0621999447549975,0,0.0681423654920267,0,0,0,-0.0504403848297709,0,0,0,0,0.11145282288385,0,0,0,0,0.0442039627706292
XEM,0,0,0,0,0,0,0,-0.0623245875556179,0,0.255508853048946,0,-0.0347512064091591,0.132219350412242,0,0,0,0,0
LTC,0.435941549860663,-0.135673243912059,0,0,0,0,0,0,0,0.188786717168582,0,0,0,0,0,0,0,0
DASH,0,0.0447853945002688,0.167134533447062,0,0.100235481887901,0,0.0810290203803538,0.00635246987936177,0.577660172094742,0,0.286966516546234,0.0071775775447956,-0.202456064898961,0,0,0,0,0.014673239527413
ETC,0,-0.0126273571182712,0.772471327743705,0.229471726015597,0.148782949962699,0,0,0.0388585535447086,0,-0.183006817675735,0,0.0755008606903899,0,0,0,0,0,0.0600412602273428
XLM,-1.8546108749243,0.430995725217976,0,-0.146372211859114,-0.0613114042961889,0.571205671088369,0,0,0.782355164533042,0,0.839891031924028,0.0863498680168365,0.216114683442796,0,0,0,0,0
XMR,-0.0280826802751762,-0.1429936349167,-0.137873536441486,0.0801123385805601,0.0720333855684403,0.520747449841977,1.73472347597681e-18,0.033749080628778,0,0,0,0.0134048675883016,0.154368654350455,0,0.361477061423049,0,0,0
DOGE,0,0,0,0.372752432021703,0.081332844425043,0,0,0.163735393048925,0,0,0,0.0536772862588835,0.206966180064597,0,0,0,0,0
ZEC,0,0,0,-0.089551986439322,-0.116146469026542,0.241078010685861,-0.0179446358679262,-0.0456402692392764,0,0.286643078564142,0,0.00694016795167466,0,0,0,0,0,0.13797850660998
DGB,0,0,0,-0.375785094700343,-0.273944563110851,0,-0.157233886169879,-0.0352536095343762,0,0.788447249538903,0.148812780727893,0,0.227007497235741,0,0,0,0,0
NEO,-0.233488455422017,0.307432484083556,1.2856027532443,-0.517998205422439,-0.257854725099553,-2.09172161508868,0,-0.137002713724426,2.10685086458436,0.295722896913746,-0.0723995989452955,-0.0621931443720197,0,0,0,0,0,0.427319703049227
BV010082.Index,0.0246686328812525,0.0240367679022085,0,0,6.93889390390723e-18,-0.124507930225237,0.0868382443573229,0.0280682661130968,0,0,0.14654623321939,0.00392358061918585,-0.00792210951520324,0,0.259991500056537,0,0,-0.106636590134783
CVIX.Index,0,-0.0126125427527878,0,0.0404366689116942,-0.115658372906591,0,0,-0.00412865027791384,0.206979715054956,0.00224751297512909,0,0.0385194578502741,-0.00242706943342115,0,0,0,0,0.16886953549857
DXY.Curncy,-0.0222198658612748,9.63609574998855e-05,0.0128134242222845,-0.000454229970524268,0,0,0.0178784792449158,0.00334549723613492,0,-0.00742712491169123,-0.000894238126189032,-0.00151328711699063,-0.0105061953046613,0.0925200460316213,-0.0661541364083178,0,0,0.00746865243459948
SPX.Index,0,-0.000387308161746328,0.0138578809786092,-0.00882077067777791,0,-0.0216721301907625,0.00130416389955508,0.00658910967821231,0.00507356350838794,0,0,0.00273198693054948,-0.00568486314192869,0.0032818461755628,0.0179207664942312,0,0,-0.0337936180059186
VIX.Index,-0.622671689945254,0.0922879734146687,0.293754963434009,0.031736591026461,0.370024966150833,-0.125341636108626,0.0500757828388497,0.0595809156176852,-0.854038345561327,0.140186455014033,-0.138711733085398,-0.119632201144698,0,-1.88740573169963,1.74465271371363,0,0,0
