,BTC,INNBCL,ETH,XRP,BCH,BSV,LTC,EOS,BNB,XTZ,TAGZ5,XLM,LINK,ADA,XMR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0584631905148017,0,0,0,0,0.0809139609632289,0.0230435997931863,-0.00278739780882535,0.0643708585043487,0,0.2371903482902,0.395821317956659,-0.153474924349627,0,0,-0.168311930581316,-0.0337308163523112
INNBCL,0,0,38.6788505245462,0,0,-32.8332572624996,2.06405551129119,0,-19.7444112217372,0,3.89861742726616,5.41591201342152,-4.39550205218065,5.29630523245723,0,0,0,0,0,0
ETH,0.20671674640047,0.00146738392099573,0,0.054534908960138,0.234463714069278,0,-8.67361737988404e-19,0.330822849471174,0.1122419422488,0.0694985607419772,0.0130428494390557,-0.116926861452528,0.0528767389801073,0,0,0,0.0183614165895908,0,0,1.73472347597681e-18
XRP,0.135380948553769,0.00178460279793401,0,0,0.163881916658432,0.101157858483833,1.73472347597681e-18,0,0.0125062617909613,0.0805607172553428,-0.0189699461616836,-0.048015865426471,0.0252331373480893,0.144135001701938,0,0,-0.0989308928606657,0,0,0
BCH,0,0.00218087164604114,0.241764756402057,0.252403822727969,0,0.178634065487453,0,0,-0.0516530765038767,0.127175132584766,0.0204947755994065,0,0,0.185246777686117,0,0,0.0799299533197742,0,0,0.0884787856594058
BSV,0,-0.00833497509054682,1.73472347597681e-18,0.231259602717155,0.551150960044752,0,0,0,0.403291400391824,0,0,0,-0.0488928266232372,-0.0937296377986828,0.253278258768017,0,0,0,0,0.000999947471387714
LTC,0,0,0,0,0,0.133985123133546,0,0.423857955405254,0.0695793937518725,0,0,0.0713020580500088,0,0.0733920086627446,0.07987799531153,0,0,0,0,-0.0074704627096544
EOS,0,-0.00327919944245441,0.0386527144205149,0,0.26056079507339,0,0.409335900621128,0,0,0,0.037767813472731,0.0850092035941704,0.0860125995071373,0,0,0,0,0,0,0
BNB,0.988633102148056,-0.00562401445055839,0,0.205008908850125,0,0,0.0598875312991873,0,0,-0.0837198406014219,0,-0.0102693288997611,0.122463716664283,0.00205956215360687,0,0,0,0,0,0.139957494159999
XTZ,0,-4.33680868994202e-19,0.868399214754818,0,0,0.334088531077018,0,0,0.0724453119841691,0,0,0.144734598791232,0.0678676129632757,-0.443784758418683,0,0,0,0,0,0
TAGZ5,0,-0.0124998840615118,2.98693053435669,0,1.10894595898338,0,1.86044540292168,0,-5.47209138695838,0,0,0.90711082503494,0,0.120589844256905,0,0,0,0,0,0
XLM,0,0.00318245966957564,0,0,0,0.303311510949762,0,0,0.11243959058183,0.0298601958507028,0,0,0,0.236692121305749,0,0,0,0,0,0
LINK,0,-0.00199568390725747,0,0,0,0.834462664203039,0,0,-0.211532423837742,0.355688771656853,-0.0385029810589251,0.031176974672738,0,-1.73472347597681e-18,-0.220864565869649,0,0,0,0,0.0498479788598479
ADA,0.0192524597680812,-0.00143835023420212,0.305533221267685,0,0,0,0.391233887421777,0,0.0806498754230328,0.0963126345425102,-0.00588839688252319,0.0222625065503066,0,0,0,0,0.0286826029395262,0,0,0
XMR,0.121670680977371,-2.04988049481384e-05,0,0,0,0.0969985675742482,0.2156265189794,0,0.228490490742692,0,0.0151429258627553,0.113940994745543,-0.062195325989203,0.114868221905881,0,0,0,0,0,0.0347410555489019
BV010082.Index,0.123930874058452,-0.00289312947874824,0.181384810585804,0.0258946326957292,-0.203140380162051,0,0.41073390356615,-0.647476257789373,0.0968138672781632,0,0.0142754661796431,0.0493898423934262,0.0193072334972985,0,-0.103666486393868,0,-0.109902406783773,0,-0.164679556673653,-0.0141039757646232
CVIX.Index,0,-0.0101409214926215,0.275038531663538,-0.693775938191051,0.101515875693249,-0.193514868904972,0.50738159959956,0,-0.245649996136145,-0.0957132441261307,-0.0675206999799327,0.0566762345996932,0,0,0.288203248747136,0,0,0,-1.21489417358152,-0.248694888694599
DXY.Curncy,0,-0.000550210266886427,0,0,0,-0.00828477882778894,0.0172551761411297,0,0.00960454554732146,0,0,0,-0.0187740302797605,0.00217622984846741,0,0,0.0576105332271515,0,-0.0498073627301381,0.011942455937986
SPX.Index,0,-0.00461534546154971,0,-0.221391070817048,0,-0.0735938581863884,0,0.0761442478554548,-0.186753741842839,-0.0500802151043294,-0.0333270945372579,-0.00849948607132475,0.05732844960533,0.0691219187883509,0.346457542802581,0,-0.426595852554301,0,0,-0.200225319599642
VIX.Index,0,0.0261048880722221,-1.13047092780638,-0.157746667958831,0.340041776439863,0,0,0,-0.278821898863174,-0.56342213960005,-0.0643034389010039,0,0.381689834300173,0,1.70798245906032,0,0,0,-2.96213278388551,0
