,BTC,ETH,LTC,XRP,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.204242185813372,-0.0032260739154823,-0.268692909959816,0.0255461461253398,-0.103730707868298,-0.0251181545916616,-0.227345957059858,0.185100840664391,-8.67361737988404e-19,0.118767596494557,0.0272134141923038,0.14654451673572,-0.0955210467424265,0,0,0,0.0686164935934023
ETH,0,0,-0.0850205247343016,0,0.120626739472167,-0.126053109376194,0,0,0,-0.0185250011161415,-0.0488563567729603,0.186389737183729,0,0,0,0,0,0
LTC,0.410658137497492,0.142031727072736,0,-0.47746774350595,0.0603367731053705,0.248659774548236,-0.435941533105164,0,0,0.0901120673739445,0.0420817453010264,-0.110515320193069,0,-0.512840444427456,0.254870845488268,0,0,0
XRP,0,1.73472347597681e-18,0,0,-0.059722631503271,0.00903815252915626,0.0123497814979935,0,-0.206837561104916,0.139040389109222,0.00774267901894905,-0.0191037715432158,0.179822738852153,-0.284999117353745,-0.269760015981997,0,0,-0.0414001547309714
XMR,0,0,0.108269509750839,0.0544511037214696,0,6.93889390390723e-18,0,0.313814371906008,0,0.043801742652235,0.0606770148675649,-0.0617300902560963,0.385754481802555,0,-0.36031615354563,0,0,0.139369567841419
ETC,0,0.413398483779109,0.116342554476835,-1.37398802452203,0,0,1.36428446232809,-0.148439431072087,0,0.0706790306560425,0.0784156344322663,0.113256541332044,0,1.34477734446107,0,0,0,0
DASH,0,-0.373240707288292,0,0,0,0.383358724986839,0,0.287085953115183,0,0.0644051797873122,0,-0.0264958958805436,-0.10434335353024,-0.840516284585677,0.482015363484813,0,0,0
XEM,-1.86675729702675,0,6.93889390390723e-18,0,-0.145478570176469,0.0642524150939457,0.174140180691094,0,0,0.0427760385472976,0.472704118509925,-0.0923484394935311,0.532480437153248,0,0.367250806786055,-1.13510143586627,0,-0.336814500439382
DOGE,0.158683339137184,0,0.31437126877942,0,-0.122304363806741,0,0.0588710761382037,0,0,0.0195177867165315,-0.0337357553982487,0.0825448549709061,1.73472347597681e-18,0.0926692662871323,0,0,0,-0.276915530028446
XLM,-1.3446208262804,0.104566317649577,0,0.48445912512594,0.553946103238778,0,0.267104116247927,0.472857966580294,1.51024193226875,0,0.201225877918056,0.371767702166695,0,0,0.341157156399413,0,-7.90595848901807,0.488768851424254
ZEC,1.50645140317337,0,0.202794380655823,0.727626977898517,0.369042085907063,0.0677578446310347,0.316818192764071,0.327437201372536,0,-0.0227828272030481,0,0.143755925182237,0.314981982084056,0,0,0,0,0
NEO,0,0.510701132009322,-0.372774092809257,0.788148760519815,-0.205502622645151,0.941657455232705,-0.902392452968511,-0.509237479167437,0,0.0384587411181423,0.14808474193721,0,0.335614661862015,-1.62250487690379,0.785292993611887,0,0,-0.573292642248889
DGB,1.35705060550891,0.557882037523095,0.439767740404341,0,0.0576125988024957,0.206213958433047,0.120663964592161,0,0,0.0279154630055062,-0.0969270552440261,0,0,0,0.658083464273092,0,0,0.263266051294737
BV010082.Index,0,0,0,0,0.0324629197801864,0.223625727916241,-0.414391389280002,0,0.0320103912124775,0.046174711692798,-0.015028161920778,-0.0695202910087781,0.039340912888506,0,-0.236057013657767,0,0,0
CVIX.Index,0,0,0.255129428136899,0,0.0632458381850693,-0.0668394235869112,0.366503070573305,0.0721598693303921,-0.180293881274461,0,-0.0822637951784745,0.101612790087122,-0.028862224945599,0,0,0,0,0
DXY.Curncy,0,0,0.00394763549281058,0,0,0,0,-0.013605138453575,0,0.0181383859234214,-0.00103782145428136,-0.000284307868145429,0.0101561931238354,0,0.0503020746604141,0,0,-0.0620060215904718
SPX.Index,0,0,0,0,0.00945163036719865,0,0,0,0,-0.0172499204195484,0.000330159842414971,0.0162866514578524,0.0064659640843578,0,0,0,0,0
VIX.Index,0,0.39345303205863,0.228115109903263,0.602664964165907,0.00908111623628122,0.23471069316159,0,-0.188702335088143,-0.266408669895035,0.176928656066737,0,-0.107120278423844,0.171136189472401,0.189907873840513,-0.483795090566267,0,0,0
