,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,XMR,MIOTA,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.214848457499495,0.0020709351833677,0.0774245540559556,0,0.336956557704594,-0.14539461470026,0,0.0826420564460181,0,0.223425199920023,0,-0.0243671134877078,0,0,0,0,0,-0.0312866572899273
ETH,0.272806972440566,0,0,0.0121977125978247,0.0796084770344558,0,0.113139032043067,0.529971559126801,-0.199518491348856,0.189969108181507,0,0,-0.31872325289295,0.0333001126004395,0.207251212271228,0,0,0,0,0.0285109460982929
XRP,0.531824886102062,0,0,0.160269001820539,0,0,-0.356096877974111,0.302369832013986,0.394855650520575,0,0.0324064874075207,0,0,0,0,-0.736801277551121,0.414782313451139,0,0,0
BCH,0,0,0,0,0.208421011500452,0,0.524775299359132,0,0,0,0.149826819731432,0,0,0.0968441837789132,0,0,0,0,0,-0.0817796789777905
LTC,0.0267257489800302,0.129359199655529,-8.67361737988404e-19,0.114276664660002,0,0,0,0,0,0,-0.211213670663217,0.42537134938444,6.93889390390723e-18,0.182702024717391,0.0731940944880287,0,0,0,0,0.0519062863523236
ADA,0,0,0.516109658805374,0,0,0,0,0.0333705749041614,0,0.0630116235849867,0,0.00253433339543548,0.319861809083436,0,0,0,0,0,0,-0.0135364126057037
NEO,0.492306331864264,0.3196969877622,-0.187080188478454,0.1462156011147,-0.0203183249957959,-0.561564336415893,0,0,0.0768326214715944,0.223386109192129,0,-0.202444620544071,0.789132312161337,0.0590043355965001,0,0,0.167682386164794,0,0,-0.0199953101653049
XLM,-0.672393532983057,0.600319496189693,0.134558868539216,0,0,0.131949555026498,0,0,0,0,0,0.20033413404066,0.445854347897789,0,0.0795771086963271,0,-0.221163979367599,0,0,-0.0886731729147368
EOS,0,0,0.204513169772372,0,1.73472347597681e-18,-0.0633762283305286,0.289284704058385,0,0,-0.279103531769297,0.275404127984833,0,0.128777659074004,0.319542906271199,0.0179384191691228,0,-6.93889390390723e-18,0,0,0.0238941068991008
DASH,0,0.192646532864542,0,0,0,0,0.215099887455365,0,0,0,0.43959578721157,0.107868494708312,0,0.0185139329278223,0.0199383189629303,0,0,0,0,0
XMR,0.0227732406000052,0,0,0,0.0865441378102924,-0.0866754226733642,0,-0.168700910714197,0.439765591486763,0.942722047740616,0,0.0207899373871937,-0.0830484634052349,-0.109813562860703,-0.0474416689869428,0,-0.063754360776705,0,0,0.0145086694006546
MIOTA,0,0,0.0198257600919731,0.118147865498546,0.178798413484623,0,0,0.183561220327307,0.171311493138721,0.357284926750367,0,0,0,0,0.0408128608113558,0,0,0,0,-0.00888746325250526
XEM,0,0,0.112020886985091,0,-0.0820258244214362,0.572051442826467,0.476445613713486,0.0677211877038957,0.173678180537375,0,0,0,0,-0.343508862829391,0.0580989658690265,0,0.282173825917464,0,0,0.107665279509312
ETC,0,0.539829944428028,0.400156855509059,0.105810578075796,-0.326195916428425,0,0.730558245570713,0,1.33873115394558,0,-0.873353967450381,0.449902845270343,-0.955949108312484,0,-0.191037677508881,0,0,0,0,0.0464518464235782
TRX,0,0.163412663012751,0.184943795446727,0,-0.184725975356266,0.678066825428216,0,0,0,0.42939337909977,0,0,0,0.102543340707877,0,0,0,0,0,0.0359960675715067
BV010082.Index,-0.0850486930619127,0.062457957565168,-0.0891040004086547,0.038387911583624,-0.00849465076894574,0,-0.108525973859665,0,0.106874374112198,0,0.144923989747051,-0.00932956378006199,0,-0.025756945580924,0,0,0,0,0,-0.0507051961180267
CVIX.Index,0,-0.190428577862626,0.0171441934005693,-0.0523357084683595,0.059935237710124,0,0,-0.0543331566970293,0,0,-0.055963512216821,0,0.123220440653935,-0.0241524568744861,0.120829819052229,0,0,0,0,0.0251578101104856
DXY.Curncy,0,0.00426510443105048,0.0314522103028739,-0.0220320065497625,-0.00855773639765122,0.0169622597274783,0,0,-0.112721547448478,0,0.0376159733904042,0,0,0.0440696611352568,-0.00316935682871191,0,0,0,0,0.0138315729578899
SPX.Index,0.0221967825510272,0,-0.0390008382425672,0,-0.00647852983515,0.011501979358949,0.0788625663779323,0.0774999873442885,-0.0375480219137095,-1.73472347597681e-18,-0.0147077186531741,0,0.0276733357222856,0,-0.0970789898203994,0,0,0,0,-0.0687618872721325
VIX.Index,-0.884010753743369,0,-0.251621356260065,0.0796353392432233,0.187311230616727,-0.450955854537545,1.18731829469724,0,0,0,0,-0.815827543074955,1.14255562473866,0,-0.111655650068979,-2.6219697438684,0,0,-5.99459949908283,0
