,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0487820639255622,0.0147960398178454,0,0.841126469570938,0,0,0.071906270573924,0.107309223722993,-0.0116930387210995,0.212754734138525,-0.056187996351335,0.13065315514865,0.0794780584614792,0,0,0
ETH,-0.864159747070806,0,0,0,0.257259694827674,0,0.648067777877544,0.110296600736594,0.223882170372957,-0.202813478180805,-0.2470704217895,-0.230925912228805,0.118133980930174,0,0.676548532720691,0,0,0.385258687516039
DASH,-0.990837369898588,-1.04405222781945,0,-0.0322078208686033,1.18852486754449,0,1.69733318681485,-0.247182154321531,0.319279038945323,0,0,-0.734190077095669,0.550585526165129,1.27693087369951,0.616480473907976,0,0,1.09178554897888
XRP,-0.662548295506027,-0.0102608515540106,-0.0191569189765229,0,-0.149916615904143,0.265747390289251,0.204367695521005,0,-0.200576172127923,0.795853962515151,-0.63956839522686,-0.609416565880139,0.0868857062894298,1.5530179099888,0,0,0,0.240630158206213
XMR,-1.61468025076979,0.314650777722868,0.0732989155694439,0,0,0,-0.176931592099309,0.683666200997045,0,0.489406706317323,0,0,0.150407062586835,0,0.6513908366596,0,0,0
LTC,0.311386435337688,0.0287521003623446,-0.0111827143505151,0.0683493645122941,0,0,0,0.0295679220517145,-0.0255688678250081,0.00292273457669497,0,-0.0278459329871719,0,0,0,0,0,0
ETC,1.22269218768918,0.47865155362796,0.24512369864068,0.0202507204002067,0.188112607118784,-0.590429156747261,0,-0.189322751887317,-0.123348431777199,0,0.12041892044555,0.388724054644599,0.0460084837879617,0,-0.979254856701929,0,0,-0.340817023772638
XEM,0.184992433577017,0,0,0,0.782308482952202,0,-0.0488691581219288,0,0.0471760744941082,-0.436301117258332,-0.310577288214214,0.1627770728056,0,0,-1.73004377528393,0,0,0.195922861299716
ZEC,0,0.368617682443407,0.153095077323893,-0.337761326716581,-0.207588096258531,0,0.656925158251163,0,0,0.7574870551233,0,-0.237573250659116,-0.109254316462527,0,-1.15241955403433,0,0,-8.67361737988404e-19
DOGE,0.952106256836182,-0.0493347016495373,0.131037244677688,0.644582940659863,0.106479138835169,0,-0.223497482542579,-0.309946331012891,0.21529420329161,0,0.161749808209036,0,-0.043085669908984,-0.476487171842793,-0.657005022551179,0,0,0.109785434795039
XLM,-0.302573670013552,0,-0.0151629578816746,0.226968122520556,0,0,0,0.042398347143337,-0.147874684984249,0,0,-0.122634249595018,0,0,-0.0162449712246852,0,0,0
NEO,0,-0.192334876394045,-0.165038821274928,-0.49380633458215,-0.134218887707568,0,0.721591538943601,-0.179824331230585,0,0.262288041065939,-0.529995606285203,0,0.0980323949610171,1.20760918009899,-0.828384274076956,0,0,0.832506849300931
DGB,-0.316987574968951,0,0.0217433695193069,2.31764550719696,-0.0459830414497368,0,-0.100819798041768,0.369947858059171,0.519467739855146,-1.65139610468859,0.243083613402626,0.719313015008472,0,-3.62226300876756,0.995992280414361,0,0,0
BV010082.Index,0,0.0552578521293585,0.0333928574636321,0.54835623605511,0,-0.0802810422601857,-0.132515344093913,0.0753203624893072,0.0894537499919568,-0.301208987819239,0.187394040591709,0.276409262864509,-0.0828586228562113,0,0.0700416563375677,0,0,0
CVIX.Index,0.703861151662977,0.238012451584105,0.170037848598722,0.0741743673223614,0.188535112716608,-0.467769991586138,-0.497612830162457,-0.239331504459267,-0.0949751026771656,-0.0919649858385014,-0.133854023861453,-6.93889390390723e-18,0.0688114504001141,0.0977177433641289,0,0,0,0
DXY.Curncy,-0.0150673444091333,0.0244487017499686,-0.00177080276868017,0,-0.0314012402825966,-0.00199829122089354,0,-0.0143875856465916,0.00438690241396504,-0.027446556267303,0.0103944538780636,0,0.00215513636090154,0.161519227523306,0.0901974357945601,0,0,-0.0273807706119686
SPX.Index,0.0277887966057821,0.0410875191145639,-0.00646866837186702,-0.0235235468145277,0,0.243808390165784,-0.0807254691754585,-0.0245532619507466,-0.00292517815799561,-0.06717800926888,0.00114585992198548,-0.0101101504202218,0.0142495310868512,0.115151579594801,-0.038071741241522,0,0,0.0285220259022963
VIX.Index,0.300056360875923,0,0.125519511968866,0,0,0,-5.55111512312578e-17,0.130135587915585,0.0536572076294378,0.519604037018574,0,0.660385831428997,0.0456386428669365,-1.00717586288496,0.254404508882073,0,7.76486856422268,0
