,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,MIOTA,XEM,DASH,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.212350879762941,0,0,-0.06372891377776,0.0776919721968287,0,0.0561599213656392,0,0,0.0670402041460425,2.77555756156289e-17,0.334210703447372,0.0414488559023431,0.0571467660740178,0,0.238532839363162,0,0,-0.0283157128055811
ETH,0.281047992559135,0,0.0138480334740976,0.124183015497417,0,0,0.509604943774201,0.125421667094425,-0.270200067632034,0,-0.0546360005688886,0,0,0.0896171289005718,0.152154886633108,0,0,0,0,0.0472899818715915
XRP,0,-0.00427246197820043,0,0.243626182049746,0.901055101068453,-0.483755360627492,-0.455419589461271,-0.164546305919209,0,0,0,0.112839334000411,-0.19808638367894,0.313043318788609,0.491977178792909,-0.266642986425376,0,0,0,0.0166266346841849
BCH,0,0.161193838243022,0,0,0,0.223027997110965,-0.138385112993227,0.254278534612594,0,0,0,0.755934303047033,0,-0.0717976406780075,0,0,0,0,0,-0.113768081662528
ADA,-0.207202961512397,-0.0274497588544448,0.395567724221612,-0.0627400652473662,0,0.809153026204163,0.395289489053173,0.43676501524219,0,-0.382027226954285,0.0569556234292052,0,0,-0.261084558399033,0.0929360149560595,0,0,0,0,-0.109273859816971
LTC,0,0.268608634468869,-0.0870270749041211,0.144254407358218,0.384949193482629,0,-0.216681260497757,-0.0817323017920899,-0.0288394392545973,0,0,0,0,0.36502950983927,0,0,0.410650755911688,0,0,0.0572548455273699
XLM,0,0.0295671789027929,0,0,0.381405689331683,0,0,0,0,0,0,0,0,0.398069729034141,0.0971792491840943,0,0,0,0,0
NEO,1.13525377214044,0.38561900355069,0,0.0611825042150977,0.0263087342681956,0,-0.123773575565157,0,0.28310767221394,-0.480642036617976,0,0,0.258174319907177,0,-0.197277097874572,0,0.609623520697968,0,0,0.0650352645838593
EOS,0,0,0,0.00534658922971578,0,-0.23096439636364,0.409180417920344,0.0675463072604965,0,0,0.000889502828919385,0,0.390867352740583,0.338731522316241,0,0,0,0,0,0.0489870660698118
MIOTA,0,0,0.173213127495459,6.93889390390723e-18,0,0.54608949993734,-0.0604617650981727,0,0,0,0.15018799184092,0,0,0.105208542722209,0.0353451912326184,0,0,0,0,0
XEM,0.708255125531539,-0.717119264260842,0.559769014426174,-0.0327842184018032,0,0.210505236971838,0,0.0245843800912952,0,0,0,0,-0.229976492622746,0.177124995108675,0.109047875354511,0,0,0,0,0
DASH,0,0.136719171648523,0.0273268381707607,0,0.200247713632595,0,0,0,-0.240603168172825,0.0538735437280749,0.00486420773092367,0,0.701466444874859,0.113426706489532,0,0.185049071725343,-0.325840993332722,0,0,0.0492057369735085
XMR,0.44176377919801,-0.164786060692216,-0.0140266806380429,0.126653148069611,0.0915715826584842,0.0751507766471836,-0.060079485073865,0.133070647954241,0.10105273977663,0,0,0.351106659397642,0,0,0,0,0,0,0,0.0241720706038
ETC,0,0.333525369522648,0.0876586289291682,0.217826791020994,-0.22382047385193,0,0,0.00659649871067482,0.344260299344412,0.308514018403987,0,0,0.0708770278808614,0,0,0,-0.29828413549671,0,0,0.0217176554533666
TRX,0,0.031637088551281,0,0.0746191649960896,-0.302971328692769,0,0.713874224362486,0,-0.807890897322877,0.126771088580644,0.392585759720213,0,0.794852040634366,0.0508377999580105,0,0,-0.64058482638596,0,0,0.0840253162246341
BV010082.Index,0,0,-0.0629076183721032,0,-0.0287034841350479,0,-0.0443033988456964,-0.0393881678748009,0,0.0372745956200862,-0.0132656490421765,0.140421492957493,0,-0.00182060535072952,0,0,0,0,0,-0.0395627781643011
CVIX.Index,0,0,0.0251429538318588,-0.11870137739988,0,0,0,0,0.00411513303231236,0.131512090349859,0.0941117750936135,0,0,-0.077961241415808,0,0,0,0,0,0.016006311981758
DXY.Curncy,0,-0.0010596460984876,0.0389719043545531,0.0179794340418294,-0.0129612009815009,0,0.0338265948394059,-0.0108497614751633,-0.0953470852264295,0.0229035579365588,0,-0.0632028425365219,0.0646849979682852,0.00936227273901158,0.00328737638711128,0,-0.124478050510398,0,0,0.0160525858145389
SPX.Index,0,0,0,0.00600479602155798,0,0,0.0304257846140378,0.0584132286464937,-0.0739407923917856,-0.00456259956827513,0.0632743119871897,0,0,0,-0.08280439158797,0,0,0,0,-0.0708014610920666
VIX.Index,-0.455834142387094,0,-0.211305773022981,-0.0211667632449612,0,0.299698457363869,0,0,0.142479727996825,0.292899685578975,0.417326790925046,0,0,0,-0.367569265058333,-2.71823336303536,-0.582651943414484,0,-6.11605557319871,0
