,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.451829948014648,-0.00984506087775229,0,0.178716355482948,-0.291473360263335,-0.0279774037678626,-0.191730139589116,0.143037004893723,-0.0701519081183108,0.629708430156316,0.271757930416277,0.309654515835767,0.0156657500271124,0.0520049278779752,0,0,0,0,0
ETH,0,0,0.0908982691224411,-0.142992382965634,0.176062437052523,0.0432797534315391,0,0.117958341537281,0.102400974631952,0.0432912522376631,0,0,0,0,-0.0362605291185414,0,0,0,0,0
XRP,0,0.287138981905487,0,-0.69603953682043,-0.228713969646031,0.747221223516614,-1.58137360400311,0.0525026985633661,0.676415492671116,0,0,0,0,0.19982182970601,0.460696635924739,0,0.0838665231461496,0,0,0.330576725990943
BCH,0,0,0,0,-0.137815223816767,-0.441404150511227,-0.0161857351688318,0.36718667553856,0.0548368309645874,0,1.20195978044583,-0.000281433606383839,0,0,0,0,0.530866357860738,0,0,-0.0299732143945573
LTC,1.81038565240938,-0.467808012439705,-0.0448936866057979,-0.336483511617958,0,0.422390382319065,0,0.612296306661691,0.925376419094908,-0.258581674002888,0,-0.286875370110545,-0.530299059155404,-0.020036236808671,0.289476002221815,-0.934008540533087,-2.01480265293852,0,0,0.756517663735675
DASH,-0.337886553113151,0.163822168204842,0.0181408284842318,0.145097601310345,0.104606941102275,0,0.0386122613081623,0.0159263612029556,0.158688292167643,0,0,0.134692724380162,0.100753787359115,-0.0178284624983924,0.282054447724737,0,-0.327633427061136,0,0,0.101950766325173
XEM,0,0.551054261774068,-0.497945861555489,-0.266965067888366,-0.0755661814557706,0.0871464979538716,0,-0.0497021013710692,0,0.136013664955857,0.0817678635434799,0.00772269362883119,-0.118017844501349,0.120841077433966,0.426026073241038,-1.21101767892449,0,0,0,0.440829363300805
NEO,-1.03987172903218,0,-0.271859534272462,0.278258218372867,0.189030285041188,0.670894146604941,-0.438018765836106,0,-0.171473253540161,-0.126133141632728,0,0.195831723010642,0.650670667675415,0.14011018390246,0.0450259649423679,0,1.45540156609565,0,0,0
XMR,0.46281020178485,0.264829792560287,0.0521176144724792,0,0,0.287844058870361,0.0687080396391275,-0.0625287274601515,0,0.21343194939904,0,0.0150667724726118,0.301410571242023,-0.0238020983051781,0,0,0,0,0,0
MIOTA,-0.403170988593166,0,0,0,-0.319639603632302,0,0.0827583279036926,0.0968442340676172,0.0068366351951206,0,0,0.160523752818447,0,0.0940856134543053,0.409880211712073,0,0,0,0,0.662663284494868
ETC,0,0,0.0600060181014218,0.130222960037907,0.141227333761114,0,0,0,0.199502676466331,0,0,0.0345785999568108,0.0105138246327485,0.00880117788915695,0.0720328835432811,0,0,0,0,0
ADA,2.20934104728106,0,-0.456418694314504,-0.626969116796647,-0.184347216016084,2.19102670799454,-0.735487505364702,0.510351407819319,-0.150594333401167,0.218046865468444,-1.13127529630133,0,-0.797237423376079,0.0455276077288059,-0.391453086283663,0,2.08436961344664,-7.55209308558042,0,0.509441975871389
ZEC,0,0.192244576181624,0,0.128393730000678,0.0197035248576892,0,0.356018783889647,0.121770716427082,0.177358105534673,0.0596078632795239,0.253279378160879,-0.102115948404186,0,-0.0584135507377125,0.0570809351344642,0,0,0,0,0
XLM,0,0.565578673205347,0.874416324176227,1.97012584656027,0,0,3.67099126428772,-0.547621322880101,1.60330507773007,0.7087001309115,0,-0.228443774258984,-5.06956486323629,0,-0.440076646736528,10.8484302500757,0,0,0,-1.64000316810217
EOS,0.757537072026897,0,0.416793041028599,0,0.0200258720926033,0,0.276733119453394,0.0372495442104507,-0.342768295057261,0.348637936350913,0.277301223669893,-0.149140133926931,0,-0.0211253755160115,0,0,0,0,0,-0.231731862163126
BV010082.Index,0,0.12061226460567,-0.0879613229855922,0,-0.0841883606062554,0.0502973295204471,-0.128197148328969,0,-0.0981489935934913,-0.0550395239787593,0.106000897863383,0,0.0167984540553595,0.0187637398989043,0.133836981632139,0,-0.168933279685146,0,0,0.147393590861578
CVIX.Index,0,-0.105614897623209,0.139863028486515,0.123167271613171,-0.0061588230695606,-0.376454658316269,0.203248092158952,0.0372686495734809,0.022298169978616,-0.0778239373177764,0,0.0737953290040421,0.0873241715785781,-0.0168185668769356,0,0,0,0,0,0
DXY.Curncy,0.0271698319152553,0.0311952727639676,-0.00343517396003994,0.00566169903374652,-0.0185509523322029,-0.00121235323254642,-0.00424726837747458,-0.000382017647776261,0,0,0,-0.0237007984169816,-0.0148376432863846,0,-0.0166466833989129,0.027071416822594,-0.0569753062683203,0,0,0
SPX.Index,4.33680868994202e-19,0.00457442126911117,-0.0159830844501428,-0.0167277539820319,-0.00869715139878195,0.0246791617322967,-0.0219536343615123,-0.00291057691364932,0,-0.00482312060571911,0.0436192807329829,-0.0112571568490795,0,0.00181287546077823,1.73472347597681e-18,0.060892440050569,0,0,0,-0.0104130491334718
VIX.Index,0,-0.191385199044919,0.265684800318585,0.0885822983716025,0.0197629648326845,-0.126259745895947,0.1863792019522,0.0198751878658736,-0.27510499649902,0.145693672776942,0,0.144200598129254,0,0,-0.225777839365423,0,0,0,0,0
