,BTC,ETH,XRP,BCH,ADA,NEO,XLM,LTC,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0116122982649904,0.39569201233043,0,0.0773646012780738,0,0,0.0699470773820591,0.0952298171042763,-0.0440949677834056,0,0.107334072538797,0.0179317346298552,0,0,0,0,0,-0.103402248397848
ETH,0,0,-0.28819853273503,0,0.588809001314804,0.0565910854019363,0,0.822926419297863,-0.1025009186064,0,0,-0.0967847493510152,-0.694538806501552,0.000284151136951053,0.626424573904106,0,0.0849179817167534,1.65067960241228,0,0
XRP,0,0,0,0.135763425013532,0,6.93889390390723e-18,0.157437270851837,0,-0.0729508869694963,0.136819537409902,0,0,-0.0974262103330558,0.269168430526789,0.372700034051971,0,-0.360733983126337,0,0,0.155546708463615
BCH,0.40661908668044,0.0254538894790794,0.012408623330612,0,0,-0.0287211606706274,0.135757897065948,0,-0.112312085949021,0,0.29606619360997,0,0.0803217757896303,0,0.23016060083513,0,0,0,0,-0.0825691686708655
ADA,0,-0.0226702167987843,0.220677071742741,0.384821441675656,0,0.159231431018947,0.228777168953656,0.397925902375443,0.0959146201665792,0.0312962422784654,0,0,0.226258974684952,0.0434202139353294,-0.63662247395391,0,0.269716900685543,0,0,3.46944695195361e-18
NEO,0,0.107746898299902,-0.0958838444910261,0.197274774595959,0.492660029182549,0,0,0,-0.125955899232047,-1.0842021724855e-19,0,0,-0.153259370959761,0,0.448066224364117,0,0,0,0,-0.105626926331068
XLM,0,0.0224390982964042,0.0260044236931432,0,0.449937909163018,0,0,0,0.0204744147036093,-0.0673999043470424,0,0,0,0.284716706933787,0.252385466222512,0,0,0,0,0
LTC,0,0.245108530661034,0.133278046803135,0.527752729808199,0.207539489739437,-0.0819837450209959,-0.125572981169213,0,0.033671974711942,0,-0.0742365960021995,-0.206822423071979,0.0179551922630918,0.0907724409295391,0,0,0.434817882181249,0,0,0
EOS,0,0,0,0,0.591680017443615,-0.314530745483378,0,0,0,0.0489130415434289,0,0,0.538619091720824,0.0967028473904905,0,0,0.707740549157,0,0,-0.0913901977778506
XEM,1.7470699094164,-0.4363863306243,0.421374007340034,-0.818988885032878,0,0.242918254531818,-0.188830679811933,0,0.485343939768219,0,-0.159307102259546,0,0,0,0,0,-0.939422196385178,0,0,0.290309011623953
MIOTA,0,-0.285599871138684,0.0138295719531916,0.614462437329727,0,0.10870665013276,-0.17973434736992,0,0.00615658263270247,0.200927727115373,0,0.389878613080284,-0.150733902302868,0,0.231117089936385,0,0,0,0,0
DASH,0,0,0,0.449617449935925,0.0894628940098032,-0.111685687611491,0,0,0.0115435920459545,-0.0683541350241986,0.0902325486356581,0,0.0824092240969007,0.0885694163179962,0.218359765155373,0,0,0,0,0
XMR,0,0,0,0.0869221903500405,0.128817008688833,0,0,0,0,0.0280203471213281,0.275225734014529,0,0,0,0.246828149403324,0,0,0,0,0
TRX,0.306794356416012,0,0.0502184594072013,0,0,-0.268637927544681,0.54054664815365,0,0.0879454693050095,0.28095263275609,0,0,0,0,5.55111512312578e-17,0,0,0,0,0
ETC,0,0.643958069053633,0.152262452592898,0.0782568588529005,-0.42993704326069,0.223261126564305,0.0654595978203633,0,0,0.00627999774527085,0.0753933464864123,0.321264469100747,0.221345052824212,0,0,0,0,0,0,0.0475561049752327
BV010082.Index,0,0,0.00799307721966435,0,-0.112632563718339,-0.0043017117722054,-0.0679611866546882,0.0756312523513925,0,0.0367910603848997,-0.0312229177206154,0.150706114889735,-0.0534558937504353,0.0336197656902418,0,0,0,0,0,8.67361737988404e-19
CVIX.Index,-0.259712206541281,0,0.0479397804658105,-0.016581143863701,0,0.0391622614598216,0,0,0.101954702970946,0.12518139148488,0,0,0,-0.107138579122113,0,0,0,0,0,0.0753935500918514
DXY.Curncy,0.11997805742145,0.0294547084747004,0.049350628066524,0,-0.00963849233432924,0,-0.00622457877586633,0,-0.00122720183857587,-0.0248176810167891,0.01220522730009,-0.130023163126925,-0.0221911414194092,0.00481275919016759,-0.0264949932260493,0,0,0,0,0.00594041597751486
SPX.Index,0,0,-2.16840434497101e-19,0,0,0,-0.0676938474785778,0.0764270448934856,-0.0129252096929957,0.0145053790237168,-0.00453878962370291,-0.0131070585154925,-0.00391018663091514,0.0320359036462052,0,0,0.052429395371653,0,0,-0.0462937589024612
VIX.Index,0,-0.56104734247443,0.103152736870592,-0.00551973162633743,0.109044209594137,0.132967800917807,0.304269682698029,0,-0.113059026017757,0,0,0,0,0,0,0,0.666571759047025,0,0,0
