,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.105796020359691,0,0,-0.0580890244633588,0.103419509481029,0.14646165917063,-0.0992366728006176,0.291924155436684,0,-1.73472347597681e-18,0.203402315979605,0,0,0,0,0.0782584060930729
ETH,0,0,0,0.326101595448754,-0.0452819771346836,0,0.155374281687581,6.93889390390723e-18,0,0.30068630590632,0,0.273562742042774,0.0361543560674575,-0.14698043114614,0.0442499145961079,0.311559986571847,0.122610275591192,0,0,0.179233563588058
XRP,0,0,0,0.509665238136992,-0.0931952213844109,0.0375503485552214,0,-0.00894416361697768,0.0534570398185927,0.0336405719032246,0,0,0,0.276586042598479,0.0407621857866076,-0.0940663871194478,0,0,0,0
BCH,0,0.160061216252134,0.574555823981107,0,0.341197495438809,0,-0.368562412064126,0.347464881488021,0.0690597856617281,0,-0.373993554447302,0.272203562786745,0.0818184091538991,0,0,-0.293200002615769,-3.46944695195361e-18,0,0,-0.121710196485192
EOS,1.68156285461225,0,-0.419522347275338,0,0,0,-0.125640350732374,0,0.149164903789599,0.249747829910339,0.161112096548574,-0.67743086086299,0.655298750591462,0,-0.0113780979323189,0,0,0,0,0
LTC,0,8.67361737988404e-19,0,0,-0.0219100385780988,0,0.00511735223728631,0.0844534965233044,-0.140626196709526,0.144109155567676,0.529192798455714,0.256939724813262,0,0.0565668945823847,0,0,0,0,0,-0.00985571150745791
XLM,0,0,0,0,-6.93889390390723e-18,0,0,0.467647086439396,0.213571794778516,0.356570187964424,-0.0200297206644049,0,-0.130022262685665,-0.0864130229231725,-0.0433367176065343,-0.542754337590535,0,0,0,-0.237239205269111
ADA,-0.311874423102739,0.27272622715594,-0.497181624878148,0.375153866924289,0,-0.053225415047844,0.654582680468347,0,0.272542499850967,0.0286968552849855,0,0,0,0,0,0,-0.265267197872901,0,0,0
MIOTA,0.938475066951992,0,0.91173706792668,-0.413235091984356,-0.0738326835623205,0,0.625056987114289,0.592681816320914,0,-0.52749014643733,1.01434939688072,-0.384800127302636,-0.838290603679699,0,-0.252022321697421,0.500353379793068,0,0,0,0
TRX,0,0.620843256538556,1.36530411239905,-0.805413633674611,0.346135858975003,0,0,-0.0791395946292346,-0.320554647279592,0,0,0.145451484718543,0.010689482139773,0.110883782979237,-0.0321453444305173,0,0,0,0,-0.0417989219735235
NEO,-0.404443847874769,0,0,-0.178945569715738,0.0409431460187913,0.955756865928737,-0.182123532912743,0.315018366646437,0.0682063319128276,-0.129750997821244,0,-0.0502916446144471,0.288610214375548,0.27109022392444,0.0405871581015068,0,0.314074731871914,0,0,-0.055633004926867
DASH,0.0970229989938419,0,0,0.673003087026303,-0.196215680657932,0,0,0.00374410625955415,-0.0765500025685271,-0.322365229279459,0,0,0,0.495503537074042,0,0,0,0,0,-0.13864152332903
XMR,0,0.353555295520861,0,0,0.196980708689602,0,0,-0.0283979917751281,-0.0592382099880674,-3.46944695195361e-18,0.460190215958867,0,0,0.0188429004569988,-3.46944695195361e-18,0.202976665115615,0,0,0,0.110760347251885
XEM,0,0,0,0,0.0147413460219573,0,0,-0.177079456048658,-0.105061572906832,0.316117319184861,0.691077244006788,0.199402602351319,0,0,0.0596514604344233,0,0,0,0,0
BNB,1.17083985943338,0.917791721985325,0,0,-0.606661622068596,0,0.169282628407882,0.623782410196311,0,0,0.00386441450911248,-1.98566285972593,0,0.534199060337533,0,0,-3.48756946066177,0,0,-0.330502048157657
BV010082.Index,-0.0254758289076425,0.547445131845223,-0.248480630439283,-0.170353482346351,-0.0122715254070515,-0.0257466232908082,0,-0.243889626522538,0.180168050651078,0,0,-0.0681092695207031,0.159793144161231,0,-0.110493977289673,0,-0.685869862256352,-0.190272293507904,0,-0.283398762645417
CVIX.Index,0,0.521321081989521,-0.306450117735302,0,-0.0528593577859697,-0.123425916432339,-0.128697625163492,-0.256012785345633,0.258375183594533,0,0,-0.0439898405266806,0,0.136943605386846,-0.102310985406119,-0.645779389747595,0,0,0,-0.18462456709896
DXY.Curncy,-0.00207045187499022,-0.081440445609341,0,0.0395835750167557,0.00832190395963414,0,0,0.0403946979705923,-0.0308593667066584,0.0555055176215026,0,0,-0.0234124917015085,-0.0422897251680215,0.00238155981100745,-0.0135737138974474,0,0,0,0.0142237498859846
SPX.Index,0,0,0,0.00873900562995527,-2.71050543121376e-20,0,0,0.0550541245222963,-0.0242910275135051,0,0,-0.0468360491553539,0,-0.00694604700727479,0,0.015290065565994,-0.0114269272234255,-0.0401445317463406,0,-0.0543102467196837
VIX.Index,0,3.13857900657546,-0.000647088268202839,-1.34060077226523,0.27453473230818,-0.100130354366072,-0.877550069919506,-0.0662900450547746,0.166496655524846,-0.514629550104946,0,-0.306489343271108,0.0298571260831784,0,-0.302946955514342,-2.40133205614597,-1.64955728273694,0,-2.6566777896802,0
