,BTC,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.121082735201671,0.0817367753693252,0.04432287720964,0,0,0,0,0,0,0,0
XRP,2.64008004418764,0,0.279563933886926,0,-0.451377549598691,0.542596995380552,0.194138233788715,-1.0850025837217,0.148102474622406,1.24873992422684,-0.38191182473022,0,20.7393503714008,2.46454877415654
LTC,0,0.299416275939392,0,0.253589915622585,0.221527855964207,-0.606382000213329,-0.384498843209466,0.305141646029023,0.377156368394254,-0.55278182810188,0,0,0,-0.345874897523693
DOGE,0,0.230423865699821,0.0990204928142252,0,0.423709240424013,0.135962735059599,0.112237454149292,1.02951314295047,-0.140979395472039,0,1.25777100506143,0,0,-0.134920414083948
DASH,1.36625650466424,0,0.0180561854621787,-0.314763671860032,0,0.317537715032971,0.345963352794967,0,-0.178080457117814,-0.227499181798298,0.481434048332662,0,0,0.110169645665709
XLM,0,0.52640781524574,0,0.188932981433885,0.183745284805149,0,-0.571583484740977,0.642595353444438,0,0,0,0,0,-0.613573901989794
XMR,-1.31069388529315,0.0708884051093775,0.00818715363874493,0.185545623994925,0.987898514698088,-0.258043144620192,0,-0.0422168972735244,-1.38777878078145e-17,0,0,0,0,-0.821474250757352
XEM,0.65837464075673,-0.159666661297241,0.172943804539316,0.181275568112201,-0.440434468156239,0.281003957018019,0.399510187262578,0,0.263597290988277,0,-0.0962241890673578,0,0,0.599028851398239
DGB,0.657835629748851,0.0278070903077839,0.0564796007925322,0,0,-0.161633772271091,0.0478731141632941,0.304673651221646,0,0.438456637022625,0,0,0,-0.124279235221577
BV010082.Index,0,-0.0497155887287934,0,0,0,0.00635780995724597,-0.0415307364401604,0,-0.146043883751126,0,0,0,0,0.0354275414542268
CVIX.Index,0,0.0809038327208999,0,-0.0118300623726464,-0.460589816752406,0.137391760821575,0,0,0,0.694998126041588,0,0,0,0
DXY.Curncy,0,0,0,0.0369986045869874,0,0.0534108772139242,0,0,-0.102001464560747,0,0.0644267171514747,0,0,0
SPX.Index,-0.0472269370609487,0.0168622880252986,-0.0194218214389611,0.0060531676923921,0.0066166701478806,0.00367607413357268,0.00393127261723004,0.0365324076351627,0,-0.112606251962423,0.0320032845351526,0,0,-0.103257113559224
VIX.Index,-0.30436561054587,0.103768145182742,-0.162777458028422,0.0575978723465178,0.0599878342365803,-0.0820000171929294,-0.215533869661291,0.112481098393814,0,-2.77555756156289e-17,0,0,-4.79621144725402,0
