,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.240545134056017,0,0,0.025546707658365,0.102529942417636,0,0,0,0.0681631116156542,0,0.135374343274867,0.0731807402560187,0,0.0456673808385182,0.340301036884357,0,0,0,-0.0251285123718312
ETH,0.794725375167241,0,0.419089175185332,-0.143884251176427,0.0038754208838526,0,-0.125592722266624,0.651424378608485,-0.384773168954415,0.0784268439779187,0,0,0,0,0.118073806454493,0,0,0,0,0
XRP,0,0.279586329423102,0,0,0.0313398017930869,0.331767701367367,0.11034501599376,0,0.115540846365259,0,0,0,0,0.079552163259694,-0.0118068282732727,0,0.232678839868981,0,0,0.112501716959797
BCH,-0.386240069394259,0.34562135661022,-1.03094059257962,0,0.109583034691235,0,0.674945513893938,0.354458714804483,0.132438243354464,0,2.77555756156289e-17,-0.420604505514643,0.195486721678907,0.276098590616933,0.380216841124038,0,0.712558055699576,0,0,-0.00275692478165466
EOS,0,6.93889390390723e-18,0.283199927062605,0,0,0,-0.478536718170119,0.660735441690229,-0.425209561794442,0.291016276398121,1.24015475350531,0.266927820695064,-0.818866308791622,0,-0.155566403847427,0,0.956841027853061,0,0,-0.294627240327022
LTC,0,0.10612346554839,0.152773553453729,0.114173410738911,0.083576179251132,0,0.309488792747309,0,0,-0.0681927222740728,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.218529437107993,0,0,0.166115177724326,0,0.0770298022872451,0,0,0.229452004755296,0.209856063916388,-0.000177183238122288,0,0,0,0,-0.00443344996535902
ADA,0,0.0231648012576015,0,0.105248826978733,0.147819067998159,0,0.12243001960253,0,0.309905139103565,0.0993882512264678,0,0.0927737917677295,0.0964693467226192,0,0,0,-0.102798376957235,0,0,0
TRX,-0.490520304416252,0,0.39899812813775,-0.161086731853963,0.0483514553001789,0,0.221121431170771,0.657850174776362,0,0,0.170346974877985,0.216076697565216,-0.342248882578973,0,0.0709861454748936,0,0,0,0,0.219152176019968
MIOTA,0.82756411832335,0,0,-0.093822208662167,0.272920429638516,0,0.755881231779497,-0.55011995342648,0.27259142502203,0,0,-0.408130587296401,1.38672242019178,-1.32905562146269,0.471252315370475,0,0.338671388372286,0,0,0.0212140669153146
NEO,0,0,0,0.0920750970561882,0.0591619719923731,0,0,0,0.294865106743236,0.0418087739490565,0,0,0.224829134812113,0.0607847202098347,0.198455932125255,0,-0.0603634968200806,0,0,0
XMR,0,0.707028601428388,-0.387907875525931,0,0,0,0,-1.38777878078145e-17,0.316789063380274,-0.101200950988357,0,0,0.298997382007582,0,0.236817495107745,0,0,0,0,0.0296938796273545
DASH,0,-0.123011466293077,0,-0.216004579107257,-0.233633519020362,0,0,-0.169906255020309,-0.323304661175136,0.160442125087279,1.36052537333142,0.216566146988918,0,0.432519901682912,-0.307846715809315,0,0,0,0,-0.233699855053759
XEM,0,0.186597363667631,0.604827200198681,0,0,0.153773723048438,0.223050052178326,-0.352767009206875,0,-0.273350186207199,0.619322958968683,0.0304282655597856,0,0,0,0,-0.236900844172764,0,0,-0.121619108527603
ETC,0,0,0,-0.0706240852596679,-0.0886063995524195,0.969249250784115,0.0100827152090755,0,0.0873929239208482,0,0.237346045588832,-0.0925395630485605,0,0,0,-0.490867992408483,6.93889390390723e-18,0,0,-0.0273310532437925
BV010082.Index,0.556079647173113,0,0,8.67361737988404e-19,-0.29296080036666,0,-0.0505291056803009,0.262964017549569,-0.088180463927894,0,0,0,-0.0940001485429347,-0.111690724927063,-0.0637678101177354,0,0.382437478345297,0,0,-0.0749372191357404
CVIX.Index,-0.0887206271661679,0,0.133063363918001,0.0830953583182617,0,0.496776480574977,-0.29262509467763,-0.00300034851864404,0,0.0792358988458905,0,0.168233619663517,-0.399820107007007,0,0.000989312450459713,1.06850051182553,0,0,0,0.053759914611875
DXY.Curncy,0,0,0,0,-1.0842021724855e-19,0.00478752300792349,0.0205471276260729,0,-0.0149097798642957,0.0121836692545742,0,-0.0132225791301648,0,-0.00504903194238649,0.000881767510932101,-0.0273678058762401,0.0889957502621952,0,0,0.0401981386596479
SPX.Index,0,0.0486552138323952,0,0.0611717002237993,0,0,-0.0104808102340982,-0.122825035186605,0.0492593010964224,0.0239706381467365,-0.0663645819724352,0.0296027069080759,0,0,-0.00534959270530716,0,0,0,0,-0.0836731249692671
VIX.Index,-0.262743177219558,0,0.551784621474126,0,-0.585468623977583,0,-0.455056181868762,-0.555784245645234,0,0.438974895123611,1.25672898323607,-0.0147313516485177,-0.196350022966712,-0.164788820229897,-0.0958232931637767,-0.542411296668298,0,0,-3.68900161602109,0
