,BTC,ETH,XRP,BCH,LTC,NEO,XLM,ADA,XMR,EOS,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.236288718096523,0,0.485703615228182,-0.0241795024163806,0.302750352546927,0,-0.02575048763253,0,0.151345656986016,0,0.158944900107901,0,0,0,0,0.231058678066737,0,0,0.0742828013485203
ETH,0,0,0.0840830027958615,0.150393147026241,0,0.0493668496250611,0.0273925290414895,0.213910543796994,0,0.0261846281426299,0,0.0895071134973174,-0.0429738686698892,0.152524260377711,0,0,0,0,0,-0.0791780951992556
XRP,0,0,0,0,0.343643037484398,0.167623984383349,0.33412857254402,0,-0.0425799286739985,0,-0.137592472664772,-0.130284614409124,0,0.277862841999895,0.100817796404066,0,0,0,0,0
BCH,0,0,0,0,0.260171810981952,0,0.473543290821148,0.0965780495479658,-0.328313217045114,0.173723107624223,0,-0.163183547286449,-0.182198039188432,0.61335750658498,-0.035293509779704,0,0.303889861252369,0,0,0
LTC,0,0,0.300992388647915,0.308438545333724,0,0,0,0,0,0,0,0.175492618231783,0,0,0.0237038185277368,0,0,0,0,-0.0181740706732174
NEO,0.00199797923689843,0.558725102732489,-0.0668272476599994,0,0,0,0,0,0.105852406685023,0,0,0,-0.0618344850332101,0.138058553645573,0.180088232051735,0,-0.770035452096414,0,0,-0.100727254423226
XLM,-0.067797613825859,0,0.461799186117707,0.187519604085527,-0.423686476286,1.73472347597681e-18,0,0.135391698930388,0.159015789818077,0,0.355756559825956,0,0.178266188842543,0,-0.0328001127754016,0,0,0,0,-0.195360422132921
ADA,0.257698745160254,1.57351050393705,0,-0.43982305165537,0,-0.217767525509617,-0.108782428185263,0,0.0576957428112189,0,0.53697991129094,0,0,-0.456601207445403,0.100423152537781,0,0,0,0,0.0750698445228176
XMR,0.374435971081938,-0.795072126978032,0.0194900022375066,-0.466174031095532,0.521568360319607,0,0.813764371159848,0,0,0,0.370878332352042,0.0807601821732277,-0.660582983053516,0.816497597893004,-0.138774325958081,0,0,0,2.2005365843445,0.308903768109957
EOS,0.502892282720551,0,0,0.346410859178876,0.109931712288898,0,0,-0.168041210149652,-0.0632555189635156,0,0,0.367651071492707,0.103473581099805,-0.260401137155084,0.0670752726639762,0,0,0,0,0
DASH,0.263139769124222,0,0,0.0797181929015299,-0.0741796489911239,0,0,0.198088773236775,0.221326732746603,0,0,0,0.344707590702284,0,0,0,0.520606401258971,0,0,-0.0581534112056111
MIOTA,0.0856995179272629,0,0.177794604115275,-0.225779693293784,-0.183506603898484,0,0.115525035183022,0,0,0.687177830340749,-0.0575127762302665,0,-0.134079207356034,0.565645381884062,0.0574279338581132,-0.609658364414858,0,0,0,-0.190288501707673
XEM,0,0,-0.115116683213729,0,0,0,-2.77555756156289e-17,0.435097641661495,-0.507473786950377,0.188117798649135,0.244385229029398,0.0150822227068877,0,0.828044242140837,-0.13632892151386,1.19163150709686,0,0,0,-0.0855945934661917
TRX,0.0737013496050293,0.0819503768657267,0,0.314803213841938,-0.233178117076567,0.132377356306199,-0.246316317897756,0,0.207083525845848,0,0,0.334216111008723,0.29781358064043,0,0.0402112557954594,0,0,0,0,0.184145639648123
ETC,0,-0.899300575356419,0.901642628451413,-0.550108866057873,0.423166583904753,0.27445907395697,0,0,-0.555534385054542,0.459854651263291,0,0,0.0502972043722791,0.81103251702002,0,0.603132792217472,0,0,0,-0.290449963308365
BV010082.Index,0,0,0,0,0,0,0.0334563091813893,0,0.0793809922259036,0,0,0,0.095729829246607,-0.182270932636368,0.0227443409318969,0,0,0,0,-0.016188555722884
CVIX.Index,0.0448300417388214,-0.0495106814432985,0,0.0295083648905649,0.106141213173629,-0.133837384031071,0.016779369494399,-0.0824614659061108,-0.182434366695552,-0.222124447070162,0.458314990005284,0.150440728760367,-0.14832557925853,0,-0.0429943125217266,0.418940405338827,0,0,0,0.0506383870118203
DXY.Curncy,-0.0430556787870573,0,0,0,-0.0239028758216043,0,-0.0470590437876507,0.0296351157057967,8.67361737988404e-19,0.0222870444135682,0.0448340504170165,0.00398483816964296,-0.00230645655526667,-0.0127124738632861,0.00420224464632765,0,0,0,0,0
SPX.Index,0,0,0,0,0,0.0383961798914416,0,0,0.0252670017877873,0,0,0,0,-0.0438098625470454,0.0105699963272348,0,0,0,0,-0.0459913149493757
VIX.Index,0.329413314672523,-0.552918666084207,0.722015793059247,0,-0.815184225835967,0,-0.816068595123224,0,0.438268448877929,0.217558374023376,0,-0.640282935560158,0.033176169245254,0.589658347108208,0.150217862948783,0,-0.139810760900499,0,-3.36077747920654,0
