,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,ATOM,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.126466508394454,0,0,-0.0224966701813232,0,0,-0.185907452153548,0.255486113664256,0,0.121440293607121,0.0355785056508907,0.0591183794172246,0.367561343788605,0,0,0,0
ETH,0,0,0.351258845180522,0,0,0,0.110946543471617,0,0.0699921644086896,0,0.233893278575353,0,0.244943446355189,-0.0101236857183554,0.0738982753244025,0,-0.290503708142558,0,0,0.0714485557401726
XRP,0,0.178784248598707,0,-0.0452302478483233,-0.107104376957675,0.529087438352203,0,0.142274423704725,0,0,0,0,0.0194990914250548,-0.0334077154651593,0.101729343765883,0,0.0697893396454102,0,0,0.031260151603924
BCH,0.56544028476901,-0.327583588933074,-0.261529306132551,0,0.547154915307285,0.336330325604905,-0.126357046907278,0.261466043552807,0.236996702125053,0,0,0,0,0.000425833122633846,-0.264430355173195,0,-0.295876885241549,0,0,0
LTC,-0.2619278148408,-0.441986791611676,0,0.0558077749292387,0,1.73974788312544,0.240465160108664,-1.31901703275425,0.0105959954131673,0,0.747251408126223,0.38123188967752,0,-0.144244727619522,0,-0.234287705381832,-0.19038296660041,0,0,0.0264160357954933
EOS,0,0.230993385672045,0.16363224057481,0.18726040986202,0.156186136557276,0,-0.0482839913311097,0.348732672068073,0,0.105589034497469,0,-0.392155286250312,0.142884661833499,0.100172423897058,0.0553600529055356,0,0.0502611912646699,0,0,0.0143817072626734
BNB,0,0,-0.16683510499257,-0.710342306310824,1.68453258194524,-3.32652181754341,0,1.79142211890333,0.608317029090455,0,-0.152828737546785,-0.428830625301693,1.23397770019,0.392881481568779,-0.333463742179005,1.97632851481386,-0.286815571401736,0,0,0.122586895047723
XLM,0,0,0.458323934201919,0.158109357355393,-0.482163743085399,0.480786432271847,0.11794516203892,0,0,0,0.348517704651541,0.150074105959416,0,-0.0475725158864844,0.133064387599,-0.110483527829046,-0.103958571129665,0,0,0.0301751831273322
ADA,0,0,0,0.113038409761274,0,0,0,0,0,1.1303569793406,-0.0113899892477944,0,-0.043963425299,-0.0670508651974703,-0.0906154132670522,0,-0.400632021178724,0,0,-0.0676475646235472
TRX,0,0,0,-0.0177848269876098,0.324777426278671,0.343130952130935,-8.67361737988404e-19,0,0.185641506653459,0,-0.0668525585976582,0,0.0632061164439989,-0.0140603989275266,0.0563708570645487,-0.300049097452546,0.359220289420375,0,0,0
XMR,0.754099890880358,0.695292897321156,-1.73472347597681e-18,0.197362436812629,0.111881027161704,-0.36678802288953,-0.0353550074403867,0,-0.159686841542404,-0.464018679532666,0,0.696120674885118,-0.120701781087872,0,0.0495712100459306,-0.359084175971573,0.309903960315978,0,0,-0.0453846582102302
DASH,-0.598040494918219,0,0,0,0.0629281554848536,-0.110799901701731,-0.113136636212168,0,0.133602585119859,0.0564400860331058,0.394990252047887,0,0.324215227413136,0.0858350736693079,0.0128424560145721,0.853280682292036,-0.234743029955069,0,0,0.0176455355412689
BSV,0.326330700359077,0,-0.36047724971951,0,-0.183958316227192,0.69286176151479,0.119805369573658,-0.271316057984093,0.473189182387222,0,0.0212021017324549,0,0,-0.00689773165452589,0.243654338362305,0,0.560470683649573,0,0,-0.121565559595578
ATOM,-1.12476754999199,-1.62218894082972,0.643680860631771,-0.172339704653632,-1.03869730955756,5.79082728497368,1.02363941350708,-2.5332633452514,-1.32962595548265,0,0.968618587441428,2.48482285799434,-1.88923349837187,0,-0.415581592602303,-0.836125040086254,1.73472347597681e-18,0,0,-0.123644662146752
MIOTA,0.377819441326952,-0.084197312826203,0,0.00162564090609675,0,0,0.121425517809934,0,0,0,0,0,0.108585279748113,0.0814714321445716,0,0,0,0,0,-0.0737646646083833
BV010082.Index,0.145928179408181,0.142047321619197,0.441309981940537,-8.67361737988404e-19,0,0,0.142018991615198,-0.208305263570192,0,0,0,0,-0.244063133191743,-0.0407879904777707,0,0,0.133129644513243,0,0,-0.0115410219362253
CVIX.Index,0,0,0,0,0,0,0.0573127213963206,-0.33434033141351,-0.638683182889921,0.742715869608161,-0.144584653572192,0,0,-0.00599347690785323,-0.0662394933951362,0,0,0,0,0.127237400443512
DXY.Curncy,0,0.0158832314450893,0,-0.0181054730389463,0.0217156172396268,0,0.0163158021332084,0,0.00548512961468029,0,-0.0541610007429977,-0.00137706879667368,-0.0265725280226521,-0.00228299935974124,-0.00423703648417315,0,0,0,0,0.00641506015522587
SPX.Index,0,0,0.01763501341224,0.000124986512738137,-0.0300577073093673,0,0.00339458775490893,0,0.0158640147938398,0.0165280430507692,0.0435160048593918,-0.0625714139817946,0,0.00249496335300519,0.00727677614744793,-0.120288728659221,0,0,0,-0.0356213032250852
VIX.Index,0,0,0,-0.159752895109209,0,0,-0.039167552576856,0,0,0.466021549625978,-0.376413032747309,0,0,-0.0538790448492598,0,-0.0713863312210233,0.118791286410319,0,-9.20836580005972,0
