,BTC,ETH,XRP,LTC,BCH,BNB,EOS,BSV,XLM,ADA,TRX,XMR,LEO,DASH,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0971009037229574,0,0.0539852694468002,0.142510949910268,0.00617777944009926,0,-0.00420299552141214,0,-0.0210628382940967,-1.38777878078145e-17,0.452069687894326,0,0.100060496497838,0,-0.284415699145269,0,0,0,0.139583269607231
ETH,0,0,0,0.359088999779889,0.314694008768495,0.416592984489797,0,0,0,0.0145511324504526,-0.113447460777477,-0.163187208303323,0,0.341515989280086,0,0,0,0,0,-0.112553538518682
XRP,0,0,0,0.157061746973656,0.239565051963855,0,0.0587064843639967,0.0477499188806954,0,0.362331005550435,0.00085806890603603,0,-0.0984636249512209,-0.310137937139116,0.0780380421354849,0,0,0,0,-0.0232390561032319
LTC,0.151678195436707,0.494925762692719,0,0,0.085593738734427,0,0,-0.0336632782257126,0,0.0582850107066083,0.0726870416264429,0.0418172949149538,0,0,0,0,0,0,0,0.110728724784238
BCH,0,1.20940359965143,0.347544728885894,-0.37063933151674,0,-0.189993863726474,0.145023033622583,0,0.141897398539122,0,0,-0.155309385676946,-0.084468438615843,-0.00486318758387618,0,0,0,0,0,0.260596137189808
BNB,0,0.314053682438642,0,0,-0.140494111909233,0,-0.0255420007544689,0.0889956445031814,0,0,0.133828192101532,0.172702267725851,-0.179581647697804,0.119953916092744,-0.0266404082933153,0.143271724496281,0,0,0,0.100950173828371
EOS,0.133200088549959,0.286634641933344,0.620173630315606,0,0,0,0,0.159265749966062,0,0,0,0,0,0.118626192407524,0,0,0,0,0,0
BSV,0,0,0,0.237416884444213,0.458269243965835,0,0,0,0,0.258252352149151,0.0400731553714374,-1.38777878078145e-17,0,0,0.130715747585192,0,0,0,0,0
XLM,0.199316241202278,0,0,0,0.064153063482553,0.0268760504532931,0,0,0,0.567566663089026,-0.0524094395728469,0.211469516242694,-0.385682800070038,-0.159771267567645,0,0,0,0,0,-0.0680104740193789
ADA,0,0,0.311590320059311,0.175035563513538,-0.00080791391246368,0,0,0,0.340275956510272,0,0.217351999440061,0,0.012078424845764,0,0,0.407125710747528,0.186811893952958,0,0,-0.118777061489868
TRX,0,0,0,0.437092724045972,0,0,0,0.346392531122512,0.595582284529847,0,0,0,-0.231564324512339,0,0,0,0,0,0,0.0351800388462959
XMR,0.637389045352298,-0.258166160736882,0,0,0,0.157585440317287,0.0628525066218514,0.118227908702804,0.440336176383482,0,-0.0869447994858341,0,-0.0933752384065657,0.160214343192076,0.247299345350155,0.400014444497588,-0.985522414481619,0,0,-0.209196719623711
LEO,0,0,0,-0.0400834012597159,0,0,0,0.0883365129015068,-0.533389545631249,0,0.0891116198864279,0.530045118413957,0,-0.160266868055199,0.0886047847967971,0.389892037485956,0,0,0,-0.115506591673511
DASH,0,0.215329515568194,-0.866161588709907,-0.092018666756313,0,0,0.425951635786263,0,-0.323424272084624,0.616097889396538,0.149255723116252,0.321826879352387,-0.124524276289321,0,0.120553131519848,-0.61085583611334,0,0,0,0.160578353372919
XTZ,0,0,0,0,0,0,-0.271589160605629,0.200077124289416,0,0,0,0.521301943083586,0.400761068766026,0,0,0,0,0,0,0.27092784943947
BV010082.Index,-0.412246900752943,0,0.597192017588564,0,0,0.0651867306267998,0,-0.0386687778111691,-0.370332686384447,0.169272385116061,-0.0942956121694153,0.330394402508798,0.15655106064994,0,-0.119599736902931,0,0,0,0,0.118829418540754
CVIX.Index,0.156190777268661,-0.102054677634481,0,-0.0474118553945421,0,0,-0.0508500394161991,-0.0467131571827791,0,0.20707029875534,0.0786872663654522,-0.16431713711666,-0.124636262132873,-0.0215380314632996,0.137922332180983,0,0,0,0,-0.0479819049279176
DXY.Curncy,0,0,0,0.0281628139340877,-0.00440570231524732,0,-0.00252721075842086,0.0169739538966489,-0.0183695408530378,0,-0.00491248971594048,0.00321431379552039,-0.004276968021628,-0.0360167003005986,0.00871545007014907,0.0687160809341408,0,0,0,-1.0842021724855e-19
SPX.Index,0,0,0,-0.0070391414589217,0.00908709571885453,0,0,-0.0124847078245632,0,0,0,0,0,0,0.00876224988368227,-0.0396086345599666,0,0,0,-0.0666216018167581
VIX.Index,0.922148666281926,-0.475058308679287,0,-0.307227534540208,0,0.380600245720682,0,0,0.0825415149729295,0.237190363811929,0.169296579266007,-1.00030834654169,0,-0.219735467150158,0.397760789793704,1.06615770918813,0,0,-3.87624527639992,0
