,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,MIOTA,XMR,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0152742590352317,0.187382617378332,0,0.503022602106091,0.0577360785726349,0.00277321927502044,0.0679269980950734,0.0485790834352337,0,0,-0.0208626764099994,-0.174833200772655,0.0266206884205109,0.148160776576436,0,0.759102104867232,0,0,-0.228060450183121
ETH,0.329208176320348,0,0.00431591190435987,0,0,0.333886671340464,0,-0.0609483434602863,0.0531755955910067,0.362630972303217,0.117288047091536,1.73472347597681e-18,-0.0386845751227741,0.0384068064323792,0,0,0,0,0,-0.0215765210028755
XRP,-0.705175441168852,0,0,0,0,0.0466429084344652,-0.123668036269998,0.26714037234615,0.183176247205315,0.263254348886938,0,-0.133465381774401,0,0.0527947832171861,0,0,0,0,0,0.383114797026132
BCH,0,0,0,0,0,-0.519089262539601,0,0.232702783486708,0,0,0.111379044771501,0,0.0214602374842258,0.167567567805026,0.195916127260497,0,0,0,0,0
LTC,0.0577044163807009,0,0.0747027390217435,0,0,0.0469253846711088,0,0.240519469949417,0,0.107911938991158,0.327289370307407,-0.0023943008020039,-0.0171224948204167,0.0169984202054922,0,0,0,0,0,0
DASH,0.0423399992671972,0,0,0,0.338697112906976,0,-0.0167909232419527,0,0,0,0,0,-0.0836005465567762,0.150228082627989,0.131199196421264,0,0,0,0,0
XEM,0,0,-0.191979990645406,-0.209050200690067,0,0,0,0.00995610156877426,0.0347617551408328,0,0.710810820305097,0,0.0755700375101952,0.084284180259844,-0.014659968557351,0,0,0,0,0
NEO,-0.313346736009023,0,-0.221891254479533,0.243393813013999,1.23073934489424,0.0110523139125951,-5.55111512312578e-17,0,0.221010005899736,0,0.279304593835964,0.224550341021764,0.263147852418213,0.237018194021094,-0.222109983259451,0,0,0,0,0
MIOTA,-0.28194462920768,0,-0.150747523264468,-0.0649846566019558,-0.335246235543259,0,0.333931560005842,0.134094085055488,0,2.55651234131131,-1.04806094169255,0.225783313003061,-0.465314404744582,-0.0210901279914536,0.719710720534997,1.5908034233665,0,0,0,-0.0663012522942445
XMR,0,0.155517556456975,0.0370471390032234,0.0603258224240124,0.281812573257515,0,0,0,0.0403449281888786,0,0.303751751423636,0.0939813747594588,0.128657185937359,0,-0.0963259517648725,0,0,0,0,0
ETC,0,0.238154739843013,-0.0845474139808268,0.180715177966921,0.395577073344021,0,0,-0.0480911591760422,0,0.1793191748723,0,-0.0601547390580544,-0.0922344248218201,0.0340326471131218,0.152726191817148,0,-0.180565225847368,0,0,0
ADA,1.79531457478619,0.127922726885734,0.202601698687485,0.689699028727798,0.236767268771357,0,-0.334789473073924,0,1.16922866612511,-4.93885283171324,0,0,0.842131961289634,0,-0.773844047953374,0,-1.32097784672168,0,0,2.18066592015894
ZEC,0,-0.71849293555807,-0.30119552623219,0,0,0.721671079277072,0.319712983758619,-0.0747916784667426,-0.373458712181153,1.39895898208484,0,0.0489197234819598,0,0.0607498773230609,0.57445296485855,0,0.968953113428363,0,0,-0.298988488047178
XLM,0,1.13821535667693,-0.206245898336094,-0.583054701286453,-0.856118314718295,0,0,0.29687369504848,0,0,1.29324507932998,-0.0196864238524423,0.173038677057576,0,-0.0996615799503576,0,0.308634021151306,0,0,0
EOS,0,0.169838273372095,0.0901513814617427,0,0,0,0.0199476442037463,0,0,0,0,-0.0768584004284524,0.59188789891937,0,0,0.993304650672413,-1.09882881412249,0,0,0.699901662104894
BV010082.Index,0,0,0,0,0,0,0,0,0,0,-0.110363698944245,0,-0.0328046948923898,0.0401678824251604,0.0356828879777193,0,0,0,0,0
CVIX.Index,0,0,0,0.135633940628237,0,-0.21868889934425,0,-0.0379548155224074,-0.0201928936474641,0,0,0.0406399368068595,0,0,-0.023324293846963,0,0,0,0,0
DXY.Curncy,0,0,-0.0135634667377359,0,0,-0.0274102263329448,-0.00230410485808788,0,0,0,0,-0.0219344017743818,-0.0119398220721231,0.000568401311617516,0.0228983026970978,0,0,0,0,0.0439591724886647
SPX.Index,0.00499072553562352,0,-0.00637947122681789,0,0,-0.0227920262493467,-0.0183496820921712,0,0.0106171046035904,0,0,-0.015008060625555,-0.0223224611467186,0.0152932363110801,0.00580537551005033,0,0,0,0,-0.0279601903892173
VIX.Index,0,-0.108411023771129,0.0866774344684874,0.0020893933533616,0,0,0,0.0757489367519866,-0.218158247404359,0.567883804187462,-0.308398275605041,0.345902883140838,-0.193039914853447,0.0963616001648323,0.193119355861498,-0.227543716443109,0,0,0,0
