,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.148655904471047,0.19293713031728,0.0705267523553933,0.0311610330093131,0,0.388236959103435,0.184536269949912,-0.328148333830784,0.672005864822452,0,0,0,0,-0.0531077799080292,0,0,0
ETH,-0.720035532298058,0,0,0.736576951796381,-0.0871950132940807,0,1.43643010293268,0.159212886104791,-0.204951005344954,-0.658853614445554,0.0816075244499942,-0.531290812196401,0.384523201783432,0.468918055319188,0.479871149995557,0,0,0.500608926107403
DASH,-0.0244551787872476,0.194600093517014,0,-0.0723169497206849,0,0,0,0,0.0764973763337927,0,0,1.47798628210901,0,1.57405052039094,0,0,0,0
XMR,0.476820031275331,0.740297463774575,0.121578468909681,0,-0.107603513852249,0,-0.3817585486595,-0.171883955246187,0.168520298999133,0,0,0,-0.444733567117993,-0.044270924391843,0,0,0,-0.7800994832097
XRP,0.215119253454756,-0.0589662541940115,-0.0118616053815091,0,0,0,0,0,0.210174999006395,0.0364490101514663,0,-0.185440357700973,0,0,0,0,0,-0.0651167090105331
LTC,0.1765825169875,0.0430340467181172,-0.00969956263590633,0,0,0,0.0828979174470402,-0.118155441088422,0.124646542522361,0,0.047986408936107,0,0,-0.0234061147942982,0,0,0,0.0488291296445305
ETC,0.55348574297607,0.547072381791553,-0.000269595244446752,-0.390331810800885,0,0,0,-0.0660532036775613,0.169139813735083,0.367619816499761,0,0,-0.232272056769407,-1.42983139419261,0,0,0,-0.0974103037105389
XEM,0,0.504287849001411,0.26330311161113,0.343790880617636,0.913565704500639,-1.84918986404095,-0.644630777065595,0,0.135449898937797,0,0.275995122800589,-0.0263202295038464,0,0,0,0,0,0
ZEC,0,-0.199796450058418,0,-0.0477754934674892,0.0354306983436445,0,0.953117880488969,-0.0262986408129338,0,0.502964115690668,0,0.288441206589634,-0.0479039434715508,0,8.67361737988404e-19,0,0,6.93889390390723e-18
DOGE,0.188283602825384,-0.0966409587530336,-0.0150373655205908,0.243590071630647,-0.0431922436549084,0,0.0304717492728553,0.0481667611247399,0.14851314734986,0,0,-0.171628135762547,0.223256090406528,0,0.367794251830427,0,0,0.190007126404802
XLM,0,0,-0.0861233626257943,0.123170977046954,0.210902309292905,1.36752485005521,-0.234312200566341,0,0.0643508942039679,-0.45016550783775,0,0,0.615425803914956,-0.219816328641339,0,0,0,-0.066091135248435
NEO,0,-0.0850979162928742,0.108946675724186,0.066644120222186,-0.468912642056021,-0.762136635766393,0,0,0.521833176915215,0,0,0,0,0,0.0733103316959475,0,0,0
DGB,0,0.57437481330566,0.288952640405698,-0.888480525262276,0,0,-0.456642200384822,0.222690597203824,-0.219550122838506,1.12153907383165,0,0.159574877302841,0,-1.11760731694874,0,0,0,-0.808307520475706
BV010082.Index,0.0591068081864444,0.0196893642951194,0.110581781077609,-0.268778489427693,0.125070090651904,0,0,0.073792571988742,-0.176550201590385,0.547841587044303,-0.0215583824987713,1.73472347597681e-18,-0.176114306148447,0,-0.224282517009268,0,0,0.0928337302693082
CVIX.Index,0,0.0412179545560789,-0.127060526932111,0.0200835149170844,0.560601935869012,0,-0.14941026985811,-0.0421482360828494,0,0.306482408944362,0.0721136807790305,0.186780901466059,0,0,0,0,0,0.531489616006028
DXY.Curncy,0.00728540779848902,0,-0.0115495890564834,0.0175475034937204,0.0445546246506616,0,-0.00408165444363908,-0.0102883425121448,0.0113034361293201,0.00287500811358689,-0.00973059592882629,0,0.00674230683321862,0.133072757651984,0,0,0,0.0345331794393062
SPX.Index,0.0122249181265713,-0.0112631926182762,0,-0.000436119428872921,-0.0243372699829716,0,0,0.00730301009774364,0,0,0,0,0.0151833524933918,-0.082013344445803,-0.00339091609578421,0,0,0
VIX.Index,0.392648579525565,0.523865731899733,-0.0190277075783464,-0.599141756971046,-0.493620867047543,0,-0.540700907880229,-0.00134339757313297,0.196731823805303,0,-0.266106446734865,0.0583895561574931,-0.194595087617866,-1.20729158104905,0.594180090462086,6.91540707650294,0,0
