,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.200203226277004,0,0.0433629144875831,0.174390119500607,0,0,-0.188234530792213,0.659293372646145,0.18214573022421,0,0,0,0,0,0,0
ETH,-1.0851328950243,0,0.001110852590124,-0.0293794037006235,1.33769164087187,0.889973084374521,0.709768549067927,-0.00736735122177491,0,-1.22909982324218,0.46573603967452,-0.742133730140638,0.360309108826503,1.62102980423865,0,0,0,0.553308594123154
DASH,0,0.256553840133924,0,0.277554653415971,0,-0.228667970904959,0,-0.0370088492116856,0.0641797965369479,0,-0.202300690344057,1.26082422531395,0.0382128469141127,1.34459385273006,0,0,0,0
XRP,0.221454998448177,-0.0527942665236582,-0.0438749995183637,0,0,0.0404007145145781,0,0,0.219359750821035,0,0,0,0,0,0,0,0,0
XMR,0.205377199839389,0.489686230590853,0.167118678728411,0,0,-0.25625356605313,-0.591864171685792,0,0,1.19897528636236,-0.132675221473041,0.0735308814031842,-0.339977695912189,-1.68077998567496,-0.560708217414696,0,0,-0.0747520786351734
ETC,0.434591877311986,0.581677837801158,0.0195016649139635,-0.099707947310097,-0.602758339533541,0,0.324693943644204,-0.0243608023228559,0.0886513860931334,0.607497469673472,-0.25288049359623,0,-0.152744610572314,-1.7855467460438,0,0,0,-0.174930145581987
LTC,0.198866936336621,0.0541480898378553,-0.0203546926668342,0.0361364411474714,0.00215927322903091,0.0433996277503918,0,-0.121772048943878,0.109587594452203,0.0133077590520888,0,0,0,-0.0899183995429811,0,0,0,0.0239860498303321
XEM,0,0.370188875160205,0.186738950367701,0.221893244029497,0,0.335620558071038,-3.16082687272827,0,0,0.32272383650158,-0.162985333201836,0.199914383102155,0.413914297090039,0,0,0,0,0.0341141694935846
ZEC,-0.8094556388191,0.194149514181157,0.272324735108994,-6.93889390390723e-18,0,0,0.880415678612852,-0.0520238172674741,0,0.625211340829535,0,0.18662530171641,0,0,0,0,0,-0.271312078545765
DOGE,0.106328103240303,-0.100076491278774,-0.0455494511818923,0.0296404360014183,0.211598573070218,0.180334098483418,0.349614634529573,0.0591387660950049,0.119762035018858,0,0,0.00201736754418611,0.161989409374511,0.663896640003821,0.330134082586531,0,0,0.11648030584703
XLM,0.0508730894519088,0.300159758672135,-0.114447684097466,0.405684323054092,-0.292318025290555,-0.220062632726548,1.62195833397281,-0.0603908577587525,-0.354287851968472,0,0,0.246617690087404,0.613518999296281,0,0.199818073878274,0,0,-0.797104243971689
NEO,0,-0.208745441111741,0.152218623546698,-0.121807300059066,0.1801056615052,0,0,0.105595586808724,0.171113487289605,-0.36336785741578,0,0,0.0540646912599311,-0.637352146760736,0.553197640226472,0,0,-0.10784810642217
DGB,0.374004885539713,0,0.336892700862703,-0.199712099275542,-0.536149996952889,0.331864496287012,-0.308085486342813,0.173405349178853,-0.129759875321308,0.168212891270987,0.444265471813702,-0.197079882349373,0,-0.89419143218259,0,0,0,-0.0483566855598008
BV010082.Index,0.265064317611054,0.114064230171974,0.0419024118154232,-0.0404822370183114,-0.289455079023194,-0.171990292445385,0,0.0211047544130698,-0.0332491380449111,0.332568124915046,-0.0449508009627386,-0.0143213447977415,-0.147391903328773,0,0,0,0,0
CVIX.Index,-0.194838840470334,0.0126518860310149,-0.00246833886329023,0.0896643667375659,-0.0518575575543363,0.0686754009737153,-0.731111117898873,0,0,0.85685901383642,0.284419686751836,0.15924076979717,-0.322667278305683,0,0,0,0,0.401736375405427
DXY.Curncy,0,0,-0.0182993508090735,0.00139473819442643,0.00446380255667336,0.00825004893322731,0,-0.0137347360193366,-0.00339318991432755,0.0406789606181661,0.00347461833333378,0.0361990909902699,-0.00115545627419382,0.139457445017436,0.0237275828863095,0,0,0
SPX.Index,0,0.00649396842863162,-0.0120202066686491,-0.0252015634829426,0.0159606022770575,-0.0160215967697381,0,0,0,0,0.0565351813314958,0,0,0,0,0,0,-0.0157618746596706
VIX.Index,-5.55111512312578e-17,0.152209897037035,-0.0939226423721768,0,0,-0.243827402855906,0,-0.154674984381515,0,0,0,0,0.211340678300259,0,0.465288179087256,0,0,0
