,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.175165023647839,0,0,-0.00925720662144596,0.192034729399112,0,-0.0378091270415082,0.0573344737396285,0.0937928891592186,0.0483743006881324,0.100347941992386,0,0,0.029342401706521,0,0.113036462817998,0,0,-0.0922223051145813
ETH,0.108527293305512,0,0.569595089817112,0.0976636784376776,-0.0147985878050535,0,0.0819003100918547,-0.128157916979119,0.0186906476456926,0,0,-0.233143795609062,0.305643235588514,0,0,0,0,0,0,-0.0498517662703355
XRP,0,0.160695973929396,0,0.0281340144365049,0.0136084378944434,0.160968613208831,0.0791931459790729,0,0.054398245903946,0.120917670252454,0,0.124254384038387,0,0.220079731936873,-0.031243435078454,0,0,0,0,0.0695838654257729
BCH,0,0.245346152146048,0,0,0.0700319443106906,0,0.0968336599906477,0,0,0,0.25991054696131,0,-0.0197223968188306,0,0.154272650535463,0,0,0,0,-0.0915323038097871
EOS,-1.42931991991626,-1.11022302462516e-16,1.67271432463686,0,0,0,0.837420511786448,-0.51554965109725,-0.314742217594047,-0.557893611742856,1.44373151977587,1.17342042260072,-0.0207520905953855,-1.25732076277322,-2.77555756156289e-17,0,0,0,0,-0.265221810150058
LTC,0,0,0.200263881291227,0.112438526151921,-0.107163620937816,0,0.203983893940912,0.229410870520388,-0.0354463924840512,0,0.00276450790662318,0,0.0183305540332625,0,-4.33680868994202e-19,0,0.399088152711629,0,0,0
ADA,0,0,0,0.167680813079129,0.027301618446003,0,0,0.250028018980532,0.163143292900548,0.202801421925275,0,0.117451566032236,0,0,0,0,0,0,0,0
XLM,0,-2.16840434497101e-19,0,-0.087317971569763,0.11537980196818,0,0.177009548141881,0,0.0265230497266752,0.126467602588649,0.275765437164973,0,0.277993899079851,0.103589292914646,0.0101258061090771,0,0,0,0,-0.0972837493028669
MIOTA,0,0,0,0,0,0,0.0418395204477549,0.312953299905757,0,0.29141922555001,0,0,0,0,0.303514202113432,0,0,0,0,0
TRX,0,-0.0560298614109444,0.59676715558001,0,0,0,0.0862969854644748,0.174107226241794,-0.181403165011723,0,0.506114681711436,0,-0.207868440719185,0,0.101363590808304,0,-0.449339312532285,0,0,-0.136006620414915
NEO,0,0.229883266032987,0,-8.67361737988404e-19,0.187715386961764,-0.0782506344481905,-0.00831435173733291,0,0.0516281996701723,0.0809015079570014,0,0.161410773940817,0.233545156362292,0,0.272753755214841,0,0,0,0,0.0996575416647008
XMR,0,-0.380102247387172,0.36801793167555,0,0.100539017004296,0,-0.108851469512693,0.0750968165829034,0,0,-0.228179451824016,0,0.379295544628236,0.517402580504319,0.114429869420981,0,0.17190261708987,0,0,-0.0498932626902426
DASH,0,0.387696803599056,0,0,-0.103340320809405,-0.136080255198716,0.119978848153922,0.192758562108975,0.0351938998327121,-0.0458622115448434,0.175706115052038,0.207936251707445,0,0,0,0,0,0,0,-0.00799125440969689
XEM,0,0,0.928076774002113,-0.117879870053492,-0.0296625611740698,0,0,0.199567090395126,0,0,0.10626222587002,0.177406543573133,-0.206185166227025,0,0.23029613105046,0,0,0,0,-0.219798144365102
ETC,0,0,0,-0.177758660266103,-0.230572338214751,0.577681548595211,0.22561775888224,0,0.0666409642663563,0.105447834786712,0.235694784989892,0,0.244907254340351,-6.93889390390723e-18,0,0,0,0,0,0
BV010082.Index,0,-0.202057216492309,0.248543677179035,0.0915998025178886,-0.0290485143258435,-0.124830165399379,0.0960018156120028,-0.0483707628418934,-0.0297469236250427,-0.0396333702295287,0,-0.0539853533337902,0.159094719082247,-0.0790629541707184,-0.0269118674893042,0,0.187070869658484,0.0733403222096652,0,0
CVIX.Index,0.336117223041346,0,0,0,0.151500134812343,1.73472347597681e-18,-0.32269110810022,-0.0220742911363097,0.0715816700241573,0.0817204895495942,-0.0709789627203771,0,-0.144410946251646,0.109946239924266,0.046858216193517,0.576535753352329,0,0,0,0
DXY.Curncy,0,-0.0213776668897672,0,0.011341412899245,0.00157395112515642,0.0116007202705306,0.00303537984827889,-0.00778541826997243,0.0087528190253604,0,0,0.013761535070919,0,8.67361737988404e-19,-0.000401093849189154,0.188097270427114,0.0242648262940511,0,0,0.0295244850899252
SPX.Index,0,-0.00433803404490008,0,0.0463293161951826,0,-0.0198546579608724,-0.0302200227851814,-0.0298656793468241,0,0.042366004177993,0.00242151804036068,0.0283001173934471,0,0,0,0,0,0,0,-0.095499124586326
VIX.Index,-0.114456535454323,-0.541012431599152,0.982227530414871,-0.0306996423395443,0.0489808891930577,2.77555756156289e-17,-0.40279141586417,-0.31168369646469,0.273826830710528,0.105103929046297,0,-0.800679836331407,0.802600193283507,0,0,0,-0.533063262656936,0,-5.12947789150854,0
