,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.347161063232061,0.371476260195216,0,0.528479050422182,0.01391249542306,0.0505243469058409,0.23200328799151,-0.15566789234441,0,0.0710240614063296,0,0,-0.216935849592137
ETH,0,0,0,0,0.977076643546503,-1.22454983518832,0.214626329433172,-0.347913594031984,1.12983427373613,0.0491178401963579,1.68162592138456,0,0,0,-0.528116258692446
LTC,0.802822879770843,-0.089554533095669,0,0.131720452820164,-0.0701044628977651,-0.605194783456422,0,-0.00790066206745315,-0.252065240517782,0.0333995889541412,-0.42719941203728,-0.100521274683915,1.34447805842197,0,-0.0662057981292878
XRP,0,-0.0341431989371393,0,0,0.129637666828035,0.164676856421052,0.0646461093555608,0.0201771552779067,0,-0.028316675770017,8.67361737988404e-19,0.0681743625534926,-0.794173264270508,0,0.179568204350976
DASH,0.254315222192348,0.162585684315539,0.298969170232668,0.54874352888611,0,0,0.253073974958065,0.433594218123454,-0.874397493451678,0.0743194212730825,0.394120007555674,0,0,0,0
DOGE,1.14525537520123,-0.0941774706420128,-0.736105961119925,0,0,0,-0.0175795467952948,-0.112154554071326,-0.35269808292061,0.142001249360609,-0.607922400127971,-0.189080597450914,0,0,0.206560787991805
XEM,1.19545722131488,-0.251360904935795,0,0.343108666006565,0.446223550384291,0.371268257648069,0,0,0,0.783721799070075,0,0,0,0,0.778923476567482
XMR,0.565444579367646,0.277409170574418,0.351837454678542,0,0,0,-0.152875955612768,0,0,-0.12801746428766,0,0,0,0,0.0634377347753494
XLM,0.775646353947322,0.0811946007162687,-0.203373659720094,0.24787928315787,-0.285875523436127,-0.428307252892582,0,0.114493378548676,0,0.182789675203093,0.00252365143764694,0.119349207724274,0,-2.10894877221884,0
DGB,-2.62548732923231,0.173046884018583,1.30732119207981,0.061449327114682,-1.38777878078145e-17,1.83145538870163,0.321922503939336,0.768416414995018,0.0546978025565165,0,0.476244887871265,0.955875057498534,0,0,-0.986404502946498
BV010082.Index,0.980866733116347,-0.0882484451424508,-0.807798451852738,0.422442448373242,-0.0696493823755992,-1.01752202507018,-0.0533213051783968,-0.085790703904694,-0.392594076930188,0.147327401821026,0,-0.0598249601424279,0,0,0
CVIX.Index,0.0924818265373054,-0.200004376996562,-0.323896222482004,0,-0.193300703080719,-0.592026263556164,-0.112076509983435,0,0.978554792664765,-0.00878982667036668,0.362724348152792,0,0,0,0
DXY.Curncy,0,0.0104745317314194,-0.0135862344198204,0,0,0.111980098942813,0.0447554816281341,0.00312061584431793,-0.0478591352817171,0.0106837438156779,0.0453226613944794,0,0,0,-0.00282897546085138
SPX.Index,0.0803241997196675,0,-0.0240886556513757,0,-0.00288421200712802,0,0.0292547984941913,-0.0188456451872556,-0.0930317334570317,0.0308617420714712,0.0408896673701226,0.0754155713339906,0,0,-0.0993876262731723
VIX.Index,-0.0367881478152834,0,0.0514333727998509,0.518192689654315,0,0,0.235683884827823,-0.0979007230443008,-0.536176568110134,-0.136516438880061,0.440454214384395,0.697465309916358,0,-5.24971202499293,0
