,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.260953014461656,-0.0694583781687221,-0.0200531604135796,0,0,0,0.139961980025097,-0.0423257154709569,0,0.246303801123506,0,1.73472347597681e-18,0,0,0,0,-0.289079643048025
ETH,-0.22136101794879,0,-0.0172020157647626,-0.0990547362262785,0,0.896413147831384,0.303383428127393,0,-0.14821157319198,0.183890046699305,0.0408497525884798,0.304938551529802,-0.124258336966537,0.668334906239633,0,0,0,0
XRP,-0.388916643398602,0,0,-0.28683351262989,0.270063682888275,0.449103765223594,0.532264922835802,0,0.162057381805804,-0.404602402543878,1.3996211541383,0.212577570577686,-1.3056670639112,0,1.6665597175963,0,0,0
LTC,0,0.0205635493285136,-0.063051781711323,0,0.239978331250827,0,0,0,0,0.34111618601099,0.27872319342881,0,0,0,0,0,0,0
DASH,0,0,-0.111627513788291,0.137855164917289,0,0,0,0,0,0,0,0,0.16990951634907,0,0,0,0,-0.159604059327795
XMR,0.250157352958591,0.360684260827245,0,-0.00994393334295754,0,0,-0.260013867088285,0.231530217066893,0.270501688266517,-0.137973325361652,0.0859182906420354,0,0.0787965604161527,0,0,0,0,0.45178982245359
ETC,6.93889390390723e-18,0.200568352419767,-0.0048532122593699,0.363909948631436,0,0,0,0.200704701434495,0.541670799284609,0,-0.044994588360538,-0.0383956976853455,-0.195017213746868,0,0,0,0,0
XEM,0.355548933537082,-1.38777878078145e-17,0.604693322463074,0.192173981226738,0.0498862452934717,0,0.538124752138943,0,-0.166198739419688,0,-1.26468500899915,0.383615030931188,1.0231001954516,0,0,0,0,0
ZEC,0,-0.0884863709506793,0.128804351120102,0.0199889275260245,0,0,-0.00267512870550165,0,0,0.237644937103632,-0.398833318795066,-0.310719101119532,0.13210929027897,0,0,0,0,0
DOGE,0.0866876069442669,0.786948376327047,0.321454772020615,0.245068828961512,0,-0.0259145835748215,0,-0.451958593923839,0,0,0.154991401880805,0.145525823986638,0.608108325416667,0,-2.01233165717971,0,0,0.772623806852056
XLM,0.648612780618865,0.240736295422296,0.447905259843277,0.206933655996506,-0.129133409131634,0.0759207716179983,0.344937665564671,-0.445466116425167,-0.0868116825525144,0,0,-0.168048193088811,0.693228338193329,0.286610499415934,0,-9.39711390594713,0,-0.300395021610012
NEO,0,0,0,0,-0.202033066785797,0,0,0.00623917484348834,0,0.0245524625025109,0,0,0.152538932439877,0,0,0,0,0.11783456781058
DGB,-0.351400697632514,-0.0953893417849558,-0.156757727722747,-0.196938829484136,0.280305274057204,0,0.572081354520804,0.265510729026236,-0.044332632801132,0,0.46810387201381,0.711745778540489,0,3.56105871680916,0,0,0,0.650017282566904
BV010082.Index,0,0.0263028949763454,-2.16840434497101e-19,-0.00926888006354768,-0.0169547273168757,0,-0.0657414395671984,0,0.00050166919774184,0,0,-0.0104961732197909,0.0313714726805817,0,0,0,0,-0.143486639481158
CVIX.Index,0,0,0.021944240186161,0.02011064812524,0.0726732290839471,0,0.03966357144125,-0.0122982112193031,0,0,0,0,0.0415722404910319,0,0,0,0,0.0582435846057674
DXY.Curncy,0,-0.00525360780232282,0.00344399449017511,0.00490074859928954,-0.0182563982645424,0.024570989594093,0.0121011203808898,-0.00533231325711964,-0.0190489198499655,-1.82060378145354e-05,-0.0108139642953555,-0.0131670298611546,0.00734937138380539,0,0,0,0,-0.0364254222815347
SPX.Index,0.0133506514225224,-0.00125631760393815,0,0.00389420483863941,-0.0230773161188712,0.0149232699309551,0,0,-0.00991570117290511,-0.00653272220004015,0,-0.0195168253915417,-0.00136589985929493,0,0,0,0,-0.0766698290934951
VIX.Index,0,0,-0.0140826956813398,-0.062612691621506,0,-0.177311297312363,-0.0765044967851912,0,-0.0471068578662619,0.0397507155746905,0,0,-0.0648999815269976,-1.83907351104612,0,0,0,0
