,BTC,ETH,BCH,XRP,BTG,LTC,DASH,MIOTA,ETC,XMR,ADA,NEO,XEM,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.147309724671461,0,0.121100022760764,-0.0572554600227529,0.900980900946831,-0.261703716881763,0.341344992532729,-0.255114648589644,-0.0379559258000862,0,0.00790603919698567,-0.627271318818885,-0.0479790257234216,0,0,0,0,0,-0.399338951135535
ETH,0,0,-0.0399295604204548,0,0.0290228795766372,-0.309932868966784,0,0.00570179854311361,0,0.0571123237183175,-0.0397357666871612,0,0.400975703620672,0,0.162232089893227,0,0,0,0,0
BCH,0,0,0,0,0.25047381984955,-1.20358655152531,0.711691915218789,0,0.456233688448009,0,0,0.582687578431042,0,0,0.0124167085712744,0,0,0,0,0
XRP,0.0342481235895888,0,0,0,-0.00578648505293945,0.302311490044539,-0.0908615715637804,0.0506963083729162,-3.46944695195361e-18,0.0541821070190635,-0.0314170396932686,0.0561847951228056,0,0,0.0165149600995744,0,0,0,0,0
BTG,0,1.37642030488237,1.23264292634073,-0.850148234471018,0,2.62191257771692,-0.218627196514339,0.921563049957981,0.864013163520142,0,0,0.196931811482371,0,-1.21400399835527,-0.567098830129486,0,0,0,0,0
LTC,0.110617336618878,0.179337540170446,-0.0646034984349287,0,-0.0314044492105514,0,0.0157489063884129,0,0.190018863558308,0,-0.0615133784203638,-0.0403763427559104,0.40883440776119,0,-0.0824006409982298,0,0,0,0,0.0590144760402662
DASH,-1.55886515512967,0.027394363243204,0.237026905187046,0,-0.164190856278802,1.53698492516407,0,0.550765666501001,-0.824962271276867,0.773416072510474,0,-0.0986022528803117,-1.2406319263953,0,0.12254793380977,0,0,0,0,-0.251206542609101
MIOTA,0.443669005706144,-0.539386249703927,-0.0973152767911536,0,0.0721982731376312,-0.91106353024725,0.341584689647326,0,0.439518876561389,0.516524086511731,0.145326249572368,0.139485899060776,0.797233003512995,0,0.134670161366905,0,0,0,0,0.961778057760386
ETC,-1.19921368212673,0,0.0540686659850805,0.697897895461733,0.11864240232423,1.0847589406582,-0.335947805036372,0.413684966427106,0,0.0838130948888825,0.194553603656123,0,-1.25104541336434,0,0.44785542922292,0,0,0,0,-0.398809476134006
XMR,-0.00925569865336041,0.151877435200271,0,0.29743885658634,0,0,0.297084153667507,0.102667020395241,0,0,0.106634532887386,0.223772496755805,0.260810102396006,0,-0.0419089535959112,0,-0.0763831268556359,0,0,0
ADA,0,0,-0.0926229777877174,0,0.0623132505397822,0,0,0.0853496692779029,0,0,0,0,0.424197274230568,0.320720849422905,0,0,0,0,0,0
NEO,0,-0.491350624854379,0.465901053513741,-0.335851714773118,-0.131530201737234,1.05282559717514,-0.386698986808432,0,-0.529244064741274,0.886076748538572,0.0388825134994394,0,0,0,0.447571854364213,0,0,0,0,0.222711358557747
XEM,-0.242111876651128,0.404834313698935,-0.0252422827668249,0,-0.00282856618028255,0.474205217608952,-0.0674162172801011,0.147061831582291,-0.147426250752458,-0.0257348393578728,0.121175457086234,0.0876528348603458,0,0,0.0116979352833077,0,0,0,0,-0.134542600676836
XLM,0.0837031079730986,0,-0.0466444472174391,0,0.0334993137531156,0,-0.0919302507386896,-0.0780019796245155,-0.0310673186462567,0.133277696591701,0.399277610114418,0,0.238420346873903,0,0.395650830407411,0,1.18101518977102,0,0,-0.207282134776526
EOS,0,0,-0.0346692665800767,0,0,0,0,0,-0.00405647582875336,0,-0.0759189475014182,0.281836734678002,0.516237192800761,0.0408571124397267,0,0,0,0,0,0
BV010082.Index,-0.00224238714789563,-0.0882907312256839,-0.051311549783752,0,0.00741146954336106,-0.0782868766663703,0,0.0153676672127264,0.0606358127320278,0.0770772343602786,-0.0482579919365298,0.0531110165378834,0,0,-0.0358854612089544,0,0,0,0,0
CVIX.Index,0,-0.0807763412392763,-0.0155535153920777,0,-0.000897999604384731,0,1.35525271560688e-20,-0.0065420219574171,-0.0151291114378469,-0.00531773294788939,-0.0292468065158446,-0.0349433792189868,0,0.0721457346768709,0,0,0,0,0,0.105517116845596
DXY.Curncy,-0.0088983707275788,-0.0151870462095149,-0.0259574673334976,-0.0303281350776196,0.00126279417751416,-0.0584376027186226,0,-0.0215773492926576,0.0230531133656794,0.0424471141975364,0.00336597940610744,0.014357490598039,0,0,0.00186413911474055,0,0,0,0,0.0287782215951534
SPX.Index,0,0,0,0,0.00236920664252943,-0.0375435809080284,-0.00712416020692478,-0.00316709717350054,0,0.0198019352575947,-0.0132323301924545,0,0,0.0387165267172277,-0.00807529853985859,0,0,0,0,0.00577472660059963
VIX.Index,0,0,0.0965181994108081,0,0,0.21948546801819,0,0.130913397434414,0.11980434766955,-0.455952593047589,0.024933417289079,-0.200346841381911,0.0323167987059084,0,0.010180413496153,0,0,0,0,0
