,BTC,XRP,ETH,BCH,EOS,LTC,XLM,TRX,BSV,ADA,BNB,MIOTA,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.00784378683949298,0,0.135729567503884,0.270491983827069,-0.0276228923397809,0,0,0.0467228784482339,0,0.12134140598962,0.177722932615327,0,0,0,0,0,0.0168692279972679
XRP,0.029379893539103,0,0,-0.0995095086680227,0,0.00740549275888151,0.22871332511539,0.0300517016237414,0.0976332470960496,0,0,0,0.103423887604291,0,0.441566865065046,0.175713832556872,0.16721292127786,0,0,0.0473709630168468
ETH,0,0,0,0.273104128590817,0.277791457275007,0,0,0.0439281244457292,0,0,0.0521486474245132,0,-0.179553262822647,0,0.468724192980869,0,-0.0256195353129354,0,0,-0.0880704157670921
BCH,0.106025783456943,-0.112130319390335,0,0,0.409493989932276,0.132648151652653,0.111820137891802,0.0349417540320617,0.461968098396442,-0.241165959011196,0.0870738128532802,0.0420671782380344,0,0.0810424951894379,0,0,0,0,0.812693673291892,0.231776291994813
EOS,0,0,-0.157153647171616,0.625152518484503,0,-0.103869360563943,-0.178419997164271,0.0379158912406805,-0.0358952196868575,0.623039407993797,0,0.101621508963826,0,0,0.0767317151449234,-0.0560677700853143,-0.109781140648214,0,-0.485726978866417,-0.0908238160159872
LTC,2.21317710668734,0,0.247163702204493,0,0,0,-0.280959146764677,0,0.226806149749934,0,0.237703509733361,0,0.28789775897481,0.152918648900752,-1.51330271936142,0.223376577423391,0,0,0,0.137404003732648
XLM,0,0,0.109292878939604,0,0.279177252468689,0.0934764882582162,0,0.078792347173868,0,0.0884146600765396,0,0,0.0470404884168718,0,0,-0.126674149666041,0.00849923280155625,0,0,-1.73472347597681e-18
TRX,0,0,0.693257641927597,0,0.278143540702506,0.191783571769363,0,0,-0.325589583209239,0.897293837247953,0.467767634857266,-0.482443679926402,-0.304594917837547,-0.773928501794387,-0.307758917545781,0,-0.697415992997651,0,0,0
BSV,0,0,0,0.210686686616199,0.45158409901054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0.39705335042842,0,0.273488905539888,0.204691240360999,0,0.0476080379135355,0,0,0.0925375383054382,0,0,0.0332900416109597,0,0,0,0,0,-0.0366125022165258
BNB,0,0,0,0,-0.111112288955216,0.0774243278187262,0,0.127920922220897,0.156612914156427,0.315817873599178,0,-0.116352150358142,0,-0.526198905217937,1.28180113380351,-0.158421796812344,0.147674695097978,0,0,0.049014084572956
MIOTA,0,0,0,0,0.18848956473682,-0.147636761448161,0.0778410397325229,0,0.143823089126725,0.0838438719659139,0,0,0.0823224489554417,0.177286422032754,0.426221167243402,0,-0.132702192453255,0,0,-0.0400846108902602
XMR,0,1.18229824461668,0,0,0,0.241606888896419,-0.242663092779037,0,-0.0629830456519817,-0.111525069717728,0,0,0,0,0.316871726333106,-0.588982798030903,-0.0601872541433397,0,0,-0.103968872225655
DASH,0.842102117111397,0,0,0.346880800612755,0,-0.131238405247372,0,-0.122107329320784,-0.118107418943865,0.270145575198378,-0.109777261200166,0.163211537172752,0,0,0,0,-0.0386892878095405,0,0,-0.0842347059825853
XEM,0,0.278089828457589,0.180541568816919,0,0,-0.0904496648926477,0,0,-0.023657163389471,-0.108243883584955,0.143393828304371,0.254553386396972,0.171051478892277,0.174166532671627,0,-0.00278352990343035,0.0487751140159964,0,0,0
BV010082.Index,0,1.15640919194697,-0.424663867710438,0.608165323932923,0,0.122573089601282,-0.206526538377663,0.0345336207626879,-0.323890981669673,-0.0329352088152698,-0.0529277452420783,-0.0488282109268609,-0.502188276379663,0,0,0,-0.0238832720514694,0,0.787600740635268,-0.193253243169812
CVIX.Index,0,0,0.288981796257001,-0.352776762542097,0,0,0.530983570286219,-0.470897501640291,0,0.500726916614371,-0.357410464103969,0,-0.137199256648186,0,0,0,0,0,0,-0.0633989339981927
DXY.Curncy,0,0,0,0.00851867787668442,0,-0.0606156912144215,0,-0.020319851421553,0.0222989014206123,0.0321705622992148,0,0,0.03029422061541,0,0.0230946585958001,0.0671449303288508,0.0249426030892181,0,0,0.0118477094155543
SPX.Index,0,0,0,0,0,0,0,0.0141490277395297,-0.000357693100776057,0,0,0,0,-0.0320083367835307,0,0.251542631165171,0,0,0,-0.0639171192173401
VIX.Index,0,1.54942292541852,-0.606850028479534,1.0852132477152,0,-0.339091980377607,-0.00352154456248086,0,-0.746844100444603,0.75101816724345,-0.370638469071836,0,0,-1.14325031472374,0,-1.21933185837492,-0.348196818945246,0,-1.59971895548822,0
