,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,MIOTA,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.184704963566129,0.0231453031737358,0.178215960988945,0,0.126377646953391,0.007387640654414,0.00170288960189435,0,0.0791092122318028,-0.192013762231338,-0.130352316786591,0.135617834301012,0,0,0,0,0
ETH,0,0,0.26980121917965,0,0.23894122282473,0.0736257557883697,-6.93889390390723e-18,0,0.0479637147800758,-0.00476634669828908,0.263811686083202,0.00611333954999921,0,0,0.102522758669244,0,0,0,0,0.113353604005137
XRP,0,0.0744529744812983,0,-0.0620652666232474,0.102862213621437,0.0548366721331012,0.137799417708232,0,0.030421524659069,0.0274971671488851,0.305055569317914,-0.0705166703268293,0.312541801411298,-0.0964496586521371,-0.0093382772606179,0,0,0,0,0
LTC,1.06245401153953,0,-0.538467110319925,0,0,0,0.751613537783862,0,0.0776237488117425,0,-0.223683145679158,-0.0399376719393139,0.34859176722285,0.21491634998513,-0.151057877045075,0,-0.584996317625226,0,0,0
ETC,0,0.273596545651166,0,0.317239847111454,0,0,0,0,0.0155810145421439,0.0101607077682781,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.447215067866127,0,-0.0567716219143468,0,0,0.159043338722776,0,0.155983600537821,0,0,0,0,0,0
XEM,0,-0.0395571097873041,0.758311905325832,0.640126233772318,-6.93889390390723e-18,-0.0643987121369988,0,0.122796543393831,0.0742300659877458,0.0246806075565166,0,0.111958321953149,-0.447063981429731,-0.0738674903172513,0.0905958686379352,0,0.702754159970839,0,0,0.228092810728332
XMR,0,0,0,0.360795167808489,0,0.08908012516163,0,0,0,0.0102596033499994,0.173920250655688,0.0519412968761672,0,0.19061143697454,-0.0797175943508113,0,0,0,0,0
MIOTA,0.510474218769897,-1.00684511938581,1.87819104713845,0.666603693816111,0.0686731535586661,-0.407893685791276,-0.383195531058471,-0.10943017868165,0,-0.0158079869264888,0.905268404662967,0.213376677006705,0,0,0,0,0,0,0,0
EOS,0,0.158127775780675,0,-0.38523657597108,0.642898488218708,-0.24252780441212,0,0,0,0,0,0.307209165121597,0,0,0.384952333269523,0,0,0,0,0
ZEC,0,0.62764781512037,0.246245027534048,-0.293492302127512,0.0912866361014559,0.269837991956971,0.0202224206659309,0.103314129581799,0.0500375698091563,0.0154407769137344,0,0,-0.0896291235432858,0,0.0867746102439838,0,0,0,0,-0.148552343826032
NEO,1.77575141515433,0.568649953160908,0,-0.325624210195212,0.249325702062384,0.363516121139528,0,-0.317914781500823,0.163293981837233,-0.0250778145452774,0,0,0,0,-0.0481773971810278,0,0,0,0,-0.511655385578899
DOGE,0,0,0.220524991175373,0,0.0724902189668951,0,0,0,0.259344059851593,-0.0429357205970077,0,-0.0102892497676378,0,0.153714537341997,0,0,0,0,0,0.148998784507669
XLM,-0.625716703025306,3.46944695195361e-18,0,0.259579533082771,0,0.194236709882065,0,0.351422253042323,-0.0347516625415339,0.00899152387504172,0.152279627557882,0,0.305496084986787,0,0.267539148728716,0,0,0,0,-0.250834691743408
DGB,0.846498154705837,0,0,-0.770658332961539,-0.0957121068515591,-0.0715833491412051,0.997361733210935,0,0.0930379798056966,1.73472347597681e-18,0.104387469446485,-0.0974565255910287,0.425022530810467,0.385980877557336,0,0,0,0,0,0
BV010082.Index,0,0,-0.207966307465463,0.0722174849789423,-0.0148648002216709,-0.0257948615773279,0,0,0.0047941872713712,0.009168472065953,0.123679260700416,-0.0373303059321085,0.127088836582259,0,-0.0540358850726181,0,0,0,0,0.0370084698298938
CVIX.Index,0,0,0,-0.0429060056082212,0,-0.00854537432328274,0,0,0,0.0212667304857839,0,0.0549782843734864,0.0850770632831677,-0.0658504226351015,-0.0426782775645703,0,0,0,0,0
DXY.Curncy,0.0505973138354166,-0.0425340695357245,0,0.0242657926966985,0.00478574336391238,0.00271486991809642,0,0.00984406782374572,-0.00808405566671899,-0.00229218249340971,0.0455012964000588,-0.0272759287939811,-0.0114707825993536,0,-0.00567058520525608,0,0,0,0,-0.0284512187020457
SPX.Index,0.01159587815664,-0.0163090775290662,0,-0.00457161186103051,0.00151119569496978,0,0,0.0180036246133052,0,0.000910640051852716,0,0,0,0,-0.0034784052479726,0.0301956804853096,0,0,0,-0.063530873357023
VIX.Index,0,-0.391749892907412,0.710480459443379,-0.0520726215419278,-0.0139964909429222,-0.0588263603828953,0,0.151199654385014,-0.144057669988451,0.023113916857558,3.46944695195361e-18,0.144235085877833,0,-0.166183741400876,0.0202622788650719,0,0,0,-10.7214712675748,0
