,BTC,ETH,XRP,BCH,ADA,LTC,XLM,NEO,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.224499653251894,0,0.0370429026683438,0,0.0361589739216507,0,0.0619872695924146,0,0.0721943424129515,0,-2.77555756156289e-17,0.276724929888593,0.0803591868844971,0,0,0.165847032802244,0,0,-0.0242716288364743
ETH,0,0,0,0.044988524373821,0.0777808036570794,0,0.551016342050382,0.0679992961073167,-0.350027251392604,0,0.123890121806675,0,0,0,0.384937620764466,0,0,0,0,0
XRP,0,-0.400650685124539,0,0,0.355683313971953,-0.0481144416050611,0,-0.0514070934012207,0,0.105874810060608,0,0,-0.22657635720531,0.277657160708023,0.719251785313309,0,-0.28034474041885,0,0,0.0168697291488918
BCH,0,0,0,0,0,0.160440567451116,-0.111910701625471,0.200064119040192,0,0,0,0.55689602690317,0.199039940110572,-0.135264682335472,0.2662889454467,0,0,0,0,-0.104966420603628
ADA,0,0,0.567857497469445,-0.0353312604995704,0,0.526806336233183,0.251359219219111,0.183537232260222,-0.376156992875544,0.0558672576435786,0,0,0,-0.0209187998175556,-0.0321323381343169,0,-0.0532663039381147,0,0,0.00443287445767258
LTC,0,0.298990137112692,-0.0826476651037532,0.169466915603297,0.361985936573379,0,-0.221431939024311,-0.0750244427213785,0,0,0,0,0,0,0.307639542067295,0,0.495217930070789,0,0,0.0526630637023366
XLM,0,0.154446106881664,0,0,0.601900534928309,0,0,0,0,-0.0923361341781114,0,0,0,0.286772412897187,0,0,0,0,0,-0.0794572822618446
NEO,1.72786645124903,0,-0.155185511832656,0.115921929590301,0,0,-0.0467912682251517,0,0.223071975210289,0,-0.445157127386083,0,0,-0.0554826585501431,0,0,0.386059671085728,0,0,0.0638676777976852
EOS,0,0,-0.0328624407465696,0,0,-0.254223080921214,0.368563489906894,0.0109305376522538,0,0.0725671933200386,0,0,0.161788347136254,0.00396648843369772,0.635593482701021,0,0.204229379606066,0,0,0.0379006728039035
XEM,0.832635271556726,-0.934926495047903,0.37468144136071,0,0.130066386146708,0.530061088705524,0,0.0918226131837951,0.103414629361841,0,0,0.488390294369743,-0.714106071822259,0.110689604184855,0,0,0,0,0,0
MIOTA,0,0,0.0406114107079051,0.236623761011922,0.0304830200937197,0.401416611205828,-0.139930100319498,0,0,0.174032157426196,0,0.282489545148578,0,0,0,0,0.277134094394888,0,0,-0.0345355818775789
DASH,0,0.299573492167368,0.0840535347222729,0,0,0,0,0.063929404935899,0,0,0,0,0.495801154298871,-4.33680868994202e-19,0,0,0,0,0,0.0408913591280282
XMR,0,0,-0.0692008288822787,0.311287598969072,0.170320977427302,0,0,0.110239027257196,0,0.0124169528677587,0.0451459771824133,0.311349147347153,0,0.0815401209727853,0,0,0,0,0,0.00917798511055793
TRX,0,0,0,0.11829520575683,-0.225929641756196,0,0.588286244190449,0,-0.313027899209861,0.379155681968248,0.056324454493746,0,0.416910737013296,0,0,0,-0.0698214720257931,0,0,0.0788869735883565
ETC,0,0.359079749842003,0.0762416586525012,0.17254608703726,-0.205555478917224,0.101937053880944,-0.212239602913819,0,0.550465024770594,-0.0727049178046073,0.174741100905156,0,0,0.194763217985732,0,0,-0.141137615761476,0,0,-0.0052036841728399
BV010082.Index,0,0,-0.0877864555728817,0,-0.0995560067855308,0.0346738310729417,-0.0743806933148689,-0.0413353698549853,0.0644995935567551,0.0332022833996135,0.0123840093914731,0.151857204687698,0,0.0397885906169425,0,0,0.0724159393206122,0,0,-0.0732188303403011
CVIX.Index,0,-0.00169972391699534,0,-0.0665607560791065,0.117037805942948,0.0980597220057389,-0.119771104665838,0,0.177798899733923,0.0686011492956559,0,-0.258105819848929,0,0,0,0,0,0,0,0.0215359922939094
DXY.Curncy,0,-0.00160666003239179,0.0862435384949403,0.0146997475529163,-0.0944874884760787,0,0.0148703169343355,0.0107322495279385,-0.0661186819162519,0,0,0,0.0351720409382997,0.000162017967393413,0,0,0,0,0,0.0118572574631441
SPX.Index,0,0,0,0.0273179882458203,0,0,0.0221239041534507,0.0591572098483779,-0.0123289954085992,0,0,0,0,-0.0807809763098469,-0.0330861583321113,0,0,0,0,-0.0420601846664346
VIX.Index,-1.84562709762522,0,-0.50482730517447,-0.0968177913806077,0,0.60548629579014,-0.271256268275046,0,0.63797069818293,0.41830791721071,0.255731648458753,0.797459858134877,0,-0.0992182467563882,0,-4.06302464465191,-0.449481781995356,0,-3.99330309482269,0
