,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,BSV,DASH,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.317182147835074,0,0.127985162910192,0.0224429133317526,-0.049905708427662,0.0484868966971792,0,0.0177479264261785,0,0.149870339739208,0.115543427019155,-0.108629066963418,0,-0.00706997618110579,0,0.0404047522367704,0,0,0.01785756910867
ETH,0.854138360483918,0,0,-0.0612031974065242,0.0775431018276037,0,-0.0678069486248823,0,-0.0473683786689421,0.327922403459737,-0.0474097066481414,0,-0.0374046271264018,0,0.0519224451262537,0,0,0,0,-0.10620318493328
XRP,0.241107568953318,0.210970056839645,0,0,0.0252786659465227,0,0.148459354347904,0.185116276119584,0.0684286478864796,0,0.168669221790225,-0.0642509689113946,-0.0121204019951415,0,0,0,0.032950523034686,0,0,0.00947248602440208
BCH,1.5316582804066,0,-0.184353866602547,0,0.209061269661437,0.53546246712473,0,0,0.0739614138871401,-0.363619048501626,0,0,0,0,0,0,0,0,0,-0.0918640510231262
EOS,0,0.816503100625767,-0.398900611841955,-0.0481937963533289,0,0.53762932126476,-0.0588349155327273,0,0.192359725201292,0,0.301323533642224,-0.20920292994135,0,-0.138799922849241,0,-0.437537272067362,-0.264595299204245,0,0,0.290836005846354
LTC,0,0,0,0.310317270895194,0.258942861433544,0,0.440700566760481,0,0.114926528386412,0.275456486063231,-0.140903482739526,0.50975437152548,0.0794158265228101,-0.924736736526978,-0.034396564145965,0,0.271385904200686,0,0,0
BNB,2.16269046912626,-1.66488944378537,0,-0.079702457308624,0.113710973803912,0.104942894214128,0,-0.810009133896936,-0.518665619917503,0,0,0,-0.126751108768323,1.62235755000914,0.266663353295295,0.272344098245116,-0.0975022355806076,0,0,-0.306760463696252
XLM,0,0,0,0.103956760522264,0,0,-0.109225358753322,0,0.0823804165210447,0.362921891268552,0.290759834831413,0,0.0358073668821002,0,0.0192184846008062,-0.236712495503465,0,0,0,-0.141639267525654
ADA,0,0,0.704521563789658,0.263607072747832,0,0,0.0572330141169695,0,0,-0.0807353735843507,0,0.17204496522739,-0.257263069265477,0,0.0352984658655281,0,-0.00314984586877844,0,0,0
TRX,0,0,0,0.00920159003104628,0.111319121729022,0,0,0,0,0,0,0,0.294137038568531,0.80252297061505,0.0188162671950558,0,0,0,0,0.245382909475712
XMR,0,0,0.724887960031123,-0.0281637718024712,0,0,0,0.0676214438465647,0,0.271872574074973,0,0,0.0567842410670619,0,0.0453135253570117,0,0,0,0,0
BSV,1.30936724699383,0,-1.35697570144553,-0.749802518683167,0,1.22858883057898,-0.0887081865399125,1.10332011919947,0.14181291473884,-0.59873432004327,0,0,0,0.597703613631906,0,0,-0.24337766811104,0,0,0.240886130823828
DASH,0,0,0,0,0,0.113519637669546,0.358196500994382,0,-0.0693434336810999,0.244951933763838,-1.38777878078145e-17,0,0,0.382648655704932,0.0481712270755097,-0.576243106169544,0.282033415261923,0,0,-0.208008232037578
MIOTA,0,0,0,0,0.181996982897414,-0.314101902653844,0.293091315221943,0,0.250041409047555,0.161679705360723,0,0.144450381262068,0.291222154448394,0,-0.116312342966909,0.191546982717118,-0.0213362400371009,0,0,0.0456839916087083
XTZ,0,0,1.49822647828828,-0.174136361196622,0.72521036338188,-0.23101576618165,0,0,0,-0.157154459661276,-0.735059520787932,-0.0584291631019863,0,0,0,0,-0.768598071103716,0,0,-0.087983704634202
BV010082.Index,0,0,0,0.105623117165314,-0.166020674401795,0.0425240879723515,0.0605678765679479,-0.939761277684567,-0.00882496185451744,0.611489916454507,-0.0264768992178349,0,0.144184697506671,0.124376753724241,0,0,-0.0955904694660148,0,1.86626203856169,-0.135322475597684
CVIX.Index,2.23357440340623,0,-1.62218902756154,-1.00106701192973,-0.641683188854556,1.52319336801081,0.0941207902268344,0.895825322154935,0.653736528674598,-0.142061457470241,-0.863575492915626,-1.26345388985237,1.35294675725421,0,-0.142512331362397,-0.555402904015037,0,0,0,0.178195606056666
DXY.Curncy,0,0,0,0.0183445980042458,-0.0402352763807246,0,-0.0364238243027736,0,0,0.00363879122651239,0.028470538591642,0,0.00313721271869594,0,0.00917584955316249,0,-0.0136349203967431,0,0,0
SPX.Index,0,0.00933855666611349,0,0,0,0.00568410310379804,0,0,0,0,0,0,0,0,-0.00469521119052081,0.0616106822876528,0.0137911342944412,0,0,-0.0709323105058084
VIX.Index,0,0,0,0.282517734576493,-0.791058593229931,0,0,0,0,0.483585778786295,0.295134938172422,0,0,0,0,-1.53623347338929,0.0281339329183882,0,0,0
