,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,TRX,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.376501104281527,-0.0483563206706067,0.0897344412326483,-0.111806466813931,0,0,0,0.0659068360704823,0.0105900352674184,0.244379573308042,0.0442884644101049,0.108386415978506,0,0,0,0,0.0357958513233342
ETH,0,0,0.339266835665857,0,0.541427353913191,0.118138057075652,0.0147445756387464,0,-0.880142489444206,0.161130313348937,0.314095063101344,0,0.243568990382093,0.187419509280569,0,0.0824276049581964,0.250302646425981,0,0,0.0174594340325228
XRP,0.532308205232512,0.690864769083149,0,0,-0.435792624498985,-0.0879761020966348,0,0.00845139023607256,0.670053875393525,-0.0469727658897958,0,-0.160337081358931,-0.225720126278281,-0.0552206909403667,0,0,-0.349406166570946,0,0,-0.132379341462633
BCH,1.08769985411437,0,0,0,0.59567052962397,0.0477951380626514,-0.169282162216695,0,-0.265021196374949,0,0,0.218043015025151,-0.381585668187409,0,-0.08616423250499,0,0,0,0,-0.0577076636467425
LTC,-0.680727123811254,1.08179985358099,-0.381744947228494,0.514679828784654,0,0,-0.0654182719566999,0.100437794806187,0.477401308330806,-0.195825761929806,-0.26930978599145,-0.0621081456800263,0.089117459570121,-0.101705828907554,0.237864133026178,0,0,0,0,0.0690004762725713
EOS,0,0,-0.263739241152939,0.414495047367612,-0.617293577118722,0,1.21860083280093,-0.150651613044748,0,-1.38777878078145e-17,-0.216039487144599,-0.202197446744659,0.0552812177695068,-0.467514963262562,0.922976105262945,-0.597838371700747,-1.47390754530797,0,0,-0.162630072613652
ADA,0,0.119866648339503,0,0,0,0.349978748581926,0,0.147243571073112,0,0.240817273686942,0,0,0.303755913629592,0.324626112890524,-4.33680868994202e-19,0,0.216208134677776,0,0,-0.149276563040016
XLM,0,0,0.3901744744392,0,0,0,0.104013624321713,0,0.089222056842025,0.182769542315134,0,0.10303225371881,0,0.132423040682177,0.0977201351932394,0,0,0,0,0.0409626829474064
NEO,0,-0.207539493996601,0,0.0136738085551896,0.045300116750075,0,0.213960533751829,0.203237554327875,0,0.148195944989452,0.442609509403931,-0.0902802140781306,0,0.0416898732354206,0.153860393659429,0,0,0,0,0.0431276477024918
MIOTA,0,0,0,0,0,-0.0891085123272661,0,0.303356385558704,0.320064470614895,0,0.107163189865146,0.0751722448108098,0.144974409194775,0.0524422826772234,0.0752139070265628,0,0,0,0,-0.0745427172857726
XMR,0.269849779458014,0.76621101529314,0,0,-0.28890604333589,-0.347677570876428,0,-0.137842702162511,1.41147098782266,-0.168093325174906,0,0.105552273955033,-0.353502942594387,-0.286364343781407,0,0,-0.497247501371101,0,0,0.0250066702619066
TRX,0.990921504990047,0,0,0.250871303133297,0,0,0.238027162873335,0,0,0.377005818925961,-0.931828612859986,0,0.390028059704693,-0.147462183507622,0,0,0,0,0,0.343536330212938
DASH,0.563507442365529,0,0,0,0.174504005122148,-0.0244697114996354,-1.73472347597681e-18,0.245306532689203,0,0.0015572592117586,0,0.0189478022663794,0,0,0,0,0.100981962188704,0,0,0.0887309785926286
XEM,-0.305089656314219,0.258467335793933,-0.606916914848829,-0.266055540913202,0,-0.246197456027391,0.244193951115675,0.736809137176084,0,-0.0657715608764166,0,0.206197083565115,0,0,0.684390094420594,0,-2.47019943826397,0,0,0.00517781348303271
ETC,0,0,0,-0.0314418221502002,0,0.186741933190384,0.0555973014232482,0.146244123746566,0.305846664835571,0.242111023634543,0,0,0,0.0281407139034963,0,0,0,0,0,0
BV010082.Index,0,0.0330696914045314,0,0,0,-0.144326272428752,0.258825208873818,3.46944695195361e-18,0,0.0343529611433737,-0.106861735527599,-0.0934946416384269,0.115543489104224,-0.131826860095545,0,0,0,0,0,0.0112666108007204
CVIX.Index,0,0,0,-0.122962772472068,0,-0.0835353665398042,0.090676608057783,0.0220465348115612,0,0.0353546040979063,0,0.0553847889808395,0,-0.272322964029029,0.200470561403977,0,0,0,0,0.0187599238495353
DXY.Curncy,0,0.0877047818975742,0,-0.0388605239756204,-0.0375873725514697,0.00443569306836177,0.00792690103491023,-0.00158858340129034,0,0.0222362935533415,-0.0157148787126551,-0.0279492675246557,0.0587981265183629,-0.0365769738137652,0,0.0165424132059388,0,0,0,-0.000740797106489813
SPX.Index,0.0753549124574531,-0.0706595526631827,-0.0654099479891775,0.0541034010324039,0,0.0134566720525401,-0.00834570856293279,0.0627947809475726,0,0.00233186880135083,-0.0729112329814178,-0.0607795652746493,0.0399556759492184,0.0174352952750135,0.0209013590823246,0,0,0,0,-0.0818667787725716
VIX.Index,0.381192037859909,-0.559777054475854,3.46944695195361e-18,0,-0.0352898615499515,0.0476622534591098,0.0805974180681049,0.104523672829434,0,0,0,-0.137601162261802,0,0.088794227749159,0,0,0,0,-5.66381272518133,0
