,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0136562090338282,-0.0569642883597984,0.662178672383688,-0.0334860336854876,-0.0141190827744437,-0.0247950036156574,0,0,0.00737933869579203,-0.0650485206499613,0.0181747057410406,0,0,0
ETH,0,0,0.855476018580052,0,0.370597457350315,0.293321328111553,0.412469556058467,0.236191389645622,-0.725018762515185,-0.0661724333067227,2.00301010922646,0,0,0,-0.991487093325352
XRP,0,0,0,0.930590379205028,-0.0600690435399492,0.11160334559706,0,0.00545573272962665,-0.0253683178211901,0.000464820826846089,-0.17998406242287,0.257599552143367,-3.1365182204772,0,0
LTC,0.667403367176796,0.0266389546258578,0,0,0.0437965261708597,0.073867355916359,0.0361173604697952,0,0.0797286021179595,0.0106602887603561,0.00211600338796619,-0.0240795701908758,0.0111348143534757,0,0.0372897832717276
DASH,0,-0.0725983678851397,0.75438376258866,1.11140799060811,0,0.310556272627482,0.140028247043008,-0.116647198266463,-0.193179597305207,8.67361737988404e-19,1.05065410318655,0.954273416029192,0,0,-0.68183303831265
DOGE,0,0,0,0,0,0,0,0.0148191706901754,0.306953593797074,0.00135039285981153,0,0,0,0,0.0109073126084795
XMR,0,0.20647900984671,0,0,0.603064317510655,0,0,0.371043616931335,-1.04145056779742,0,-3.75292498532844,0,0,0,1.1295216635887
XEM,0,-0.119780009467454,0,0,-1.82832965794393,0,0.131178971344031,0,1.69017721574109,0.559458132279418,3.12971499281905,3.07948445882925,0,8.38265332064192,-0.861234232828648
XLM,0,0.00579211702626729,0.723221061192654,1.29735398577287,0,0.153342807480754,-0.355522264520178,0.185695131297783,0,0,-1.01435314065567,0.257139018415188,0,0,0.262239102069849
DGB,0,0.184936400836119,0,0,0.834868948751711,-0.514939365562762,-0.290664317606713,0.195803974135985,0.16727373811544,0,-5.93537333344647,-1.939627382509,3.32418545291855,0,0.244105496328574
BV010082.Index,-0.213849965832225,0.0278374918415796,-0.067913589386211,0,0.198108604714444,-0.136779900388066,-0.0704135487569472,0.0406597103335781,0.0375964582951917,-0.0932190691424548,0,-0.320355355785433,0,1.63417742353919,0.366720214040194
CVIX.Index,-0.0851836709693379,-0.0792168370647326,0.13506838215502,-1.86578883528763,0.273884431331426,0.19762567380465,0,0,0.120535111935035,-0.0473154083024111,-0.40008671006743,0,1.17505207480944,-1.10019398162243,0.276161660821687
DXY.Curncy,0,0.0130932917268803,-0.0863895667095945,0,0.0228885935475454,0.0397718413781504,0.0200334009008082,0.00489899528459993,0.0311256881674481,0.0113669186218138,0,0.0994282644460875,0,0,0.0179545449249926
SPX.Index,-0.0429903407104713,-2.16840434497101e-19,0,-0.00426175075908538,-0.0135940920600861,-0.00440597264727212,0.00675595433550102,0.00223308940612557,0,-0.000777295950041009,0.0933078621614582,0,0,0,-0.116361969448636
VIX.Index,0,0.0921484581501314,-0.328014850300422,0.542494829645171,-0.12538722721182,0.0874660786190436,0,-0.038927738299691,0.102503202485861,-0.0102400710304743,0.51315174370634,0.382361039170526,-0.0726407895357087,-4.47410482414872,0
