,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.254213948548635,0,0.202062727914492,0.134776972441061,0,-0.0700562282430823,0.0245615525075959,0,0.0108859256384471,0.482145596905654,-0.0274515012130675,0,0,0.152594307831954,0,0,0,0,0.097363323920462
ETH,0,0,0,0,0.208105823649163,0,0.138636185406227,0.0899498196393591,0.0843904506807173,0.0434707969052881,0.462067206874854,-0.0141242650597688,0,0,0,0,0,0,0,0.161725940924762
XRP,-0.223625820000638,-0.185838271022102,0,-0.322985283855424,0.644659891616085,0,0.106949071725794,0.0497879682131637,-0.0380196157641702,0.00744837577225121,0.244763691845682,-0.0229519429246979,0,0.240894231388568,0.292053400967269,2.77024511236738,-0.140101902308654,0,0,-0.346052671765557
LTC,0.190123656276875,0.0264751912273265,-0.152104718753549,0,0.370329334713918,0,-0.153760063390392,0,0,0.067329245101031,0,0.0931562519121093,0.0675763049809658,0.207829053769611,0,0,0,0,0,0.148093752828241
ETC,0,0.240376041937895,-0.0366650350558955,0.236509153988923,0,0,0.091787139782548,0,0,0,0,-0.0278736626172296,0,0.161428954996062,0,0,0,0,0,0
XEM,0,0,0,0.000539981953219568,0.362970175966915,0,0.0775677105871662,0.0404457824397056,0.203937079810285,0.0567966053424571,-0.302644830260887,-0.0198925468237767,-0.301457211596916,0,0.597832283867263,0,-0.717531537708888,0,0,0
DASH,0,0.344270270735653,0,0,0.180098188067561,0.277656774486716,0,0,0,0.027886902032605,0,0.0721296066928994,0,0,0,0,0,0,0,0
MIOTA,1.83440499254894,0,1.44579519927363,0,-0.326173713021575,0,0,0,0,0.0936895645140198,-2.66353794345949,0.133583928026534,0,1.70429091751232,-0.892682487488,2.43652475107507,3.53567359416555,0,0,0
XMR,0.314567221166851,0.151632112914137,-0.170394665772447,0.081896753574624,0,0,0.163694285891813,-0.0456197553140091,0,0,0,-0.042148964231901,0,0.397815084643789,-0.0246136616966071,0,0,0,0,0.0400561416525514
EOS,0,0,0,-0.553663830169298,0,0,-0.594593209368975,0,0,0,0,0.105409905176808,0,0,0.707079341302498,0,0,0,0,0
ZEC,0.541539317583527,0.423588682435271,0.135859723368185,-0.0341206757399176,-0.243517757522896,-0.0998308901616472,0.0233845118191531,-0.0296539153958321,0,-0.0550212946901414,0,0,0,0.277759153392723,0,0,0,0,0,-0.154332056222724
NEO,0,0,0,1.06964689444131,0.590289549704134,-2.67490689217472,1.80095378295048,-0.0296014998876847,0,0.126707590268841,0,0,-0.853467452072184,-1.14417489477721,1.6905125222734,0,-9.14402659875813,0,0,-1.35457510324869
DOGE,0,0.938670912861538,0.463252932744014,0.325060844142255,-0.143507764977806,-0.297324197660713,-0.429774378373626,0,-0.408064026187078,-0.0756776046689668,-0.914378045909965,-0.0558682058354744,0,0.358293426537207,0.433366539853241,0,-0.872245557448921,0,0,0
XLM,0,0,0.115770500058444,-1.38777878078145e-17,0,0,0.0705070897942472,0.0346732249198777,0.534174204877796,0,0,-0.0269685402690645,0.33190271713196,0,0.33010244471697,0,0,0,0,0
DGB,0,0,0,-0.0208899960270749,-0.0666650744448125,0,0,0,0,0.0407258202882485,0.485036905813546,0.0142066915806111,0,0.438880473252752,0,0,0,0,0,0
BV010082.Index,0.010056945770532,0,0.111436014678648,0.0649698156693038,-0.11319642520729,0.0449427445975106,0,0.0207694838693841,0.0527450376431794,0.00478320479617814,0.0539603834443687,-0.013182175867884,0.0570263509091024,-0.148794636642761,-0.0711004115445996,0,0,0,0,0.125490544897058
CVIX.Index,0,0,0,-0.0315127611130374,0,-0.0218874422652513,-0.00723850860277986,0,0,0.00833456654655222,0,0.00866276235633813,0,0,0,0,0,0,0,-0.0286518252784061
DXY.Curncy,0,-0.0564795530998161,0.0598269082548172,0.0066216735352303,0,0,0,-0.0171357971684051,0,0.00483441500779244,0,-0.00294639224475459,0,0,0,0,0,0,0,-0.0132270363255413
SPX.Index,0.0400327488524884,0,0.0325968005166365,0.00262017262879628,-0.0312426570606299,0.0312203572511937,0.000718426406668406,-0.0114070585077197,0,-0.000743060047082482,0,-0.00115044811055116,0.0122325315061062,-0.0142275553253729,-0.0286067993222113,0,0.00936359418485558,0,0,-0.0618562266377111
VIX.Index,0,0.402102449772537,0.00154391469392347,0.065589101429822,-0.245998445509094,-0.155832712679246,0.0253088438847178,-0.162765944069099,0,-0.018106715037708,-0.250324241977864,0,0,0.483884805020413,0,1.69186774431055,-0.236526175030265,0,0,0
