,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-1.38777878078145e-17,0,0.218003889553625,0.134569128272022,-0.0358166867628787,0.0149329279094409,-0.0705896186522952,0,0,0.0843141703587797,0,0.28483703327778,0.177089049928754,-0.0565193350550666,0,0,0.0457314947608912
ETH,0,0,0.572414996558051,-0.026527176671494,-0.152184371645788,0,0,-0.168725366971352,0.290410644043691,0.184109329061292,-0.1736190531599,0,0,0,0.606701799031228,0.000421014871292347,0,0,0,0
XRP,-0.290242214536982,0.244459199669315,0,-0.105783545076318,0.130391270828266,0.215445845968087,0,0.140096518606784,0.110427685023729,0.126560823845701,0,-0.071087338154981,0,0.293723177527389,-0.0311890864251474,0,0.212439531781283,0,0,0.0861685875893775
BCH,-0.934988349940678,0.419171724702995,-0.558066847927591,0,6.93889390390723e-18,0.709504145725031,0.540874125456659,0,0,0,0.672645041778035,-0.224475823892651,0,0,0,-0.502452006424123,0.289858694906664,0,0,-0.132668719177454
EOS,0,0,0,0,0,0,-1.73472347597681e-18,-0.159494155607444,0.28474943468316,0,0.88871018152499,0,-0.44970044743172,0,0.243189540763156,-0.226184370701708,0.927823974473785,0,0,-0.0622473609526015
LTC,0.314350984714382,-0.00131643187069677,0,0.0443206404491849,0.0487913446591906,0,0,0.279979766333418,-0.084467343796409,-0.155376660410439,0.347688582014758,0,0,0.0723791154281606,0,0.0920556369939016,0.120132403350046,0,0,0
ADA,0,0.0214686798102244,0,0,0.193704121709271,0,0,0,0.171974382260934,0.0909810841671682,0.543892074925222,0.0336027216804348,0.115633142975523,0,-0.209511375802046,0,0,0,0,0.182868250616578
XLM,0,0,0.0450006764571941,0.307657210625307,-0.0467564523736074,0.199015126085671,0.265378031642402,0,0.227706419693477,0.0884290397751569,-0.346150427743419,-0.0812305198320633,0,0.330306293110851,0,0,0,0,0,-0.0899763431771878
MIOTA,0.913193292786944,0,0.591235656666893,0,0.0780825681539518,0,0.121881638362502,0.316596536154092,0,-0.255784188948599,0.255545066539003,-0.176552919853194,0.715428764761071,-0.795960216287221,0,-0.335585701753031,0,0,0,0
TRX,-0.0272955106202899,0.428781050318209,1.23271354485237,0,1.38777878078145e-17,-1.09027438451329,0,0.420790024294507,-0.422955951107249,0,0.0836500239350671,0,0,0,0.532063573616117,0.584699725696858,-0.267026349100725,0,0,0
NEO,0,0,0,0.0995034332965946,0.1417271088809,0,0.0725525323838214,0,0.0462155303567157,0.194234855198507,0,0,0.215220598922156,0.0902419619934635,0.179061540889434,0,-0.107600915197457,0,0,0.0416196007777235
XMR,0.60178439977694,0.154980071026542,0,-0.0533132538881925,-0.0613850920195814,0,0.349299287980871,0,-0.611611050785125,0.0284691792780283,0,0,0.416489305830904,0,0.637536090737698,0,-0.0993822850504185,0,0,0
DASH,0,0,0,-0.16962038835146,-0.237727079236732,0,0.46845577019583,0,0.279911169679511,-0.113612243511295,0.472029635995779,0.0491784142587815,0,0.298019653522647,-0.450946079988972,0,8.67361737988404e-19,0,0,-0.174677100523665
XEM,0,0.33360872038019,0.121682152542406,0.0149501626446577,0,0.171712613905795,-0.145982057229585,0.309796843987898,-0.358728747230858,0,0.536945258574716,0.0826051039619892,0.0530342219963054,0,0,-0.404825766082016,0,0,0,0
ETC,0,0,0,0,0,0.287240070361607,0,0,0.154843061491259,0,0.0836442559176688,0,0,0.410793249623976,0,0,-0.132326676250897,0,0,0.062481321791154
BV010082.Index,0.834320964925127,0,0.742998088758154,0.126059566036559,-0.385420664339123,0,-0.55596230879956,0,-1.73472347597681e-18,-0.00717024873168276,0.371795703658988,0.0973618548678856,-0.0569063266670639,-0.608851625037235,-0.0715540930178646,0,0.168728456336902,0,0,-0.188012944118789
CVIX.Index,0,-0.0798929183895965,0.533376869119353,0.443601840283681,0.0832355154839625,0,0,-0.334876923838246,-0.0993185479211655,-0.0624631003537078,-0.531950895503264,0,-0.124514505161421,0,0.404915058917108,0.807228765281965,0,0,0,0.115274274286537
DXY.Curncy,-0.038293567462719,-0.0100533103976542,0,0,0,0,0,0.00436230358711462,0.015573708974604,0,0,0.00157420226215671,0,-0.00689807562013451,0.0268917709171663,0,0.0692032471508536,0,0,0.0161502110820613
SPX.Index,0,-0.00310425518375849,0,0.0615644188613996,-0.0450773292337138,0,0,-0.0490813144127787,0,0,0,0,8.67361737988404e-19,-0.0165661259719344,0.0511811480814951,0,0,0,0,-0.0477031140135999
VIX.Index,0,0,0,-0.347353847906251,-0.540928056701488,0,-0.221373807738539,-0.37324573021013,0.415411118233121,0.12860531674887,1.08866386411136,0,0,0,0,-1.14373363250945,0,0,0,0
