,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.42782400527505,0.931618695268059,-0.0283763598671104,0,0.212778033090275,-0.239153657737542,-0.168745503856791,-0.202582487757786,-0.0185792837425394,-0.219787817008376,0.170302724606313,0,0,0
ETH,0.531832755474847,0,-1.0417610799875,-0.260533004638039,-0.222761860615802,-0.158607074435828,0.681145950510881,0,0.995019699603023,0.0788279461903848,0.456854436346461,-0.289442765625136,0,0,0
LTC,0.39131629917482,-0.154781626576021,0,0,0,-0.0553509545717442,0.160190435713525,0.032020221934309,0,-0.0686121844305038,0.093745026448512,0,0,0,0.0169375650431305
XRP,-0.0484179966949884,-0.258516375469513,-0.265065142558397,0,-0.18364548230397,0.204710114416757,0.257697237616629,0,0.143925306883117,-0.0400846333041998,0.749083531715709,-0.769389469418756,0,0,0.611624819166116
DASH,0.701334190631933,-1.1537944691963,-1.13052654091497,-0.777699521237626,0,0.535306093981876,0.88895275939656,-0.264251292382454,1.33946554965653,0.207798394155927,1.31248836748645,-0.628112089798985,-1.03089077949613,-8.47285476150463,0.117464254175337
DOGE,0.289929581802322,0,0,0.35510565372958,0,0,-0.118756257179764,0.206700066561731,0,0.028480823618674,0,-0.259293027536463,0,0,-1.73472347597681e-18
XEM,0.0613644227478314,0.486875042649905,0.555955606477113,0.494070702290748,0.264873455482803,-0.14003515582687,0,0.165917105084023,-0.699675095996944,0.0441022185055771,-0.393470135617558,0,0,0,0.0856388082930472
XMR,0.410352614067374,0,0,0,-0.624949352649799,0,0.0187387859717191,0,0,0,0,0,0,0,-0.0785035214009789
XLM,0,0.439336090700216,0.481767085071259,0.512272338071908,0.377617544641427,-0.282275665676011,-0.793377219165447,0.410150240716886,0,0,-0.415937212969798,0,0,1.45954003500954,0.168457373279971
DGB,-0.489568794231472,0,0,0,0,0,0.651607638250217,0.463808670862537,-0.421790665768252,0,-0.51726349889396,0,0,0,0
BV010082.Index,-0.254901275706989,0.212819051394214,0,0.109848566773464,-0.00261573146143916,0,-0.164570726177831,0,-0.0653677878065636,0,0,0,3.37662531979689,0,-0.121661214806094
CVIX.Index,0,-0.153991348754388,-0.470625381159784,-0.636737334665599,0.037749195977665,-0.0347481610910155,0.133585405695012,0.13182691914674,0,-0.0873269099586524,0.399891300598437,0,0,0,0.668343564098901
DXY.Curncy,0,0,0.0729751437480201,0,0,0.0227780471479184,0.0532232976117591,-0.0716473043106567,0,0.0132729496344384,0.142410623901411,0.0265419210302082,0,0,0.0237830854866067
SPX.Index,0,0,0,0,0,0.0282636937272369,-0.0247994810711811,-0.0110558733163777,0.0202162493761334,0,0.0394531329883204,0,0,0,-0.0435272866105421
VIX.Index,-0.346800024546862,0.548791708554036,0.66126839666009,0.764941147137275,0.647478371553424,-0.0387706437100872,-0.315744283381909,-0.0607775954503091,-0.256030567839463,-0.0908403510183613,-0.850901575716226,1.82678987920249,-0.941102583914456,0,0
