,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.188759649698162,0,0,-0.00792330909681616,0.160767862932474,0,-0.0241740860589938,0.0595017762264071,0.0977302030931846,0,0.128754739702867,0,0,0.0375250960777862,0,0.105527299963727,0,0,-0.0821017870433629
ETH,0,0,0.539644477147164,0.12389014329869,0,0,0,-0.0680925154907053,0,0,0,-0.174498817948376,0.31666497240925,0,1.73472347597681e-18,0,0,0,0,0
XRP,0,0.0848255848586899,0,3.46944695195361e-18,0.0141238395775472,0.386563138145834,0.189401032192474,0,3.46944695195361e-18,0.08337450025526,-0.00489148130170875,0.0166296602541288,0,0.149819497480765,0,0,0,0,0,0.124905892141334
BCH,0,0.0734921373066639,0,0,6.93889390390723e-18,0.209190705193307,0.294063716790664,0.247840539259276,0,0,0.133700118536298,-0.22484498558814,0,0,0.0514657550136918,0,0,0,0,-0.112380783415516
EOS,-1.3316885765725,0,1.87072931561847,-0.107574712229444,0,0,0.950958659532069,-0.515268571276307,-0.340941056510549,-0.616914619857837,1.45519555709267,1.13063997706487,-0.0940732024002998,-1.3376352691362,0,0,0,0,0,-0.375831149301708
LTC,0,0,0.314728678715193,0.191356116213895,-0.120023597198689,0,1.38777878078145e-17,0.221081902349064,0,0,0,0,0.0929517510320577,0,-0.0108713021956614,0,0.407298310195267,0,0,0.0113508566064707
ADA,8.67361737988404e-19,0,0.576011458167799,0.334886134601615,0,-0.320852687276031,0,0.137869873435413,0.11170317687071,0.155377274434071,2.16840434497101e-19,0.245185237948204,0,-0.106094712165022,-0.0877507511555247,0.0904228277201048,-0.107233619363655,0,-0.428219989625327,0.0255900182882966
XLM,0,0,0,0,0.218972089256517,0.175377636628938,0.0486375377683173,0,0.0772425910565658,1.73472347597681e-18,0.2097910513819,0,0.110634700863099,0,0,0,0,0,0,-0.00844165599500881
MIOTA,0,0.518642653090415,0,-0.386320802688208,0,0,0.295613101833114,0.42993787847412,0,0,0,-0.173172383576155,0.266741096564097,-0.0987157583837085,0.453982401354205,0,0,0,0,-0.0312995851448979
TRX,0,-0.615698168050069,1.36463174117856,0,-0.28507349263993,0,0.276525833756027,0.118866282736826,-0.17820494800898,0,0.703027686366877,0.129905997022326,-0.160656874635366,-0.555481693326631,0.0885176049234633,0,0,0,0,0
NEO,0,0.0760054807800755,0,0,0.195716414204819,0,0,0,0.084597486051959,0.0681493014683712,0,0,0.282789372549054,0.0688167411932216,0.275244597366877,0,0,0,0,0.0732464152524237
XMR,0,-0.229476896103658,0,-6.93889390390723e-18,0.0816665346922042,0,-0.0327395577991536,0,0.0331111082758061,0,-0.1745263429647,0,0.164841512431144,0.910489392372278,0.0732527749494402,0.904022773485295,0.047930343648893,0,0,-0.0946650352422419
DASH,0,0.431667018206259,0,0,-0.134221500923782,-0.263979567557292,0,0.219575645805785,0.00444120557144463,-0.130330091280357,0.229069090756418,0.24762701247277,0,0.184262218591265,-0.0780695673707789,0,-0.0525372694585529,0,0,0.0421867474572846
XEM,0,0.185727582517005,0.745427503860068,-0.000460904747469671,-0.235290239003802,0,0,0.0845371919661778,0,0,0.346726314571141,0.510437514516338,-0.385958696195925,0,0,0,0.0228901766203557,0,0,-0.191522867273208
ETC,0,0,0,-0.0508556087874102,-0.1760368428575,0.60999692505389,0,0,0.0666020035729176,0.224794510285522,0.14336520274735,0,0.508834935737851,-0.189165810023499,0,0,0,0,0,0
BV010082.Index,-0.373844568538669,-0.0499647347881123,0,0.0821712237538569,-0.0340509864116328,0,0.235411155527115,-0.0852700686036303,-0.0326549307459686,-0.00714534843904047,0.013874773627908,3.46944695195361e-18,0.114613391212249,0,-0.0327845643597357,0,0.271376892839651,0,0,0
CVIX.Index,0.354162911455466,0,0,0,0.0674441380583313,0,0,-0.119030339267085,0.00437605711170313,0,0.0301787773770436,0,-0.134782938198227,0.0429820532356037,0.0276678355183298,0,0,0,0,0
DXY.Curncy,0,-0.0490500382123694,0,0.0082411687968789,-0.00840230815971874,0.0124378730325868,0.0623984633980859,-0.0246055627562598,0,-0.00637121516691583,0.00486229930800573,0,0.011747519235893,0,-0.00219869237764387,0.0895627977275325,0.0650478170148362,0,0,0.0206886028803407
SPX.Index,-0.0318739075350698,-0.0397115766260962,0.0734911650785884,0.0552831591807462,0.00364495246240972,-0.0577396322669856,-0.121520891442078,0,0.0178392686197739,0.020268269991459,-8.67361737988404e-19,0,0.0466884852635861,0,-0.019725668937867,0,0,0,0,-0.0843204885535221
VIX.Index,0,0,0.772694477520723,-0.0604026000442793,0.0635405368849817,0,-1.11894516642535,-0.226883599306266,0.38645403855007,0.144743099640796,0.157171692990746,-0.351923523745569,0.264349813375153,0,0.189569872763556,0,-1.30427989125195,0,-2.87487925617005,0
